workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
72,condition1,,,,"['Elizabeth', 'Elizabeth']",1,bot_check,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,all,0.21,,4,example1,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,the,0,,4,example1,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,a,0.15999999999999992,,4,example1,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,other,0.63,,4,example1,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,all,0,,5,example2,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,the,0,,5,example2,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,a,1,,5,example2,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,other,0,,5,example2,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,all,1,,6,example3,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,the,0,,6,example3,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,a,0,,6,example3,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,other,0,,6,example3,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,all,0,,7,example4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,the,1,,7,example4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,a,0,,7,example4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,other,"{'context': {'location': {'hash': '', 'host': 'mcmoyer11.github.io', 'href': 'https://mcmoyer11.github.io/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html?participant_id=0a966452-4405-4215-8781-9c2d8f6f0c02&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'port': '', 'origin': 'https://mcmoyer11.github.io', 'search': '?participant_id=0a966452-4405-4215-8781-9c2d8f6f0c02&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'hostname': 'mcmoyer11.github.io', 'pathname': '/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html', 'protocol': 'https:', 'ancestorOrigins': {}}, 'jQuery1111031403006128999134': 1}, 'selector': '#slider_4'}",,7,example4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,all,0,,9,61578:4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,the,1,,9,61578:4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,a,0,,9,61578:4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
72,condition1,all-the-a,other,0,,9,61578:4,[],32,Yes,,2,1,1,Female,English,Chrome,Windows,1080,1920,8.806366666666667,
