workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
148,01_pilot_e02,,,,"['Jennifer', 'Jennifer']",1,bot_check,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,4,example1,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,5,example2,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,6,example3,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,6,example3,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,6,example3,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,6,example3,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,7,example4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,7,example4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,7,example4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,7,example4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,9,control_all_novels,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,9,control_all_novels,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,9,control_all_novels,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,9,control_all_novels,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,10,61578:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,10,61578:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,10,61578:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,10,61578:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,11,control_all_cookies,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,11,control_all_cookies,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,11,control_all_cookies,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,11,control_all_cookies,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,12,control_a_napkin,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,12,control_a_napkin,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,12,control_a_napkin,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,12,control_a_napkin,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,13,51293:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,13,51293:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,13,51293:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,13,51293:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,14,68569:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,14,68569:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,14,68569:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,14,68569:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,15,control_a_tissue,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,15,control_a_tissue,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,15,control_a_tissue,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,15,control_a_tissue,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,16,60430:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,16,60430:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,16,60430:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,16,60430:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,17,control_the_book,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,17,control_the_book,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,17,control_the_book,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,17,control_the_book,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,18,40349:14,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,1,,18,40349:14,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,18,40349:14,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,18,40349:14,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,19,control_the_movie,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,19,control_the_movie,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,19,control_the_movie,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,19,control_the_movie,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,20,37508:7,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,20,37508:7,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,20,37508:7,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,1,,20,37508:7,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,21,102105:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,21,102105:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,1,,21,102105:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,21,102105:4,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,22,118088:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,22,118088:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,22,118088:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,1,,22,118088:9,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,0,,23,103191:13,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,23,103191:13,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,23,103191:13,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,1,,23,103191:13,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,the,1,,24,130644:22,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,a,0,,24,130644:22,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,all,0,,24,130644:22,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
148,01_pilot_e02,the-a-all,other,0,,24,130644:22,[],26,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,23.36345,
147,01_pilot_e02,,,,"['Barbara', 'Barbara']",1,bot_check,[],26,Yes,Using the slider was a bit difficult on a mobile device. ,4,2,1,Female,English,Safari,iPhone/iPod,812,375,21.4007,
147,01_pilot_e02,a-the-all,a,0.1,,4,example1,[],26,Yes,Using the slider was a bit difficult on a mobile device. ,4,2,1,Female,English,Safari,iPhone/iPod,812,375,21.4007,
147,01_pilot_e02,a-the-all,the,0.04,,4,example1,[],26,Yes,Using the slider was a bit difficult on a mobile device. ,4,2,1,Female,English,Safari,iPhone/iPod,812,375,21.4007,
147,01_pilot_e02,a-the-all,all,0.8599999999999999,,4,example1,[],26,Yes,Using the slider was a bit difficult on a mobile device. ,4,2,1,Female,English,Safari,iPhone/iPod,812,375,21.4007,
