TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
11988:14	i mean, what do you think 0 we can, uh, i guess *rnr*-2 as individuals or as a group, do *t*-1 about, uh, air pollution?.	###uh, natural disease,###speakerb68.###yeah,###so it's, it's less than clear.###like i said, i don't remember the article that well.###speakera69.###yeah,###yeah.###speakerb70.###but, um, i don't know,	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
122929:4	how would you achieve that *t*-1?	###speakera9.###yes.###speakerb10.###speakera11.###uh-huh.###speakerb12.###uh, we need *-1 to elect people that *t*-2 are more, uh,###or...###speakera13.###i'm not sure how you would ach-,	how	yes	What is a way...?	What is every way...?	What is the way...?
78711:14	i mean, what would it take *t*-1,	###everybody's got a secret.###so,###speakera93.###well anyway, i'm sorry 0 i didn't, i didn't have much knowledge.###speakerb94.###well that's okay.### do you think, do you think, um,###speakera95.###i don't even remember this being on there.###speakerb96.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
122048:9	but. what else would *t*-1 be an annoyance?	###i can't think, tha-,###our kids in our neighborhood used *-1 to bother me,###but they've all gotten grown up now###speakerb70.###uh,###speakera71.###and we live in a neighborhood where there is not any little kids 0 *t*-1 to bother me, since mine are all grown up *t*-2,###speakerb72.###oh.###speakera73.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
67826:4	why * not go to adults, too *t*-1?	###but i think 0 it ought *-1 to be expanded *-2 *-3 to include children.### i, i think 0 they're, they have they're working on, uh, something in austin now,###speakerb12.###uh-huh.###speakera13.###and i'm not sure what it is *t*-1,###i just remember *-1 seeing a, uh, kind of a synopsis of it.###speakerb14.###uh-huh.###well, why * stop at children *t*-1?	why	no	What is a reason...?	What is every reason...?	What is the reason...?
5953:28	why didn't you buy, why didn't you try something more mainline *t*-1.	###speakera153.###yeah.###speakerb154.###and a lot of times you figure, you know, with the support that they provide *t*-1, you know,###people generally go with that because they figure that the, you know, you probably won't get fired *-1 for *-2 getting i b m material.###whereas if you try something different, they'll they'll say yeah,###speakera155.###and it fails###and you're dead.###speakerb156.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
5736:4	when do you get out *t*-1?	###speakerb72.###probably not.###see i'm in the navy.###speakera73.###yeah.###speakerb74.###and, uh, you know, most of the navy funds that###i probably won't do it until i,###if i do do it, it will be after i get out of the navy.###speakera75.	when	no	What is a time...?	What is every time...?	What is the time...?
101503:16	what, what does it have *t*-1 in it?	###speakera107.###and then,###speakerb108.###yeah,###because i, when i make this chicken casserole *t*-2 i, it, it makes a real big casserole and then another one that i freeze *t*-1.###speakera109.###uh-huh.###speakerb110.### so, or i give it to my mom and dad if i know 0 we're not going *-1 to eat,###speakera111.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
115904:4	what school district do you work for *t*-1?	###well, i work for school district###and, uh, it's, it has hurt us a lot.###uh, there has *-1 to be some way, i think, 0 * to equalize education opportunities *t*-2.###but, uh, you know, our, we, we tend *-1 to think, i think, 0 e-, especially big government, tends *-2 to think that the solution to everything is * to throw money at it.###and i don't, you know,###that's just not true.### i don't think 0 the, you know, i don't think 0 money is going *-1 to take the place of intelligence or, uh, problem solving skills.###uh, i think 0 there are, there are too many things that money can't, uh, that, that money can't buy *t*-1 that, that *t*-2 are important as far as education is concerned.###speakera24.###that's true.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
150361:9	and so what do you think, next to salary do you rank *t*-1, is the most important job benefits?	###but, uh, even,###you know, i don't mind *-1 spending the extra money on the car if, you know, even if they pass the savings, the cost onto the consumer, because it just seems like a real worthwhile thing.###speakera53.###uh-huh.###speakerb54.###i'm not a real big seat belt,###my, uh,###speakera1.###okay,###um, i guess 0 we're going *-1 to talk, describe, uh, job benefits,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
161866:22	what kind of, what lake do you all use *t*-1?	###yeah,### i haven't, i haven't personally done that,###but, uh, the races,### i, i work with a guy *ich*-2 right now that, uh, *t*-1 races catamarans in the summertime###speakerb94.###uh-huh.###speakera95.###and, uh, he's pretty gassed about it.###he's got a good, uh,###speakerb96.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
61671:4	what do you use yours at home for *t*-1?	###i just felt terrible.###i knew 0 something was wrong with him because his appetite was,###he was just getting real skinny.###speakera1.###so i own a, a p c a t at my home.###speakerb2.###uh-huh,###i could never justify *-1 owning a personal computer at home, uh,###i mean, that's quite an expense 0 * to look for *t*-1, uh,###well, who is this *t*-1,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
83063:4	what do you mean *t*-1?	###and they, uh, the minorities could not get enough *ich*-1 of a vote out * to, to pass their plan.###and this is something that *t*-1 had been going on for months.###it was on the news every night.### they, and they have had lawsuits over it.###i mean, it was r-, it was a major issue,###and there still wasn't enough minority vote * to get, to pass the plan that they were backing *t*-1.###so that's,### y-, you know, i think that you have really hit on something there.### wa-, * to say that, uh, those...###speakera159.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
123691:9	so, what are you planning *-1 to go into *t*-2?	###nursing.###great.###speakera47.###yeah.###speakerb48.###my mom's an l v n.###speakera49.###oh, really.###speakerb50.###yeah.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
121242:4	what time is it *t*-1 there?	###yeah,###it's a good episode.###speakera18.###speakerb19.###yeah,### the, the new character on there did.###speakera20.###right,###right.###all the way to north carolina.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
8992:10	uh, what else did i get *t*-1 in there,	###speakera41.###yeah.###what,###have you started your garden yet?###speakerb42.###yes.###we planted, um, potatoes and onions and bell peppers.###speakera43.###um, boy.###speakerb44.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
149167:18	um, so, um, what were you doing *t*-2 when you were using an apple two e *t*-1?	###uh-huh.###speakerb52.###speakera53.###uh-huh.###speakerb54.###you try correlate it with other tests and things of that sort.###so it's, involves a lot of spreadsheet use.###speakera55.###yeah,###i would imagine so.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
108783:14	oh. well, what *t*-1 took you to north carolina?	###oh, well, that's neat.###are you from north carolina?###speakerb20.###no,###i'm actually from amarillo, texas, originally.###speakera21.###oh, are you really *?*?###speakerb22.###uh-huh.###speakera23.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
171763:102	what *ich*-1 do we have *t*-3 left, what do we have *-2 to pay *t*-4, what have we paid *t*-5 this month. what *t*-6 hasn't come in yet, you know.	###uh-huh.###speakerb56.###you know, i keep track of every penny. and, more or less, enter it in.###speakera57.###uh-huh.###speakerb58.###every single day i'm at the computer.###speakera59.###i see.###speakerb60.and, it's like, okay, 	what	no	What is a thing...?	What is every thing...?	What is the thing...?
42407:7	well what are we going *-1 to do *t*-2 about it?	###i don't know,###speakera195.### it's just not, it just doesn't seem right.###speakerb196.###no,### it doesn't,###it doesn't.###they just get out, you know,###there was a thing on,###speakera197.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
72731:16	how, how do you look at * counting credit cards *t*-1?	###speakera29.###yeah.###but other than that, uh, i, i guess 0 over the years * tried *-1 to avoid the national credit card syndrome, of * just putting everything on there day after day after day###speakerb30.###uh-huh.###speakera31.###and then, then you really get socked *-1 to it, if you don't watch it.###speakerb32.###yeah.###speakera33.	how	no	What is a way...?	What is every way...?	What is the way...?
126419:6	but how did you get on it *t*-1?	###speakerb86.###no,###i don't think so,###yeah,###patty might *?*.###i'm back.###speakera87.###oh, sure.###di-,###speakerb88.	how	no	What is a way...?	What is every way...?	What is the way...?
153381:4	how do you feel *t*-1 about gun control?	###and he said yeah,###he's been the best dog 0 i've ever had *t*-1 in my life###speakera79.###wow.###speakerb80.###* just goes everywhere with him.### i, he would have been a great, great dog.###speakera81.###he just needed a lot of time.###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
14041:20	and, and how do you rate the, uh,	###speakerb4.###speakera5.###yeah,###i don't usually have time 0 * to read the newspaper everyday *t*-1,###so i try *-1 to listen to the radio in the morning and, and try *-1 to catch one of the morning talk shows,###and then i usually end up *-1 flipping through c n n and headline news during the evening.###i always try *-1 to read the sunday paper just because it usually gives a summary of the, the week's hot events.###so, i try *-1 to, i try *-2 to catch that, if nothing else.###speakerb6.###that's true,	how	no	What is a way...?	What is every way...?	What is the way...?
169130:14	so, um, how do you feel about the crime in your city *t*-1?	###speakerb43.###right,###right###and, well, it's, it, it seems pretty aggre-, aggressive oriented,###i mean, you, you look at the last mis-, military action which *t*-1 was in the persian gulf and wasn't anywhere near the united states###and it was, uh, you know, it was definitely a projection of u s power on the other side of the globe,###so, at, at any rate, this is getting off the topic###but i-,### my, my point was that there is, for people who *t*-1 don't want *-2 to do the military service, there, it would be neat if there were an alternative that *t*-4 could instill the same sort of personal discipline and sense of purpose and, uh, sense of community that the boy scouts,###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
163430:9	well, who *t*-1 wants *-2 to clean their junk before they throw it away.	###more than it's worth.###speakerb60.###it's,###i don't know,### it, it can be,###it *exp*-1's not as easy *ich*-2, * selecting, you know, clean junk as they say *?*.###speakera61.###speakerb62.###speakera63.###right.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
110969:8	but, who *t*-1 knows what he's going *-2 to bring *t*-3 home.	###so, that's interesting,###but, he, his grades, i haven't seen them yet,###but supposedly they're good,###so,###speakera81.###yes,###you always hear how good.###now my son's at, junior high and says that his grades are going *-1 to be wonderful###speakerb82.###speakera83.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
93936:16	wh-, where do they get it *t*-1?.	###that's good,###or it's always good on top of something in the sandwich.###speakerb64.###yeah,###yeah.###speakera65.###oh, well, we made, i made guacamole that i would take *t*-1 to a pool party across the street the other day,### and, and everyone there said 0 they never made guacamole salad.###speakerb66.###what you want *t*-1.	where	no	What is a place...?	What is every place...?	What is the place...?
