TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
122760:31	wh-, i-, what would we do *t*-1 without it?.	###i don't know if you ever watch gallagher, you know,###he's one of the comedians### and and, you know, he, he talks a lot on, on velcro.###speakerb28.###uh-huh,###yeah,###i've h-, seen him before.###speakera29.###speakerb30.###speakera31.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
129540:79	what type of, uh, hors d'oeuvres would you serve *t*-2 prior to the meal?	###a clam or, uh,###speakera12.###right.###speakerb13.###okay.###speakera14.###yeah.###uh, i think 0 hors d'oeuvres are good, too.###uh, and that way, you can have a variety. uh,###speakerb15.so if you have a, a dinner party and you're going *-1 to serve, uh, seafood for supper, 	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
27202:4	what can we do *t*-1 about it?	###speakera113.###so,###speakerb114.###yeah.###speakera115.###well,###speakerb116.###well,###speakera117.###i don't know.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
82856:12	well, then how can a democracy work then *t*-1?	### i, i, i guess 0 i have a hard time *-1 coming to terms with the, the fact that the american public really was, you know, so...###speakera75.###well, they do.###speakerb76.###speakera77.###well, * don't give too much credit to the american public for their motivational ability.###speakerb78.###speakera79.### and, and, and it...###speakerb80.	how	yes	What is a way...?	What is every way...?	What is the way...?
57942:6	so why aren't you helping us *t*-1?	###speakera25.###well i, i appreciate the fa-,###i feel like president bush is in a hard spot.###he went over there *-1 to get them out of kuwait, which he did *t*-2.###speakerb26.###uh-huh.###speakera27.###and then he has backed out,###he has pulled out.###and i realize 0 they're still saying, well here you're encouraging us to get rid *-1 of saddam hussein,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
53824:43	why are our prisons overcrowded *t*-1?	###and they had *-1 to sit in there by themselves.###well, parents were getting really angry about this, because they said, why is my child being put *-1 in this closet *t*-2.###well, how is that helping my child, you know *t*-1.###and, uh, the, the thing, you know,###they said, well, we're giving them isolation time###and this helps them to think.###but a lot of kids,###i mean, if a child has, uh, claustrophobia, i mean, that's just going *-1 to terrify him, you know###and,###speakerb38.if, if the isolation concept really works that good, 	why	no	What is a reason...?	What is every reason...?	What is the reason...?
119666:13	and, uh, when did you guys vote him into office *t*-1?	###yeah,###he's, very ineffective, i think 0 *t*-1.###speakera41.###speakerb42.###speakera43.###well, * let's see,###senators are in for six years, right###speakerb44.###right.###speakera45.	when	no	What is a time...?	What is every time...?	What is the time...?
167116:4	what do you think *t*-1?	###like what?###speakerb62.###well, uh, say, embezzlement, right.###speakera63.###ri-,###speakerb64.###you get a guy down the street who *t*-1 comes up, uh, *-2 carrying a kni-,###speakerb1.###so, * let's talk about the, uh, wonderful abuses in the state of pennsylvania of personal property taxes whereby you can purchase something mail order *t*-1###and after the fact, the state of pennsylvania can find out about it and send you a bill for the sales tax appropriate to that item that you purchased *t*-2 as well as interest and penalties from the time that you bought it *t*-1.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
69697:4	what's it like *t*-1 down there?	###and if you go just a little bit ways in, i'd say about a fifteen minute drive in towards salinas, uh, the weather completely changes###speakera15.###uh-huh.###speakerb16.###and it gets very hot and dry###and the fog never makes it that far.###speakera17.###uh-huh.###speakerb18.###but along here it's, uh, very, very different from the texas type weather.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
119562:4	what do you think 0 *t*-1's going *-2 to happen there.	###just * let these people fight it out###speakerb4.###i agree.###speakera5.###you know, we've got so many domestic problems,### and, and what does it cost these people over there *t*-1, you know.###speakerb6.###absolutely.###speakera7.###oh, so how about the soviet union.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
