TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
75387:9	well, what do you think 0 *t*-1 can be done *-2 * to reduce that sort of crime?	###the, you know, mercedes, volvos, things that they can get, you know, big dollars for *t*-1 and the jewelry are the major targets,###speakerb48.###uh-huh.###speakera49.###guns, that sort of stuff.###speakerb50.###um.###speakera51.###very few, you know, penny, penny ante stuff.###speakerb52.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
53731:6	but why * not hit the points 0 the kid's really interested in *t*-1 *t*-2?	###other kids are going *-1 to be really into math,###some are really going *-1 to be heavy into reading.###speakera13.###right.###speakerb14.###instead of * pushing the scales too far either direction, i mean it *exp*-1's great * to be well rounded and hav-, be exposed *-2 to all this stuff.###speakera15.###yeah.###that's,###speakerb16.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
124617:13	is that, what was yours more like *t*-1?	###but.###speakerb28.###so what is your advice to * picking a college *t*-1.###speakera29.###my advice is is, uh, * look for, at the student to faculty ratio, you know,###speakerb30.###speakera31.###if you're going *-1 to go to a college where student faculty ratio is three and four hundred to one *t*-3, i don't think 0 you're going *-2 to have as meaningful of a college experience as if you're down to the thirty to forty to one.###speakerb32.###uh-huh.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
168896:4	what do you think *t*-1?	###speakera69.###yeah,###so you have your hands *-1 full with them,###that's for sure.###speakerb70.###yeah.###speakera1.###so, uh, what things do you consider *t*-1 an invasion of privacy?###speakerb2.###ooh, well i don't know.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
39333:4	what do you use *t*-1 mumblex?	###uh-huh.###speakerb42.###speakera43.###that sounds real good.###speakerb44.###and, it's really easy too###so,###speakera45.###yeah.###speakerb46.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
1965:4	what do you mean *t*-1 by world music?	###speakera103.###yeah.###speakerb104.###well, you know, really that's not world music.###but, what, what paul simon's doing *t*-1, i think 0 *t*-5 is, is, is great because he's, you know i think, i think that using, i guess 0 what they call *t*-2 it is *rnr*-3 eclectic, you know. *-4 drawing from a lot of different sources and making, you know, a synthesis of a new type of music.###um,###speakera105.###yeah.###speakerb106.###speakera107.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
12866:4	what's that real, oh, not real old, my wife she is old too, dancer *t*-1, uh,	###speakera120.###i went and saw, uh, i think 0 it was, uh *rnr*-1, sugar babies,###that was good,###that had good music in it.###speakerb121.###was it *?*?### how, how,### i can't, i don't know what that's about *t*-1.###speakera122.###uh, that was the one with mickey rooney and, uh, oh,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
120330:16	what, what do you think *t*-1?	### i, i think 0 they're kind of nice 0 * to have *t*-1,###they're kind of, you know, just relaxing 0 * to, i don't know, to pet *t*-1 and to,###i don't know,###when they like sit up on your lap and stuff like that *t*-2, just kind of enjoyable 0 * to, you know, have *t*-1 like,###i don't know,###something giving you some affection as well.###speakerb58.###yeah,### i always said 0 if i di-, well, i always said 0 if i died i'd come back as a dog.###speakera59.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
167503:16	what, what, are you putting *t*-1 in	###and that's why you,### an-, and the windows have you, what type of windows are you putting *t*-1 in?###speakerb65.###huh.###speakera66.###because the windows are something that *t*-1 is conducive to temperature changes in, uh, you know, the solar game?###speakerb67.###right.###speakera68.###have you,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
77104:20	what's, what are some other questions 0 they have *t*-1 *t*-2,	###i think that, um, uh, most, most kids that i see *t*-1 don't really, they don't really value quality time.###speakera57.###yeah###it's always that way unti-, until it's too late.###speakerb58.### until, until they're older###and then they look back.###speakera59.###yeah,###it's true, um.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
