TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
19308:21	who *t*-1 knows	###speakera25.###but, uh, the russian economy### they, you know, they,###i don't know what the percentages are *t*-1,###but i heard it one time,###it's just some ungodly number * just to support the military machine.###speakerb26.###uh-huh,###uh-huh.###speakera27.and finally, you know,	who	no	Who is a person...?	Who is every person...?	Who is the person...?
96038:9	oh, where do you stay *t*-1?	###um, if you go further down, uh, you will usually find some, but not right in there.###uh, i do not know why it is *t*-1,###but, uh, it just,### it seems *-2 not, it seems *-1 not to have as many there, right there.###but, uh, we, we enjoy it, uh,###it's,### the place where we stay *t*-1 is, we usually stay at the same place every year,###and they are, like i say right on the beach.###so,###speakera37.	where	no	What is a place...?	What is every place...?	What is the place...?
130644:22	oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.	###speakerb70.###okay.###speakera71.###speakerb72.###well, uh, well,###speakera73.###i'm wanting *-1 to go there.###speakerb74.###where have you gone *t*-1 first?###speakera75.	where	no	What is a place...?	What is every place...?	What is the place...?
27328:4	how is texas *t*-1 about * keeping your children out of public schools,	###right.###speakera173.###so, i don't know,###i don't know,###i don't know what the answer is *t*-1.###speakerb174.###uh-huh.###speakera175.###it's an interesting, interesting thing 0 you want *-2 to do *t*-1.###i,	how	no	What is a way...?	What is every way...?	What is the way...?
41118:8	or, how did you do it *t*-1?	###speakera77.###oh, yeah.###yeah,###speakerb78.###they did.###speakera79.###they came from all over.###speakerb80.###did you put them up in other people's houses###or did you have hotel rooms,	how	no	What is a way...?	What is every way...?	What is the way...?
164740:9	so, how did that happen *t*-1, anyway?	###speakerb26.###the times herald went out of business here###speakera27.###oh, yeah?###speakerb28.###and so we really only have one dallas newspaper and one, fort worth newspaper.###speakera29.###speakerb30.###speakera31.###well, that must be pretty bad.	how	no	What is a way...?	What is every way...?	What is the way...?
28750:4	why don't you go first *t*-1.	###speakera1.###okay,###do you want *-1 to go first?###speakerb2.###well, i could barely hear what the switchboard operator was saying *t*-2 as what was the topic *t*-1.###speakera3.###fitness and exercise.###speakerb4.###oh, god.###no,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
7739:9	well, what do you think *t*-1 about nolan ryan being the first baseball player 0 *t*-2 to earn a million dollars?	###okay.###speakerb107.###bye-bye.###speakera108.###bye.###speakera1.###here * goes sharon.###speakerb2.###okay.###speakera3.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
8143:4	what would you serve *t*-1, uh, if you were having a dinner party?	###and it went over ten minutes.###speakerb160.### did she, did she, did you all not talk about the topic at all?###speakera161.###well, yeah,###we did,###but the topic was boring i thought 0 *t*-1.###speakerb162.###oh.###speakera163.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
11565:5	what else did it.	###uh-huh.###speakerb36.###um, i cried the first time when the, um, the wagon man got killed *-1 *t*-2, when they attacked him *t*-3.###speakera37.###uh-huh,###yeah,###yeah.###speakerb38.###and, uh, i think from there on, all the way through the movie.###* let's see	what	no	What is a thing...?	What is every thing...?	What is the thing...?
14538:4	what are they going up to *t*-1,	###and, you know, they'll, they'll wind up *-1 being good again.###they've got some, lot of really good young players that *t*-1 are going *-2 to, that *t*-3 are going *-4 to, uh, do pretty good, i think 0 *t*-5.###but, they're raising prices on their tickets.###so they're banking on *-1 doing good next season.###i think 0 tickets are,###speakerb84.###again.###speakera85.###yeah.###speakerb86.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
21989:4	what are you learning *-2 to be *t*-1?	###speakera116.###oh, yeah,### if you cou-, if you can *?*,###yeah.###speakerb117.###i mean, it's like, if you plan a year ahead, you can probably save up seven hundred dollars you know, one thousand four hundred dollars * to send your child to college, you know.###speakera118.###yeah.###speakerb119.###speakera120.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
21993:28	what degree, i mean, what are you wanting *-1 to do *t*-2 after you get out of college?	###speakerb117.###i mean, it's like, if you plan a year ahead, you can probably save up seven hundred dollars you know, one thousand four hundred dollars * to send your child to college, you know.###speakera118.###yeah.###speakerb119.###speakera120.###what are you learning *-2 to be *t*-1?###speakerb121.###oh, oh, * excuse me?###speakera122.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
22312:4	what do they do *t*-1 then.	###i mean if the parents aren't supplying it, they've got *-1 to get it from someone else from the schools,###speakerb76.###uh-huh.###speakera77.###speakerb78.###yeah,###speakera79.###speakerb80.###and what do those kids do *t*-1,###they get it at school and come home,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
23663:4	what are some of your favorite foods *t*-1?	###speakera67.###you too.###speakerb68.###bye-bye.###speakera69.###bye.###speakerb1.###all right.###speakera2.###all right.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
47849:23	what age group children do you sit with *t*-2?	### i, most of my friends have three or four kids###and they feel like, you know, that's really why god mumblex###and some of the people in our church use birth control###and some of them don't,###i had my tubes tied *-1###so you,###speakera1.###okay.###speakerb2.###okay, now when you baby-sit *t*-1,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
74128:20	what was, what was your name *t*-1 again?	###yeah.###speakerb158.###and you realize 0 it *exp*-1's important that, uh,###and yet, you know, we have *-1 to make that choice###i think 0 twenty, thirty years ago a lot of women, just didn't have *-1 to make that choice.###speakera159.###yeah.###speakerb160.###speakera161.###i think 0 that's right.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
80920:4	what's the last movie 0 you saw *t*-1 *t*-2?	###speakerb14.###speakera15.###but i've been wanting *-1 to see turtle two.###is it as good as they say 0 it is *?*?###speakerb16.###it was *?*,###it was actually better than the first one, i thought 0 *t*-1.###speakera17.###good.###speakerb18.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
82256:4	what do you do *t*-1 during those, those days?	###speakerb15.###uh-huh.###speakera16.###speakerb17.###uh-huh.###speakera18.###uh, i'm just working a couple days a month,###and, um...###speakerb19.###oh, uh-huh.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
