TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
66396:41	but rather it's *?* *-5 on the rules of evidence, what can i hide *t*-2 and what do i have *-1 to tell *t*-3.	###speakera53.###yeah,###you know, it makes sense, um, you know,###you have the occasional person who *t*-1 may have been falsely accused *-2,###but i mean, uh, so few and far between, uh, you know,###* makes good t v movies###and that's about it.###speakerb54.###yeah,### and, and also, um, the, the thing 0 i don't like *t*-3 about a lot of these court trials and a lot of these appeals is that it's not based *-4 on what *t*-2 is true and what *t*-1 is false	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
124701:9	well, what would *t*-1 be your advice to a parent of a child thinking of * attending college?	###and so there's only certain times 0 you can talk to him *t*-1,###and.###speakera57.###and you could get there###and his office hours could, i mean he could have like a nine to eleven in the morning office hours and have forty-two people waiting * to talk to him,###and you still didn't get *-1 to talk to him anyway.###speakerb58.###right,###yeah.###speakera59.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
17923:4	how do you feel that it should be applied *-2 *t*-1?	###oh, i honestly don't feel like it's strict enough in my opinion.###speakerb2.###in the way that it's applied *-1 or it's applied *-2 at all *t*-3?###speakera3.###uh-huh.###speakerb4.###speakera5.###applied at all.###speakerb6.###so, i,	how	yes	What is a way...?	What is every way...?	What is the way...?
128348:4	what advice would you give *t*-1?	###i guess 0 when you're, when you're eighteen or so *t*-1, uh, it *exp*-2 would be important * to know if it was a coed college.###speakera9.###speakerb10.###that was a, a strict requirement for me.###uh, again what, uh, how serious a person is *t*-10 according to, uh, uh, you know, what, what they want *-1 to get *t*-2 out of school,### and, uh, i guess 0 they'd have *-1 to consider how expensive the college is *t*-8 and how close to home, if they could handle *-3 being away for real long periods of time or if they need *-4 to be somewhere where they can drive home when they needed *-5 to get home *t*-6 *t*-7.###uh, * let's see, uh,###now what was the question *t*-1,### what, what's the criteria for * picking a college *t*-1?###speakera11.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
66379:12	well then, why * bother *t*-1.	###speakera49.###yeah.###speakerb50.###i mean, i, i personally think 0 life imprisonment,###i don't think much of li-, of life imprisonment.###first of all, it's never, turns out *-1 to be life,###but second, you know, why should we *?* *t*-1,###the idea of life imprisonment with no chance of parole.###well that means 0 you're going *-1 to put them in a cage###you think 0 it *exp*-3's never ever going *-2 to be safe for them to walk the streets again,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
59442:6	so why * have any restrictions at all *t*-1?	###but if you're not a, if you're not a basically good citizen,###you just told me that you're going *-1 to get one of those guns anyway.###speakerb32.### if, if they want the firepower they can get it.###speakera33.###so why hav-,###speakerb34.###because it doesn't matter how restrictive your border control points are *t*-1###they'll get it across the border one way or the other.###speakera35.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
86224:4	when were you there *t*-2?	###speakera93.###if you don't like wildlife it's probably not of interest.###speakerb94.###speakera95.###but it, that was really, really fabulous###and just the photos 0 i have *t*-1 of it###and gosh, incredible###and * be so close,###speakerb96.###now when was that *t*-1,	when	no	What is a time...?	What is every time...?	What is the time...?
37797:4	what's that going *-2 to be like *t*-1.	###speakerb24.###okay,###so it's getting close.###speakera25.###yeah,###he's going *-1 to be going to kindergarten,###so. so, you know, we're, we're thinking about that.###speakerb26.###right.###speakera27.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
148052:4	what do you call them *t*-2 the guys that *t*-1 orchestrate the con-, the conductors.	###speakera57.###uh-huh.###speakerb58.###and, uh, they do their, they do a lot of original recordings themselves.###speakera59.###yes,###yeah,###i think, uh.###speakerb60.###but they also, uh, they also, uh, go to the different composers, or the different, i guess,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
174199:33	so, uh, what are your, what are your thoughts on the subject *t*-1 there?	###speakerb4.###good.###uh, i guess 0 the topic is trial by jury and how we should change that *t*-2 or how we would change it *t*-1.###speakera5.###yep.###speakerb6.###uh, i'm ready whenever you are *?* *t*-1.###speakera7.###okay.###speakerb8.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
