TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
131435:7	because who *t*-1 says that they just must got *-2 to come over *-3 to see us all the time for the holidays.	###sometimes that's okay.###speakera43.###i know.###speakerb44.###because,###speakera45.###that's what my mother said *t*-1 one time.###speakerb46.###you know,###right,	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
13239:4	what would you have these people do *t*-2 if they were brought in *-1?	###speakerb18.###i think 0 it would *?*.### in, in israel, the, even the women are, are required *-1 to, to be in the military for a certain period of time.###uh, i was in the military,###and i personally feel if, if they have draf-, the draft, that they should draft women as quickly as they do the men.###speakera19.###well, but, the, the issue of, of, of, which,### what, what would, what would you find, what would you have them do *t*-1?###you know there are a lot of people around with,###there's a lot of unemployment right now.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
134352:4	how'd you like *-1 to own a piece of property where your lake is going sour because of acid rain *t*-3 *t*-2.	###speakera53.###oh really.###speakerb54.###speakera55.###uh-huh.###speakerb56.###and they'll, they'll, they may wake up, you know,###speakera57.###uh-huh.###speakerb58.	how	yes	What is a way...?	What is every way...?	What is the way...?
113414:14	why should the government *?* *t*-1.	###speakerb32.###speakera33.###speakerb34.###amen.###speakera35.###but that's, uh,###yeah,###i don't know what we're going *-1 to be able *-2 to do *t*-3 about it###but i guess 0 it's sitting around so long that it's sort of like our mortgages.###i don't ever expect *-1 to pay mine off before i die so i guess	why	yes	What is a reason...?	What is every reason...?	What is the reason...?
174125:6	so why * make fun of mine *t*-1?	###well, we did too.###speakerb91.###yeah.###speakera92.###and i remember the one daughter saying,###we had a, a friend of hers that *t*-1 used *-2 to drive us up a tree###speakerb93.###uh-huh.###speakera94.###and she said, hey i don't make fun, fun of your friends	why	no	What is a reason...?	What is every reason...?	What is the reason...?
89110:4	what did i say *t*-1, peter?	"###speakera69.###and i could not handle that.###i said"" whoa, i'm glad 0 i have not had dinner"".###then, uh, i saw awakening,###that's a wonderful, wonderful job by robin williams and peter de niro.### i, uh, i, uh,###speakerb70.###robert de niro?###speakera71.###robert de niro,"	what	no	What is a thing...?	What is every thing...?	What is the thing...?
173523:6	so what does that tell you *t*-1?	###uh-huh.###speakera93.###speakerb94.###right.###speakera95.###and so i just find this a real problem.###i think 0 if they're going *-1 to be there all day, they should find time.###one of my daughters, once, was out of school with mono in her junior year i think 0 it was *t*-1.###and she had a home teacher for like four hours a week###and when she went back in six weeks *t*-1, she was ahead.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
16834:16	what, what do you do *t*-1?	###and they're, they've been doing a lot of that in the area.###speakera103.###they're not going *-1 to recruit me anymore,###i'm through.###speakerb104.###speakera105.###no more for me.###speakerb106.###no more, huh.###speakera107.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
48034:4	what did you teach *t*-1?	###and, so,###speakera69.###what grade?###speakerb70.###oh, i started out with college and then went to high school###and then i preferred the high school age level much better than i did the college, because you have a closer relationship with the, uh, students, that,###speakera71.###oh, did you?###speakerb72.###speakera73.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
121466:9	well, what did you have *t*-1 for lunch?	###speakera4.###ready * to get started *-1?###speakerb5.###uh, yeah,###i think so.###speakera6.###okay.###sort of an interesting topic since i just got back from lunch here.###speakerb7.###okay.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
78491:30	uh, what's the main, what's the main difference between republicans and democrats *t*-1?	### by, what do you mean *t*-1 by liberal, um.###speakerb14.###liberal politically,###i'm, you know, like pretty left wing demo-, democrat,###so.###speakera15.###well see, i don't know anything about politics.###speakerb16.###oh, you don't?###speakera17.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
113068:16	what, what do you think *t*-1 about them?	###even when they were losing pitifully *t*-1, you know, people still support them.###we drive by some houses *ich*-2 everyday that *t*-1 have big signs,###we love the cowbo-,###speakerb1.###so do you have an opinion on credit cards?###speakera2.###um, i do.###speakerb3.###you do?###speakera4.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
75131:4	what was your, uh, graduate study in *t*-1?	###speakerb70.###uh-huh.###speakera71.###and then, from, from the spread pattern of hepatitis, they could work backwards to the transmission by, uh, blood and semen.###speakerb72.###yeah.###speakera73.###and then i,###speakerb74.###i'm curious	what	no	What is a thing...?	What is every thing...?	What is the thing...?
92665:4	what did she do with *t*-1,	###because her effort would have really, um, really, uh, been a good example for all of us.### and yet, you know, and we were just sort of talking about it at the time.###and here we are *t*-1, you know,###now we're doing it on a, city wide basis in, in communities.###speakerb28.###doing it.###speakera29.###so it *ich*-1's wonderful that we've come that far, i think 0 *t*-2###but, um.###speakerb30.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
114332:21	so what, so what *t*-1 gets you?	###you know, i, uh, uh, i did,###my parents live in ohio###so i, i do know something about the, you know, the really cold weather.###and, uh, i've always lived down here in the south,###and, oh, i took my car up there to their house###and, um, i guess 0 i had a crack in the block,###and when i got up there *t*-1 the car,###speakerb1.###well, * let's see.###speakera2.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
72013:4	what do you think *t*-1?	###huh. well, i guess 0 that's good that they, they've got something 0 *t*-1 to keep them active.###speakerb40.###yeah.### when, when your wife has her baby *t*-1, is she going *-2 to stay home###or is she going *-1 to, go back to work?###speakera41.###yeah,### we're, we're going *-1 to try and have her stay home, for as long as possible.###speakerb42.###speakera43.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
120598:7	well what do you do *t*-1 on your yard?	###speakerb58.###yeah,###well, really the ideal times 0 * to camp in this area *t*-1 are early spring, and, in, in the fall.###speakera59.###okay.###speakerb60.###it just gets so hot *ich*-1 in the summer 0 you can hardly,###i mean, there's, there's a lot,###speakera1.###okay,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
157929:4	what did you major in *t*-1?	###that's true,###that's true.###i found that out.###speakerb84.###speakera85.###so that's why i'm planning and, and preparing for the, uh, education of my children, also try and set that money aside *t*-1.###speakerb86.###right.###speakera87.###speakerb88.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
160168:9	uh, what do you feel *t*-1 about come of the things that *t*-2 need *-3 to,	###speakera7.###uh-huh.###speakerb8.###it comes down to, uh * trying *-1 to come with a trade off of the costs.###speakera9.###uh-huh.###speakerb10.###speakera11.###uh-huh.###speakerb12.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
46737:8	so, what's your next purchase supposed *-2 to be *t*-1?	###yeah,###it was *?*,###i was really disappointed because i was, you know, so, hyped *-1 up on honda,###so.###speakerb40.###oh, well.###speakera41.###yeah.###speakerb42.###anyway,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
