TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
169955:188	what do you think 0 you would look for *t*-4?	###so that probably wouldn't be too good either.###speakerb1.###bye.###so we're, uh, our discussion's about, uh, the care of the elderly?###speakera2.###that's right,###that's right.###you know, what, what, uh, what do you think 0 *t*-1 is important?###if you were,###uh, i don't know how, how old you are *t*-1, but if you had, if you had, uh, parents say or, or, or th-, grandparents, whatever it is *t*-1, uh, who *t*-2 were ready, who, who you thought 0 *t*-3 might benefit from a nursing home, 	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
44211:31	well, then how can you, how can you say as far as like in, uh, europe, as far as the, the toppling of those kinds of governments, you know, like,	###speakerb34.###speakera35.### or, or government aids and stuff.###speakerb36.###speakera37.###speakerb38.###right.###yeah,###i think 0 that has a lot of things 0 *t*-1 to did with, uh, um,###speakera39.	how	yes	What is a way...?	What is every way...?	What is the way...?
129042:32	what else can i say *t*-1 about the weather.	###but no big mountains or anything.###speakera47.###uh-huh.###so you just moved away a year ago?###speakerb48.###uh, in august.###speakera49.###wow, really recent.###speakerb50.###yeah. but, uh, see, see	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
82861:16	how, how can it work *t*-1?	###well, * don't give too much credit to the american public for their motivational ability.###speakerb78.###speakera79.### and, and, and it...###speakerb80.###well, then how can a democracy work then *t*-1?###speakera81.###well, it, uh,###well, i don't know.###speakerb82.	how	yes	What is a way...?	What is every way...?	What is the way...?
167484:19	so what, why is it *exp*-2 that the weather in atlanta that gets very hot *t*-1.	###and so, we did that.###and, uh, she was really pleased with it.###so it came really great###speakerb57.###that's great.###speakera58.###so.###speakerb59.###wow.###speakera60.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
171306:4	why don't you go ahead and start *t*-1.	###speakera57.###so. and i don't know what *t*-1's going *-2 to happen.###uh, i know 0 what i'm seeing *t*-1 here at m-, my job is that people are having their children much later in life so that they're establishing careers###speakerb58.###yeah,###tha-,###speakera59.###and they've got their homes###and they've got,###speakera1.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
138616:4	what am i going *-1 to fix *t*-2 for supper.	###i think 0 it's,###well, i don't know,### then, then on the other hand i think 0 it *exp*-1's harder * to stay home in some regards.###it *exp*-1's hard * to always keep yourself feeling like you're doing something productive,###and at the end of the day your house still feels like it's a mess,###and you haven't got anything done *-1###and###speakerb62.###oh, yeah.###speakera63.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
106474:25	uh, what i-, what is your practice *t*-1 as far as budgeting?	###and the guy said, oh, * get this,###it's a nice shiny gloss, which *t*-1 was true,###speakera89.###speakerb90.###but i didn't realize what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex###i don't if###it's worth the shine,###speakera91.###uh-huh.###speakera1.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
63953:6	so what do you think *t*-1 of the texas weather?	###are you a native to texas?###speakerb23.###no,###no,### i'm, i'm a transplant.###speakera24.###from?###speakerb25.###from california.###speakera26.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
13173:9	uh, what do you think *t*-1 about, uh, the idea of * having volunteer service for everyone?	### wha-, what day, what day was that on *t*-1,### do you, ha-, can you recall.###speakera256.###uh, uh, * seems like it was on a friday,###speakerb257.###uh.###speakera258.###friday or,###speakera1.###okay,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
