TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
33641:4	how'd you do that *t*-1?	###speakerb60.###i like the music,###but i've been unable *-1 to do that, because i hurt my foot about five years ago.###i broke my heel.###speakera61.###oh###speakerb62.###and, uh, no,###speakera63.###that makes my foot,	how	yes	What is a way...?	What is every way...?	What is the way...?
84674:4	how can you even think like that *t*-1?	###so they, they picked on this kid who *t*-1 was like new in town.###speakera182.###uh-huh.###speakerb183.###and they were like, well, no one was going *-1 to miss him anyway, you know,###and it like,###speakera184.###oh, god.###speakerb185.###ugh, that is horrible.	how	yes	What is a way...?	What is every way...?	What is the way...?
121488:38	what would you serve *t*-1?	###speakera12.###speakerb13.###okay.###so our topic is, is food today,###is that,###speakera14.###yeah.###speakerb15.###okay.###speakera16.if you're having a dinner party, what, 	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
42408:24	how, i mean how can it be changed *-1 *t*-2. unless the legislature will do something	###speakera195.### it's just not, it just doesn't seem right.###speakerb196.###no,### it doesn't,###it doesn't.###they just get out, you know,###there was a thing on,###speakera197.###well what are we going *-1 to do *t*-2 about it?	how	yes	What is a way...?	What is every way...?	What is the way...?
74224:4	why don't you do something with those *t*-1?	###speakera26.###speakerb27.###uh-huh.###speakera28.###* pay attention to what *t*-1's happening. talk to the teachers. uh, talk to their kids about school. and support the institution###and, a-,###instead of * becoming adversaries to the teachers so that the, uh, the teacher's in the middle.###speakerb29.###uh-huh.###that's, uh, some pretty good ideas.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
93706:35	what do i trade it off for *t*-2.	###and what *t*-1's real funny about plans is that there's a struggle between, uh, when you, when you add something to your life *t*-2, when you add a plan to your life *t*-3,###something else has *-1 to go away###speakera121.###uh-huh.###speakerb122.###and that's the hard decision, is, okay, if i'm going *-1 to run in the mornings, what am i, what do i trade it off for *t*-2.###well, the answer's sleep, right.###speakera123.###sleep.###speakerb124. if i'm going *-1 to walk at night,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
21324:26	so what do you, what do you consider *t*-1 your favorite shows?	###speakerb30.###but he's doing them within the bounds of what a normal person would do *t*-1###speakera31.###right,###right,###that's a good point,###speakerb32.###and i think 0 that's,###i like that.###speakera33.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
81479:4	what do you call a, uh, double ceiling, double high in one half of the house *t*-1.	###the only thing about mine, um, i think 0 there's probably about, oh,###when i go down the street *t*-3 i can just pick out houses that *t*-1 are, that *t*-2 are identical to mine###and usually they are the four bedroom, um,###but they're spaced *-1 out, oh i'd say *ich*-2 maybe three, on a two block period.###because it's all different builders up here.###so it *exp*-1's kind of hard at that point * to, you know, classify some of the builders.###but most of the builders all built three, two.###but the one thing, my house is a little bit different###and i can pick it out again because it's not typical,### is i've got the, oh,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
101752:4	what's that mean *t*-1?.	###okay###speakerb11.###so,###speakera12.###um, * let's see.###speakerb13.### s-, social changes,###speakera14.###social changes.###speakerb15.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
98332:4	what *t*-1 happens if we lose worse.	###speakerb61.###yeah.###speakera62.###because it comes a bit from the angle that the, uh, uh,###it would certainly be an interesting test###speakerb63.###uh-huh.###speakera64.###but the other side of it, to me,###speakerb65.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
