TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
13907:24	i think 0 it teaches kids how * to grow *t*-1.	### i, i, you know, i think that we have a bunch of elderly folks in the country that *t*-1 could use some help###and i think that before we expend all our young talent overseas and, and *-1 helping other countries we ought *-2 to perhaps give a little bit of our help to our own folks at home###and i'm not sure that that's not a bad idea###speakerb7.###that's true.###speakera8.### and, or the military for a year or two, wouldn't be bad for,###speakerb9.###yeah.###speakera10.	how	no	no	how * to grow *t*-1	yes	i think 0 it teaches kids  	.	...what is a way...	...what is every way...	...what is the way...
45146:25	and, uh, i didn't know how *-2 to work the machine, you know *t*-1.	###speakerb120.###well###sure it is *?*.###speakera121.###now that's bad.###and i mean i was out of school.###i was a married person.###speakerb122.###uh-huh.###speakera123.	how	no	no	how *-2 to work the machine, you know *t*-1	yes	and, uh, i didn't know  	.	...what is a way...	...what is every way...	...what is the way...
18834:39	uh, maybe you'll play around some and figure out how they can help you do different things *t*-1.	###okay.###oh, well, it sounds like you're pretty much into computers.###speakerb54.###well, i sure need them.###uh, there's no way that i could begin *-1 to process and keep up with the kinds of information or the magnitude of information that i need *t*-2 *-3 to, to try *-4 to do my job *t*-5 without them.###speakera55.###i can believe that.###well, it's, it's been interesting.###speakerb56.###yes,	how	yes		how they can help you do different things *t*-1	yes	uh, maybe you'll play around some and figure out  	.	...what is a way...	...what is every way...	...what is the way...
81788:35	but even, uh, north carolinians, they don't know how * to handle cold weather *t*-1.	###i just laugh.###speakerb50.###speakera51.###i mean, i do,###they get, i mean,###and traffic slows down to nothing.###speakerb52.###actually, they've been doing the same thing here.### it's, you know, it's kind of funny,### they, um, i guess 0 northerners are different,	how	no	no	how * to handle cold weather *t*-1	yes	but even, uh, north carolinians, they don't know  	.	...what is a way...	...what is every way...	...what is the way...
163673:26	i'm not sure if we know what * to do *t*-2 in terms of * curing some who *t*-1 has already gotten polio.	###but i believe that the cure for polio is already founded *-1,### but, but supposedly once you have an office in d c, or, you know, and, and staff it with people, it *exp*-1's really tough * to close it down### and, and they just haven't *?* yet.###speakerb8.###well, yeah,###i'm not exactly sure, uh, about polio in particular.###i know 0 we have a polio vaccine come 0 *t*-2 will prevent somebody from *-1 getting polio###speakera9.###uh-huh.###speakerb10.	what	no	no	what * to do *t*-2	yes	i'm not sure if we know  in terms of * curing some who *t*-1 has already gotten polio 	.	...what is a thing...	...what is every thing...	...what is the thing...
90388:52	the, in fact, they've had cases *ich*-1 in the past where parents have committed suicide because their child has not gotten into the top kindergarten, which *t*-2 means 0 they probably won't get into the top elementary and, and high school *t*-3,	###speakerb107.###you're right.###speakera108.###and i have a problem when they compare the kids in japan or germany to the kids here *t*-1.### in, in, in, uh, ho-, honesty, the kids in japan are, they have *-1 to try out *-3 to even get into, to which kindergarten they're going *-2 to get into *t*-4,###speakerb109.###oh, really?###speakera110.###and then after, uh,###and if, if you only,	where	yes		where parents have committed suicide because their child has not gotten into the top kindergarten, which *t*-2 means 0 they probably won't get into the top elementary and, and high school *t*-3	yes	the  in fact  they've had cases *ich*-1 in the past  	,	...what is a place...	...what is every place...	...what is the place...
114738:50	and i know 0 there's still a hundred things 0 i don't know how *-1 to do *t*-2 on it *t*-3.	###speakera63.###i think 0 that's about my favorite.###speakerb64.###i've heard that people that *t*-1 finally learn how * to use it *t*-2 really like it.###speakera65.###uh-huh.###speakerb66.###that's great.###speakera67.###it really is *?*,	how	no	no	how *-1 to do *t*-2 on it *t*-3	yes	and i know 0 there's still a hundred things 0 i don't know  	.	...what is a way...	...what is every way...	...what is the way...
60864:32	so, i don't see, you know, how they can do some of the te- *t*-1,	###i'm not really sure###but i would think 0 it *exp*-1 would be easier * to detect those things because you could detect them down strean-, or stream or such,###speakerb48.###yeah.###speakera49.###or you can, you can, you know, do, uh, testing on the ground itself at that point,###speakerb50.###uh-huh.###speakera51.###but when they pollute into the air *t*-2 and you've got, you know, and you've got movement through the air *t*-2, it's going *-1 to move a lot of that off.	how	yes		how they can do some of the te- *t*-1	yes	so  i don't see  you know   	,	...what is a way...	...what is every way...	...what is the way...
57420:50	and after i wore it a couple of times i realized why, why it was, it was so cheap *t*-1.	###speakera109.###and it had, like, it was embellished around the, the top, you know,###it had, uh, leather, leather designs and, um, some other, other little things on it###and i just thought 0 it was so pretty###and i go-, i got it at a real good price,###i think 0 maybe it was nine ninety-nine or something.###speakerb110.###oh, that's great.###speakera111.###and it was so pretty,	why	no	yes	why, why it was, it was so cheap *t*-1	no	and after i wore it a couple of times i realized  	.	...what is a reason...	...what is every reason...	...what is the reason...
10530:16	i asked the vet why he did that *t*-1	###speakerb92.###right,###right.###speakera93.###and he is, uh, you can tell 0 he was weaned *-1 *-2 too young because he'll nurse on your ears and your fingers.###speakerb94.###oh no.###speakera95.###yeah,###he,	why	no	yes	why he did that *t*-1	no	i asked  he ve 	t	...what is a reason...	...what is every reason...	...what is the reason...
63061:16	i don't know why i don't do more *t*-1,	###it's kind of a vicious circle isn't it *?*?###speakera93.###yeah,###it really is *?*.###speakerb94.###yeah,###i find, too, that i have more energy when i exercise *t*-1,###and, you know, it *exp*-1's silly * not to *?*,###but, i don't know,###it's just a put off.	why	no	yes	why i don't do more *t*-1	no	i don't know  	,	...what is a reason...	...what is every reason...	...what is the reason...
84660:21	they wanted *-1 to see what it *exp*-3 was like *t*-2 * to kill someone.	###i have not been out of school that long,###but it has been at least ten years.###and you think to yourself, was it that bad back then?###or is it just,###i think that, like you said, television?###is it just that more people think 0 there is like excitement in it, you know?###i mean, people that *t*-1 may have been close to the edge just go over because they see something or read something.###speakerb179.###it seems like a lot of, i-, that it is more,###like in boston, there was a case of, uh, a couple of kids, fifteen year olds.	what	no	yes	what it *exp*-3 was like *t*-2 * to kill someone	no	they wanted *-1 to see  	.	...what is a thing...	...what is every thing...	...what is the thing...
