TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
58645:18	my dad wouldn't know what * to do *t*-1.	###speakerb79.###my dad could eat, a, a meal with out any vegetables at all.###speakera80.###oh, my gosh.###speakerb81.###and, uh, susan's, you know, they had, you know meatless meals, you know.###speakera82.###yeah,###yeah.###speakerb83.	what	no	no	what * to do *t*-1	yes	my dad wouldn't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
29430:124	but there was a, a, a big push *ich*-1 with the local t v stations * to have little hot lines with counselors * to, to help parents learn how *-2 to talk about their war with their children *t*-3.	###it was just very informative and interesting,###and, uh, i was real impressed at how a b c handled, uh, *-1 translating, the war for children *t*-2.###speakerb62.###uh-huh.###speakera63.###speakerb64.###yeah,###i didn't see anything like that, although i did, uh,###i guess 0 one thing that i found *t*-1 sort of interesting,###this is getting a little off the topic,	how	no	no	how *-2 to talk about their war with their children *t*-3	yes	but there was a, a, a big push *ich*-1 with the local t v stations * to have little hot lines with counselors * to, to help parents learn  	.	...what is a way...	...what is every way...	...what is the way...
90924:61	i, i think 0 the bad part is that most parents or kids don't know what * to look for *t*-1.	###and i don't, i think 0 because it costs less, the kid doesn't take it quite as serious, you know,### they're not, th-,### it, it's the minimal cost.###but i think 0 you can get a good education at public or private###but i think 0 you can also get a bad education at public or private, you know,###i###speakerb58.###yeah.###speakera59.### you have *-1 to really, you have *-2 to look around at the school.	what	no	no	what * to look for *t*-1	yes	i, i think 0 the bad part is that most parents or kids don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
36935:78	so, as soon as they get their, their own home country taken care of *-2, then they'll consider, what they can do *t*-1 with the rest of the world.	###speakerb2.###well, they do have, uh, a major internal problem.###everybody wants *-1 to defect,###and i can understand why.###um, i think 0 their biggest problem is just, you know, * obtaining food 0 * to live *t*-1,###so when you have the basic needs, uh, being unmet * *t*-1, i don't think 0 you think globally as far as, you know, * being a threat to other people in the world.###speakera3.###speakerb4.###speakera5.###speakerb6.	what	yes		what they can do *t*-1 with the rest of the world	yes	so, as soon as they get their, their own home country taken care of *-2, then they'll consider,  	.	...what is a thing...	...what is every thing...	...what is the thing...
31283:31	and they are telling that they don't know how * to read *t*-1, you know.	###and, you know, they can get a, they can grasp the points.###can they convey the data verbally or in writing.###and that's what *t*-1's, you know, really scary to me.###uh, i would really, you know,###there's such a, a push among young mothers these days *-1 to make * sure 0 their child is computer literate.###i would really think that they should be stressing more can the kid write a thought and at an early age.###and if they can't *?*, i mean if they have missed that training, then somebody, you know, before you're, you're start *-4 penalizing them with bad grades for *-2 not being able *-3 to communicate what they're thinking *t*-1, teach them these basic skills.###speakerb77.###yeah.###it *exp*-1's pretty sad * to think, uh, about those who, even today, *t*-2 are graduating from school	how	no	no	how * to read *t*-1	yes	and they are telling that they don't know , you know 	.	...what is a way...	...what is every way...	...what is the way...
54036:19	i don't even know how * to knit *t*-1	###but, you know, it's nothing that i, can really,###speakera35.###it's not, like you sit and knit every night.###speakerb36.###speakera37.###speakerb38.###no.###not at all.###speakera39.###yeah.	how	no	no	how * to knit *t*-1	yes	i don't even kno 	w	...what is a way...	...what is every way...	...what is the way...
176364:42	well, you know, but you made the comment *ich*-1 earlier, why would someone be interested in children *t*-2.	###so you know, that,###speakerb56.###uh-huh.###speakera57.###i guess 0 baby-sitters now are up at, what, five dollars an hour?###speakerb58.###something like that.###speakera59.###oh my.###speakerb60.	why	yes		why would someone be interested in children *t*-2	yes	well, you know, but you made the comment *ich*-1 earlier,  	.	...what is a reason...	...what is every reason...	...what is the reason...
34142:42	even after you wait your nine days, if you don't know how * to handle it *t*-1, it's just like * putting someone *ich*-4 in an automobile that *t*-2 doesn't know how * to drive *t*-3.	###i think that, that the gun clubs serve a useful purpose.###in fact, i'd like *-1 to see 0 somehow they tie the legislation into not only when you buy a weapon *t*-2 you have * to, uh, show that you've gone to school or gone to some class * to know how * to handle that weapon *t*-3.###speakera67.###that's a good,###i've never thought of that.###speakerb68.###speakera69.###that's a good point.###speakerb70.###and, you know, it, it,	how	no	no	how * to handle it *t*-1	yes	even after you wait your nine days, if you don't know , it's just like * putting someone *ich*-4 in an automobile that *t*-2 doesn't know how * to drive *t*-3 	.	...what is a way...	...what is every way...	...what is the way...
146831:53	and then when they come out with the new things *t*-1, you are like, well why didn't you think of that before *t*-2.	###speakerb67.###yeah.###speakera68.###and i want them to have my business.###and i think 0 packaging could be done *-1 much better.###there is so much plastic.###but,###speakerb69.###well i know,###you see some of the stuff	why	no	yes	well why didn't you think of that before *t*-2	no	and then when they come out with the new things *t*-1, you are like,  	.	...what is a reason...	...what is every reason...	...what is the reason...
137511:16	i don't know why i got stuck *-1 down here in texas now *t*-2.	###i imagine.###speakerb72.###yeah,###speakera73.###i would imagine 0 they are *?*.###speakerb74.###course, i, i guess 0 i'm partial to big tree country.###speakera75.###yeah.###speakerb76.	why	no	yes	why i got stuck *-1 down here in texas now *t*-2	no	i don't know  	.	...what is a reason...	...what is every reason...	...what is the reason...
48080:47	uh, i listened to more than one parent say i don't know what this child wants *t*-1.	###speakera89.###oh.###speakerb90.###speakera91.###speakerb92.###and i wouldn't have checked on him.###however, uh, there are, there are, points both directions in that, uh, from the standpoint of parents working and not working.###speakera93.###yeah.###speakerb94.	what	no	yes	what this child wants *t*-1	no	uh, i listened to more than one parent say i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
155550:16	i don't know what i said *t*-1 to him	###and * said something here when i came home and french to somebody *t*-1###and he paled and said, uh, i'm not going *-2 to tell you what you said *t*-1.###so, since then i have refrained from *-1 speaking any french.###speakera55.###speakerb56.###so.###in mumblex.###speakera57.###uh,###speakerb58.	what	no	yes	what i said *t*-1 to him	no	i don't kno 	w	...what is a thing...	...what is every thing...	...what is the thing...
13992:61	i think that, yeah, i think that we need *-1 to really address what we've done *t*-2 here	###i'm, you know,###speakerb37.###yeah,###uh, i'm not, i'm not so sure that overseas help, * helping overseas would be such a hot idea for, for, uh, a lot of young k-, people.###speakera38.###no,### it, it,###speakerb39.###but, since there is much that *t*-1 needs *-2 to be done *-3 here.###speakera40.	what	no	yes	what we've done *t*-2 here	no	i think that, yeah, i think that we need *-1 to really addre  	s	...what is a thing...	...what is every thing...	...what is the thing...
66107:83	that's something 0 i never thought about *-4 getting, you know, checking with *t*-2 *-3 to see what, what your credit report looked like *t*-1.	###speakera94.###right.###speakerb95.###that's scary.###speakera96.###speakerb97.###speakera98.###a-, a-,###and, anyway, we need *-1 to watch our credit reports and all that kind of,###speakerb99.	what	no	yes	what, what your credit report looked like *t*-1	no	that's something 0 i never thought about *-4 getting, you know, checking with *t*-2 *-3 to see  	.	...what is a thing...	...what is every thing...	...what is the thing...
35761:29	and i'm sure 0 he probably knew what *t*-1 was going on the very next day	###speakera179.###and, uh, that they required you to do *t*-1.###and i took it to town north,###and sure enough i saw that guy,###and he recognized me.###speakerb180.###yeah.###speakera181.###he said, oh, hi, dana,###and he kind of looked down and saw that car,	what	no	yes	what *t*-1 was going on	no	and i'm sure 0 he probabl  knew  the ver  next da 	y	...what is a thing...	...what is every thing...	...what is the thing...
158982:11	you know what i mean *t*-1?	###and they charge me all these others,###and it's just too expensive.###speakera67.###uh-huh.###speakerb68.###i can't believe that### i, i'm just thankful that i don't get all the government that i pay for *t*-1.###speakera69.###huh.###speakerb70.	what	no	yes	what i mean *t*-1	no	you know  	?	...what is a thing...	...what is every thing...	...what is the thing...
151116:105	i, i don't think that they, they, they educate them enough * to, to really know what *t*-1's going on.	###speakera51.###the one thing 0 i sometimes wonder about *t*-1, um, in civil cases is, uh, whether, especially sort of in, uh, maybe like pro-, product liability, or medical malpractice, where there's, um, sort of a very technical decision 0 *t*-2 to be made *-3 sometimes *t*-4###speakerb52.###yes.###speakera53.###you know, it's not just a matter of, um, of, you know, did this guy rip off this guy,###and it's just a matter of * interpreting a contract,###it's sort of a matter of, um, you know, * sometimes getting into very technical issues,###and i wonder if, uh, if there's really, um, if the system works adequately in, in *-1 educating the jurors about, uh, whatever, um, you know, issue *t*-2 is under discussion.###speakerb54.	what	no	yes	what *t*-1's going on	no	i, i don't think that they, they, they educate them enough * to, to really know  	.	...what is a thing...	...what is every thing...	...what is the thing...
80275:98	oh, i, when i did ride my friend's bike, that one time *t*-1, i had, uh, i don't know what i was trying *-2 to do *t*-3.	###speakerb144.###you slide.###speakera145.###at least maybe some of these mountain bikes you could *?*###but a regular ten speed with those skinny tires, you slide all over the place.###speakerb146.###uh-huh.###speakera147.###speakerb148.###yeah.	what	no	yes	what i was trying *-2 to do *t*-3	no	oh, i, when i did ride my friend's bike, that one time *t*-1, i had, uh, i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
78932:13	do you know what he's doing *t*-1?	###uh-huh,###yeah.###speakera181.###okay,###so i was only fifteen or sixteen,###but i remember carter###and i liked him.###speakerb182.###you did?###have you heard stuff about him lately,	what	no	yes	what he's doing *t*-1	no	do you know  	?	...what is a thing...	...what is every thing...	...what is the thing...
