TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
5433:12	i mean who would *t*-1 steal a newspaper?	###speakera47.###uh-huh.###i find it *exp*-1 hard * to, uh, follow from one page to another.###it's just something 0 i have never developed, uh, an interest in *t*-1.###speakerb48.###huh.###speakera49.###and i live in kind of a bad area where if i have the paper delivered *-1 *t*-2 it's stolen *-3 before i can get out and get it.###speakerb50.###gosh that's, that sounds pretty bad to me.	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
149975:7	well what do you think 0 *t*-1 can be done *-2 about the crime in the city?	###speakerb8.###however i think, 0 the area that i live in *t*-1 it's not, uh, the crime level is not as high as it is *?* in other areas of the, of the city.###speakera9.###uh-huh.###speakerb10.###i think 0 it seems that there's certain areas where, uh, the crime is focused *-1 *t*-2 uh.###speakera11.###uh-huh.###speakerb12.###speakera13.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
160511:4	how can it be bad *t*-1?	###speakerb90.###paper just seems so innocuous.###speakera91.###huh?###speakerb92.###paper doesn't seem threatening at all, you know.###speakera93.###well, it is *?*, it is *?*, though.###speakerb94.###it comes from trees.	how	yes	What is a way...?	What is every way...?	What is the way...?
120041:4	where'd you get the car *t*-1?	###speakerb30.###uh-huh.###speakera31.###and they had, uh, some names, some companies that *t*-1 sold mustang parts,###and i just started *-1 ordering some parts### and, and, you know, basically, you know, i, what i did *t*-1 was, i redid the whole interior.###i didn't do too much to the engine, because the engine was pretty good,###but the, the whole interior and then part of the exterior,###* just kind of do it.###speakerb32.	where	yes	What is a place...?	What is every place...?	What is the place...?
157191:6	and why, does it just turn out *-1 to be genetic or biochemical in origin *t*-2.	### you, you will work your prison job###and any money 0 you earn *t*-1 will go to the victim's family.###speakera47.###right###and, the, the other thing is that, you know,###i was reading through a book on, uh, geneo, human geneo research###speakerb48.###uh-huh.###speakera49.###and there, more and more things like schizophrenia	why	no	What is a reason...?	What is every reason...?	What is the reason...?
25048:4	why do you think 0 it, uh, sounds,	###we have a very good public school up here###and a degree out there means a lot.###it's a very good school.### it's, it's university of vermont.###uh, we also have some two year college.###well, there's a four year colleges.###they all have a pretty good reputation.###but, like you say, you,###speakera1.###okay, uh,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
69542:9	uh, when is your next one, uh, scheduled now *t*-1.	###speakera61.###yeah,###yeah,###it's very pretty country in there i think 0 *t*-1,###it's gorgeous.###speakerb62.###uh-huh,###so.###speakera63.###well i,	when	no	What is a time...?	What is every time...?	What is the time...?
121173:4	what's your favorite t v show *t*-1?	###yes,###uh-huh,###i think 0 people do.###yeah.###i don't have a vegetable garden,### haven't for, i guess 0 i never have *?* here, actually,### but, um, but, yes,###uh-huh,###we have neil sperry talks on the radio,###speakerb1.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
142646:4	what color did you paint your house *-2 *t*-1?	###speakera43.### or, two tone, or two tone. you know.###speakerb44.###yeah.###speakera45.###speakerb46.###there are some columns that *t*-1 could be painted *-2 *-3 a different color too.###speakera47.###uh-huh.###speakerb48.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
141164:7	so what do you feel 0 *t*-1 are the current trends in the way 0 families spend time in general, you know, in america *t*-2?	###speakera47.###yeah.###speakerb48.###and then, of course, they have a pretty, um, busy social calendar too.###speakera49.###uh-huh.###speakerb50.###you fit it in with all that, that.###speakera51.###yeah.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
24963:16	what, what do you advocate *t*-1,	###is it up to the,###is it, you know,### who, who *t*-1's supposed *-2 to make the change,### the, the state, the govern-, the federal government, you know,###where's the money supposed *-1 to come from *t*-2.###is it, you know###speakera55.###i don't know.###actually, i think 0 it's, i think 0 it should be a civic level, the city level and a, a system level *ich*-3 really 0 *t*-2 to find out *rnr*-4, and t-, to see *rnr*-4 what they need *t*-1 and not overinflate it,###speakerb56.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
53429:4	what do you think *t*-1 about it?	###speakerb16.###and, uh, it, it's pretty much headline news.###speakera17.###yeah.###speakerb18.###which *t*-1 isn't, you know, pretty much what we loo-, look for *t*-2 anyway.###speakera19.###uh-huh.###speakerb20.###but, uh. i, do you think that the quality of the, uh, the, you know, the news events that you get *t*-1 are,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
35129:48	what *t*-1's new.	###right.###speakerb83.###as a matter of fact, you know when i was a kid *t*-1, * excuse me, my parents used *-2 to have,###we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.###speakera84.###now there's an idea.###speakerb85.###that was just the rule.###and if they saw us watching the, something, they'd say, all right, what did you see *t*-2 on what *t*-1's new,###or there was some other, the children's program i think 0 *t*-3 at the time was called *-2 	what	no	What is a thing...?	What is every thing...?	What is the thing...?
146275:4	what do you,	###speakera9.###um,###uh-huh.###speakerb10.### that was, that was pretty good.###speakera11.###yeah,###that one was *?*.###what about,###speakerb12.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
78657:7	well what do you believe in *t*-1,	###speakerb78.###you didn't get any government classes?###speakera79.###huh-uh.###speakerb80.###yeah,###it's really hard too,###because before they used *-1 to have, um, a lot of,###it seems like the stuff that they put *t*-1 out now, it, i mean, i, doesn't just seem like it,###i know for a fact that the, any kind of stuff that if you, wrote and asked for material,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
46479:21	well, wh-, what *t*-1's the difference there,	###speakera97.###that's true.###but i was thinking boy, in dallas, if somebody asked me if there were places 0 you wouldn't go *t*-1 by yourself at night, i'd have *-2 to set them down for about five or ten minutes *-2 to list all the places out.###speakerb98.###oh sure.###speakera99.###i mean, i couldn't believe that she couldn't think of any place.###they said, 0 the, apparently the crime, is, just, uh,###speakerb100.###that's amazing,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
61105:16	what, what are we going *-1 to have *t*-2,	###and yo-,###you know, they're suppos-,###nowadays they have the emission controls on them###but, uh, i think 0 the only, the main thing is * just keep on the, legis-, your legislator's back, you know, as far as,###* seems like they've only just really started as far as the environment *-2 saying, okay, we're really going *-1 to get involved###speakerb136.###uh-huh.###speakera137.### it, it's really becoming a problem.###by the year two thousand there will,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
24323:4	what's *t*-1 going *-2 to happen when she gets there *t*-3.	###speakerb92.###and it doesn't become fun anymore.###speakera93.###yeah,### i have a i have a friend.### she's studying, she's going into law,###another friend going into law,###and, she's,### i, i, i'm really, i'm really concerned about, you know,###she's just going *-1 to be, you know,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
46621:28	well, what a wh-, what do we currently have *t*-1,	###but they, they're already, uh, have str-, three strikes against them when they're out there *t*-1.###speakera153.###uh-huh.###speakerb154.###because they'll arrest someone and, you know, go through all that paperwork and * writing a report and all this, and * having all kinds of evidence###and you have *-1 to even be careful how you arrest them *t*-4, how you talk to them *t*-3, uh, you know, what they say *t*-2,###speakera1.###okay,###what kind of car are you thinking about *-1 buying *t*-2 next?###speakerb2.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
151036:20	what was, what was the other case *t*-1?	###speakera23.###uh.###speakerb24.###but it then became unanimous.###speakera25.###uh. but since it was a civil case it really didn't matter, right?###you just needed a majority?###speakerb26.###right.###speakera27.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
