TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
6696:53	what would you have, who, who, who would *t*-2 determine what these people do *t*-1.	###yeah.###speakerb72.###i don't know.###speakera73.###yeah###the only,###speakerb74.###like * to have a volunteer come here and rake leaves and mow the grass and,###speakera75.###well, you know that brings up the interesting subject too, you know,	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
63241:4	how should they do it *t*-1?	###speakerb154.###people of all ages take advantage of the aerobics?###speakera155.###oh, yeah,###in fact, uh, the t i-er's families can come in on these things,###speakera1.###okay,###the topic was, should the united states adopt the metric system,###and if so, should, uh.###speakerb2.	how	yes	What is a way...?	What is every way...?	What is the way...?
24078:27	what do you think 0 you would offer *t*-1 as far as, uh, information about * selecting a school?	###speakerb167.###all right.###* thank you.###speakera168.###okay.###bye-bye.###speakerb169.###bye-bye.###speakera1.###okay, um, well, the first thing, uh,	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
40349:14	you know, how can you help *-1 depending on the day care center *t*-2, you know,	###they can watch,###and i just kind of always felt that the chances of something happening were less.###speakera35.###yeah,###yeah.###speakerb36.###speakera37.###uh-huh.###because there's,###speakerb38.	how	yes	What is a way...?	What is every way...?	What is the way...?
116290:4	why did you move to utah *t*-1?	###ski,###you probably ski very well in utah.###speakera109.###no,###i don't.###actually since i grew up in texas i've only been here about two years and have gone *-1 skiing about three times. a-, well, five times each season.###speakerb110.###uh.###speakera111.###speakerb112.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
65725:4	why * not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician *t*-1?	###but i'm just saying that even the differences, uh, is that, you know, some countries pay for students to go to, through college and etcetera.###but here, it, you know, it's just up to high school.###speakerb26.###yeah.###but see, we don't even push the fact *ich*-1 to the high school kids that there's other means of education *ich*-2 out there rather than college.###* to go either as an apprentice, which they, they do *t*-1 in other countries.###just * doing it, which i think *t*-3 would bring the education back up. you know,###speakera27.###uh-huh.###speakerb28.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
27888:4	when did you first take your, uh, first piano lesson *t*-1?	###speakerb36.###speakera37.###that's their signal.###speakerb38.###they can hear the unconscious music signal behind it,###speakera39.###yeah.###speakerb40.###that's right.###speakera41.	when	no	What is a time...?	What is every time...?	What is the time...?
97122:7	so what were you saying *t*-1?	###speakera209.###uh-huh.###speakerb210.###speakera211.###yeah,###yeah.###speakerb212.###because, the mediator is an unbiased bystander who,###speakera1.###okay,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
3573:4	what *t*-1 happened in the middle?	###saturday night fever?###him just standing there.###speakerb144.###yeah,###right.###speakera145.###yeah,###that's a good example 0 * to look for *t*-1 in history.###well, from now on we're going *-1 to go from the, from nineteen sixty-nine when they took the first step on the moon *t*-2, to nineteen eighties.###okay,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
100717:4	what *t*-1's going *-2 to happen to them?	### b-, because, uh, education is the key to our future###speakera77.###yes,###it certainly is *?*.###speakerb78.###and, uh, if we have children who *t*-1 are not getting their education, for one reason or another, then what are we going *-2 to do *t*-3 with them?###speakera79.###yeah.###that's right.###speakerb80.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
