TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
9175:4	what do you think 0 we can do *t*-1?	###speakera33.###uh, what do you think 0 individuals could do *t*-1, or society could do *t*-1 * to alleviate this problem.###speakerb34.###uh, i don't, uh, i don't know whether we could do a whole lot as individuals.###uh, maybe just take good care of our cars, and make * sure 0 we keep our pollution devices clean and all that sort of thing.###um,###speakera35.###right.###speakerb36.###apart from that, i, i don't know what we can do *t*-1 as individuals.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
121942:7	now what can you do *t*-1 *-2 to stop that?	###yeah.###speakera27.###so your privacy is invaded *-1 probably by other members of the family.###speakerb28.###yeah,###mostly.###speakera29.###speakerb30.###yeah.###speakera31.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
44353:19	how, can you contrast the europeans and their vocalism on their rights to, to say the people in latin america *t*-1.	###and i'm of spanish descent.###so, um, i, i just think 0 that has something 0 *t*-1 to do with why latinos or, tend *-2 to be, you know, the mee-, the more meek *t*-3, you know,###speakerb100.###speakera101.###they tend *-1 to be more,###like not stand up for their rights as much.###they're not really sure of what they are *t*-1. i don't think 0 *t*-2.###speakerb102.###uh, i never really thought of, it that way.###speakera103. well, i mean,	how	yes	What is a way...?	What is every way...?	What is the way...?
8637:6	and what do you think 0 you'll do *t*-1 with that?	###speakerb48.###yeah.###speakera49.###because, um, he really wants me to concentrate on my studies.###speakerb50.###yeah.### what are you, what are you studying *t*-1?###speakera51.###i'm doing masters in computer science and computer engineering.###speakerb52.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
853:4	why don't we do that *t*-1?	###speakera79.###why do we end this thing *t*-1?###speakerb80.### it used * to, it used *-1 to just automatically cut off###speakera81.###i think 0 it just says * hang up.###speakerb82.###but it says 0 when the conversation is over *t*-1 * just say your good-byes and hang up.###so, i, i guess so.###speakera83.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
5313:9	well, why was c n n the only,	###uh-huh.###speakerb4.###and, uh, for me that's mostly newspaper and radio,###i almost never watch television, as a matter of course###so, i don't get news from television,###except during the war, i watched a lot of c n n because it was so good.###speakera5.###uh-huh.###speakerb6.###speakera7.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
131190:4	what do you see, uh, *t*-1 changing in the future?	###you do.###you have *-1 to save all your vacation time###and that's usually how it's, uh, happened *t*-1,###speakerb48.###yeah.###speakera49.###but, uh,###speakerb50.###uh-huh.###speakera51.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
96180:20	or, or what do you think *t*-1?	###so long.###speakera89.###thanks a lot.###speakerb90.###bye-bye.###speakera1.###well, uh, ho-, how do you view this whole subject *t*-1?###speakerb2.###speakera3.###are you, uh, one who *t*-1 feels like you have, have benefited from the change in, in roles in women?	what	no	What is a thing...?	What is every thing...?	What is the thing...?
108127:13	and, uh, what's the other one *t*-1 now,	###speakerb8.###that's ri-,###yeah.###speakera9.###and, uh, you know, there's, so there's only a few that i, that i like *-1 to watch *t*-2 routinely.###speakerb10.###what kind do you like *-1 to watch *t*-2?###speakera11.###probably my favorite is, um, oh,###well, i like shows like growing pains	what	no	What is a thing...?	What is every thing...?	What is the thing...?
158994:4	what are you studying *t*-1 down there?	###yeah.###speakerb72.### do you, have you used, um, student loans and things like that that *t*-1 were guaranteed *-2 by the government?###speakera73.###no,###no,###i haven't *?*.###uh, i, uh, my father pays for my, my schooling, my tuition.###so, uh, i'm, i haven't made use of that.###speakerb74.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
105343:14	and, uh, what else do i want *t*-1.	###but maybe something like a nissan sentra. or something like that, uh,###speakera3.###uh-huh.###speakerb4.###something 0 my husband,###speakera5.###and, of course, it has *-1 to have air-conditioning.###speakerb6.###oh, absolutely,###air-conditioning and a radio, uh, a m, f m and a cassette player	what	no	What is a thing...?	What is every thing...?	What is the thing...?
