TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
129975:18	but, i mean, what would somebody do *t*-1 with them.	###they paid for those things anyway.###speakera123.###oh, and they must be, yeah, really expensive.###speakerb124.###or, our taxes do.###speakera125.###i mean, of course, we were hoping 0 we weren't, we weren't going *-1 to have *-2 to pay for it, you know###speakerb126.###uh-huh.###speakera127.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
24617:9	and then how would you feel afterwards when you came up *-4 negative and, you know, your supervisor has accused you of *-1 using drugs *t*-2 *t*-3.	###right.###yeah,### it, it would almost be like a, a, uh...###speakera43.###it's an accusation,### and, and it's and it's based *-4 on, on a perception that someone has *t*-3 as how a drug user would behave *t*-2 when some drug users behave, uh, normal *t*-1, uh, you know.###speakerb44.###uh-huh.###speakera45.###speakerb46.	how	yes	What is a way...?	What is every way...?	What is the way...?
77458:6	or what would they do *t*-1?	###you just felt, gee, if i weren't here, how,###speakerb79.###uh-huh###speakera80.### or, or if my husband,###speakerb81.###who would they ask *t*-1?###speakera82.###that's right.###speakerb83.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
74194:31	what would you do *t*-2 *-3 to improve it?	###speakera12.### and, and i'm sure 0 they're colored *-1 by what i've edited *t*-2.###speakerb13.###do youself have children wi-, who *t*-1 are *rnr*-2 or have been *rnr*-2 through the public school system?###speakera14.###yes,###i do.###and i was not very happy with the results.###speakerb15.###i see. so if you were *-1 to improve it, 	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
125687:6	and why don't you like the mustang *t*-1?	###and i hate it.###speakera5.###do you really?###speakerb6.###yeah.###speakera7.###what year is it *t*-1?###speakerb8.###it's a eighty-eight.###speakera9.	why	no	What is a reason...?	What is every reason...?	What is the reason...?
176169:4	why * not replace it *t*-1.	###speakera43.###yeah,### it's, uh, it's about time that we did that *t*-1.###but, th-, the, the terrible part about it. i've looked at it all###and it all looks still pretty good to me.### why, why we need *-1 to replace it?###speakerb44.###speakera45.### but, but, un-, unfortunately my, my, my wife really feels as though it's, it's just been an inappropriate, uh, thing 0 *t*-1 to, to,###i mean that rug is thirteen years old,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
153858:4	what do you do *t*-1, jeff?	###right.###speakera35.###you know it's just for self protection purposes###and then of course there's the hunting issue,###so###speakerb36.###sure.###speakera37.###yeah###that's good.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
53763:14	i mean, what does this have *-1 to do *t*-2 with * getting, you know, a computer science degree or whatever, you know?	###speakera23.###yes,###i definitely agree.###there's no doubt about that.### i, uh, i, i mean, i can relate to that because i'm, i'm going to college right now,###and i feel like, i mean,###i'm taking this history class.###and, i mean, it's so boring,###and i just hate it.###and i think, why do they make us take this stuff *t*-1?	what	no	What is a thing...?	What is every thing...?	What is the thing...?
149109:14	well, see, what do you do *t*-1?	###i don't have, uh, any compilers###speakera29.###uh-huh.###speakerb30.###so i'm, uh.###speakera31.###well, do you use your computer for, um, just things around the house, or in the mumblex.###speakerb32.###i use it in my business.###speakera33.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
165969:16	what, what *t*-1 attracts you to the saturns?	### that, that would be a good deal 0 * to go with *t*-1.###speakera57.###and the other thing 0 we're looking at *t*-1 is the saturns too.###speakerb58.###okay.###speakera59.###because they looked really nice.###speakerb60.###uh-huh.### what do you, what do you looking for *t*-1 in, in those?	what	no	What is a thing...?	What is every thing...?	What is the thing...?
