TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
133370:4	who do you think 0 it should be done *-1 through *t*-2?.	###but, uh. we actually rank *-1 forty-ninth in the world as far as just plain literacy goes *?*, you know.###speakerb50.###um.###speakera51.### that's, that's pretty low that there's forty-eight countries *ich*-1 ahead of us that *t*-2 have more peop-, more citizens *ich*-3 percentage wise that *t*-4 can read and write,###speakerb52.###yeah.###speakera53.###so, um, unless we want *-1 to keep *-2 paying, paying for these people that *t*-3 can't make it in society, we're going *-4 to have *-5 to do something.###speakerb54.	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
165758:4	what can we do *t*-1 here	###yeah###when,###speakerb91.###speakera92.###uh-huh.###speakerb93.###and then you really have *-1 to start *-2 saying okay, now what can we afford *t*-3 you know,###speakera94.###yeah.###speakerb95.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
144081:90	how is it that they can appeal and appeal and appeal and get stays of ex-, execution *t*-3?	###it's,###speakerb39.###as far as capital punishment, i think that, uh, ten years on death row is cruel and unusual punishment.###i think 0 the guy should have ninety days###and if he can't produce evidence not argument, but evidence,###speakera40.###uh-huh.###speakerb41.###speakera42.###see, the only thing 0 i don't, you know, i don't understand *t*-1, i guess 0 i, i don't understand our judicial system, uh, as it is right now because i, you know, if somebody has been convicted *-1 and has been sentenced *-1 *-1 to be put *-2 to death, 	how	yes	What is a way...?	What is every way...?	What is the way...?
100290:9	um, what do you think *t*-1 about the proposal that all young americans should spend a year or two,	###do you have children?###speakerb5.###no.###speakera6.###no.###okay.###because i, i didn't know if that would make a difference in how you felt *t*-1.###speakerb7.###yeah.###speakera8.	what	yes	What is a thing...?	What is every thing...?	What is the thing...?
107908:4	why don't you start *t*-1	###speakera57.###* take care.###speakerb58.###okay.###speakera59.###bye-bye.###speakerb60.###bye.###speakera1.###okay,	why	no	What is a reason...?	What is every reason...?	What is the reason...?
63242:4	why didn't it work last time *t*-1?	###people of all ages take advantage of the aerobics?###speakera155.###oh, yeah,###in fact, uh, the t i-er's families can come in on these things,###speakera1.###okay,###the topic was, should the united states adopt the metric system,###and if so, should, uh.###speakerb2.###how should they do it *t*-1?	why	no	What is a reason...?	What is every reason...?	What is the reason...?
169952:46	you know, what, what, uh, what do you think 0 *t*-1 is important?	###speakera55.###yeah,###yeah.###so that probably wouldn't be too good either.###speakerb1.###bye.###so we're, uh, our discussion's about, uh, the care of the elderly?###speakera2.###that's right,###that's right.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
158732:7	well what do y-,	###that's true.### they can *?*,###yet they,###speakera33.###uh-huh.###speakerb34.###yeah.###speakera35.###d-,###speakerb36.	what	no	What is a thing...?	What is every thing...?	What is the thing...?
148900:4	what are you going *-1 to do *t*-2?	###uh-huh.###speakerb4.###and, uh.###speakera5.###yeah,###i saw that as well.###speakerb6.###* got that, uh, uh, some insight *ich*-2 there, 0 *t*-1 to, to kind of help me put together the feelings.###i really appreciated the, the whole, uh, english class where the, uh, the, uh, fellow just wouldn't do it *t*-1, you know,###the guy's gouging, gouging your eyes out,	what	no	What is a thing...?	What is every thing...?	What is the thing...?
91515:14	what do you mean *t*-1,	###i think so.###speakerb182.###yeah.###speakera183.###but, uh, another one of my projects this summer is, actually it's part of my research assistantship, is, um, it's * helping a professor, uh, compile a bunch of translations of, of various poems for a book that he's writing *t*-1,###and so i'm learning the names, if not the actual contents, of a lot of different poems and a lot of french people.###speakerb184.###oh.###speakera185.###speakerb186. now, translations, 	what	no	What is a thing...?	What is every thing...?	What is the thing...?
