TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
48848:14	i can see where if a life was taken *-1 by accident or, uh, i don't know what you'd call it *t*-2, not premeditated or, i guess primarily by accident,, uh *t*-5, there may be cases where the death penalty is not called for *-3 *t*-4,	###speakera3.###speakerb4.###uh, uh, i tend *-1 to agree with you, uh, you know,###probably pretty similar views on it,###but that's, that's one of the things 0 i don't, don't understand *t*-1 is, is so much of the controversy###because, uh, you know, i, i do also, myself, believe in capital punishment, uh,###uh, you know, it, it *exp*-5 really irks me * to see so much effort put *-1 into * preventing someone being put *-2 to death by the state when they so callously and usually so, you know, without *-3 even thinking or without any concern, uh, you know, end somebody else's life, and in a lot of cases several people's lives *t*-6.###speakera5.###that's true. i guess 0 *t*-1,###well, there's, there's probably two or three different types of, of views as far as the controversy goes.	where	yes		where if a life was taken *-1 by accident or, uh, i don't know what you'd call it *t*-2, not premeditated or, i guess primarily by accident,, uh *t*-5, there may be cases where the death penalty is not called for *-3 *t*-4	yes	i can see  	,	...what is a place...	...what is every place...	...what is the place...
41166:15	but, you know what you can do *t*-1?	###i don't think 0 we'd need a whole church,###but, um, the problem is 0 we are all really scattered, around.###speakera97.###speakerb98.###there isn't any one place where most of us live *t*-1,###so if we ever had a reunion, we'd kind of all have *-1 to stay in a hotel.###i mean, you know, there would be one person who *t*-1 lived there that *t*-2 would have a house,###but they couldn't put everybody up.###so it, i think 0 it would get kind of expensive.###speakera99.	what	yes		what you can do *t*-1	yes	but, you know  	?	...what is a thing...	...what is every thing...	...what is the thing...
48325:64	and my, really my only experience with a gun was * shooting a pistol and not knowing how *-1 to hold it right *t*-2	###how about that.###speakerb36.###and he lived in massachusetts and had *-1 to get rid *-2 of all his guns,###speakera37.###huh.###speakerb38.###so we ended up, uh, with these guns,###speakera39.###uh-huh.###speakerb40.	how	no	no	how *-1 to hold it right *t*-2	yes	and my, really my only experience with a  un was * shootin  a pistol and not knowin 	g	...what is a way...	...what is every way...	...what is the way...
47381:11	men know how *-1 to do that *t*-2, right?	###i don't care if you're president.###speakerb10.###yeah,###but at the same time, i don't know,###it *exp*-1's pretty far * to throw that far.###i couldn't do it.###speakera11.###i know###but he's a man###* come on,	how	no	no	how *-1 to do that *t*-2	yes	men know , right 	?	...what is a way...	...what is every way...	...what is the way...
63769:100	companies that *t*-1 do at least go into it, i'd like *-1 to see subsidy by the government or something, or tax-wise or something, heavily enough to where they could get their prices lower than regular *t*-2.	### i s-, i seen a lot of adds *ich*-1 recently for organic fertilizers and, and lawn additives and that type of thing,###but the cost is, is like, double or sometimes triple, what the regular things 0 you, fertilizers and things 0 you buy *t*-1.###speakerb62.###uh-huh.###speakera63.###so, in, in terms of that, it's,###you know, and, for the environment it's, it's, there's a good reason 0 * to do it *t*-1,###but the cost is kind of prohibitive.###speakerb64.###now, see that's recycling, you know,	where	yes		where they could get their prices lower than regular *t*-2	yes	companies that *t*-1 do at least go into it, i'd like *-1 to see subsidy by the government or something, or tax-wise or something, heavily enough to  	.	...what is a place...	...what is every place...	...what is the place...
31157:69	and even if i knew how * to teach the subject matter *t*-1, i don't know if i'd know how * to handle that kind of a, a group of kids *t*-2.	###i don't know anything about it.###speakerb31.###that's pretty interesting because just, just because you know a subject matter doesn't mean 0 you can teach it.###speakera32.###speakerb33.###speakera34.###right.###speakerb35.###speakera36.###right.	how	no	no	how * to handle that kind of a, a group of kids *t*-2	yes	and even if i knew how * to teach the subject matter *t*-1, i don't know if i'd know  	.	...what is a way...	...what is every way...	...what is the way...
64582:102	if, you know, like when the doors movie came out *t*-1, you know, doors was really on the radio *ich*-3 there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore *t*-2,	###and they don't, you know.###speakerb52.###oldies or what?###speakera53.###yeah,###mostly oldies.###speakerb54.###yeah.###speakera55.###but classic rock, you know, with,	where	yes		where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore *t*-2	yes	if  you know  like when the doors movie came out *t*-1  you know  doors was really on the radio *ich*-3 there  you know.  	,	...what is a place...	...what is every place...	...what is the place...
155083:17	i am thinking about where you can ski over the state line *t*-1.	###well is it *ich*-2 tahoe? where you ski from *t*-1,###no###that's nevada to california i guess 0 *t*-1.###speakera79.###that's in nevada.###speakerb80.###speakera81.###uh-huh.###speakerb82.###yeah,	where	yes		where you can ski over the state line *t*-1	yes	i am thinking about  	.	...what is a place...	...what is every place...	...what is the place...
146842:67	and, uh, i just look at it, 0 i don't want my grandchildren looking at me and saying why didn't you do something *t*-1.	###speakera70.###yeah.###yeah.###and i think that it's just 0 people have got *-1 to be aware.###unfortunately, there are a lot of people that *t*-1 just don't care###and they don't want *-1 to think about it.###speakerb71.###yeah,###that's true.###speakera72.	why	no	yes	why didn't you do something *t*-1	no	and, uh, i just look at it, 0 i don't want my grandchildren looking at me and saying  	.	...what is a reason...	...what is every reason...	...what is the reason...
81223:27	well the only reason 0 i know why it ended *t*-1 *t*-2 is 0 on arsenio hall one night, christopher reeves told, that, you know,	###oh yeah,###boy i, i didn't like it.###speakera121.###you didn't?###speakerb122.###no,###it was,###i didn't like the way 0 it ended *t*-1.###speakera123.###i know,	why	no	yes	why it ended *t*-1	no	well the only reason 0 i know  *t*-2 is 0 on arsenio hall one night  christopher reeves told  that  you know 	,	...what is a reason...	...what is every reason...	...what is the reason...
