TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
53534:25	and, uh, i don't know what i've would have done *t*-1 in the situation.	###i'm a little behind on things.###speakera57.###well, the other thing 0 i can think of *t*-1 is, uh, what *t*-2 is still going on in iraq and the kurd refugees.###speakerb58.###yes,### that's, that's sad.###speakera59.###speakerb60.###yeah.### they, uh, yeah, they had *-1 to choose between the better of the two, two bad situations,	what	yes		what i've would have done *t*-1 in the situation	yes	and, uh, i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
12156:37	other than that i'm not sure what, what individuals can do *t*-1 other than like i said *-2 get involved *-3 through a group or an organization.	###uh, but you know a proposal to, uh, uh, i guess the proper authorities,###speakerb130.###uh-huh.###speakera131.###well you might, uh, generate some yeah, you might generate some interest in it.###speakerb132.###yeah,###the automobile regulatory agencies or something.###speakera133.###but that's, that's a good idea.	what	yes		what, what individuals can do *t*-1 other than like i said *-2 get involved *-3 through a group or an organization	yes	other than that i'm not sure  	.	...what is a thing...	...what is every thing...	...what is the thing...
19512:11	nobody knows what * to do *t*-1.	###well, uh, i, i guess, 0 what they'd have *-1 to do *t*-2 * to,###i really don't know, you know,### in, in the, in, you know,###i hope that what *t*-1's happening is exactly the way 0 it appears *t*-2.###speakera105.###uh-huh.###speakerb106.###you know, some reason or other, you know, is, uh,###it *exp*-2's kind of a strange thing 0 we've been trying *-1 to make something like this happen for so long that when it finally happens *t*-3 you say, whoa, * wait a minute,###speakera107.	what	no	no	what * to do *t*-1	yes	nobody knows  	.	...what is a thing...	...what is every thing...	...what is the thing...
26848:18	but they don't know where * to go *t*-1 *-2 to, to, to do anything.	###yeah.###speakerb103.###and you, you give them your speech and maybe a little slide show or something,###speakera104.###uh-huh.###speakerb105.###and, i think, that they could get some results from that, because there are a lot of people who *t*-1 are volunteer and community minded,###speakera106.###right.###speakerb107.	where	no	no	where * to go *t*-1 *-2 to, to, to do anything	yes	but they don't know  	.	...what is a place...	...what is every place...	...what is the place...
121906:18	but i don't know what *-1 to do *t*-2 *-3 to stop it.	###speakerb12.###definitely.###speakera13.###and i am trying *-1 to get a few things done *-2###and i can't do anything but 0 *-1 answer the telephone.###speakerb14.###right.###speakera15.###some evenings are worse than others,###but i wish 0 i could put a stop to it,	what	no	no	what *-1 to do *t*-2 *-3 to stop it	yes	but i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
148810:76	oh, i would, i really would love *-1 to go *-3 take a class in woodworking and learn how * to *?* *t*-2.	###speakerb76.###oh, so yours is mostly just a hobby, too, then.###speakera77.###yeah.###speakerb78.###oh.###speakera79.###yeah.###speakerb80.###well, that is interesting.	how	no	no	how * to *?* *t*-2	yes	oh, i would, i really would love *-1 to go *-3 take a class in woodworking and learn  	.	...what is a way...	...what is every way...	...what is the way...
86958:16	i do not know what it really will take *t*-1.	###speakera69.###yes,###that's right.###speakerb70.###yeah.###speakera71.###yeah### i, i do not know how that's,###i do not think 0 it's done *-1 by, uh,###the changes come simply by statutory nature.	what	yes		what it really will take *t*-1	yes	i do not know  	.	...what is a thing...	...what is every thing...	...what is the thing...
72355:16	i don't know what you would call it *t*-1,	###speakera67.###yeah.###speakerb68.###that's why### i, i don't know### i'm, i'm kind of a nut when it comes to stuff like that *t*-1.###even if i'm, uh, doing something like an afghan, if i'm close to the end, sometimes i'll, do the same thing.###speakera69.###uh-huh.###speakerb70.	what	yes		what you would call it *t*-1	yes	i don't know  	,	...what is a thing...	...what is every thing...	...what is the thing...
7531:26	i can understand why, why some of the, the rural areas, the voter turnout isn't as much because it does seem sometimes like the lobbyists in d c are like controlling things for the, the midwest *t*-1,	###speakera28.###yeah,###that's true.###speakerb29.###but, uh,###speakera30.###yeah,###that's true that the different places in america that, uh, you know, different issues would be a lot more important than say in another place.###speakerb31.###yeah,	why	no	yes	why, why some of the, the rural areas, the voter turnout isn't as much because it does seem sometimes like the lobbyists in d c are like controlling things for the, the midwest *t*-1	no	i can understand  	,	...what is a reason...	...what is every reason...	...what is the reason...
73773:35	and, uh, and i can see why children do drop out *t*-1.	###speakera11.###yes.###speakerb12.###and the pressures on the children, uh, you know,###you hear this as an excuse,###but it *exp*-1's true 0 they are so much greater.###speakera13.### unreal, unreal by comparison.###speakerb14.###oh, i can not believe, uh, what they're doing *t*-1, uh, academically the demands on them	why	no	yes	why children do drop out *t*-1	no	and, uh, and i can see  	.	...what is a reason...	...what is every reason...	...what is the reason...
47291:36	i don't know, don't know when i'm going *-1 to get a chance *-2 to do that *t*-3	###i mean, it's just beautiful.###the days, get up into the high eighties, uh, maybe the nineties###but it's, it's quite bearable###and then the nights are reasonably warm, you know, sixties or seventies.###it's just great.###it's really very nice.###speakera57.###yeah,###we've talked about *-1 planning a trip up through, um,###i have a sister-in-law that *t*-1 lives in new mexico, up through new mexico and into colorado and the grand canyon area.	when	no	yes	when i'm going *-1 to get a chance *-2 to do that *t*-3	no	i don't kno , don't kno 	w	...what is a time...	...what is every time...	...what is the time...
74211:36	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	###right.###speakera20.###and then i would provide, uh, use the money that we've paying them *t*-1 *-4 to, uh, provide some special help in training and particularly, uh, mentor teachers 0 *t*-2 to work with the beginning teachers and the teachers who *t*-3 may have been at it a long time but have been making the same mistakes for a long time.###speakerb21.###uh-huh.###speakera22.###speakerb23.###sure.###sure.###speakera24.	what	no	yes	what *t*-2 works	no	and then * let them try some innovative things and see   and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things  and then from the parents' side, have the parents support the school  get involved 	.	...what is a thing...	...what is every thing...	...what is the thing...
