TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
46762:16	i don't know how *-2 to explain *t*-1,	###they're a lot,###i don't like the new style, like of the toyota van, and the, the new chevy lumina van,###speakerb48.###uh-huh.###speakera49.###speakerb50.###uh-huh.###speakera51.###i don't like those styles, um,###the m p v is more of, uh, uh, just, uh, i don't know what you, normal,,	how	no	no	how *-2 to explain *t*-1	yes	i don't know  	,	...what is a way...	...what is every way...	...what is the way...
144356:17	i don't know who *ich*-2 *t*-1 would meet them in the west.	###there's not the leadership there that they used *-1 to rely on him for *t*-2.###speakera71.###well, i think 0 you're right###and i think 0 isaiah thomas would fit in detroit###and i think 0 those things do make a difference###and there are marquee players.###and i think i think 0 jordan and the, and the bulls have *-1 to be, uh, considered *-2 the likely favorites.###speakerb72.###oh, yeah.###speakera73.	who	yes		who *ich*-2 *t*-1 would meet them in the west	yes	i don't know  	.	...who is a person...	...who is every person...	...who is the person...
23509:73	maybe this pre group of people could decide, you know, which kind of, uh, you know, where they could go *t*-1 from there.	###speakerb14.###but the way 0 our system, our court system works *t*-1, that guy is going *-2 to have *-3 to hang around in jail or out on bail or something like that for an extreme period of time.###speakera15.###right.###speakerb16.###i just think 0 our system is overworked,###and we're starting *-1 to stretch the true meaning of, of right to a speedy trial.###speakera17.###yeah,### that's, that's a good idea.	where	yes		which kind of, uh, you know, where they could go *t*-1 from there	yes	maybe this pre group of people could decide, you know,  	.	...what is a place...	...what is every place...	...what is the place...
119163:33	that's about the only kind 0 i know how * to do *t*-1 *t*-2.	###i think 0 when they refer to different kinds of fishing *t*-1###i told my husband last night when i had called and they had, told me that this was a topic *t*-1,###i said, well, i can tell them how * to fish with a minnow *t*-1 or how * to fish with a worm *t*-2.###he said, i don't think 0 that's the different kinds of fishing 0 they're talking about *t*-1.###speakerb10.###well, i hope 0 it is *?*,###speakera11.###speakerb12.###there's not a whole lot of different kinds.###speakera13.	how	no	no	how * to do *t*-1 *t*-2	yes	that's about the only kind 0 i know  	.	...what is a way...	...what is every way...	...what is the way...
70941:16	i don't know what that would be *t*-1.	###to me it doesn't sound like a mo-, lot of money,###but i guess 0 it would be for fifteen hundred dollars a year.###speakerb60.###uh-huh.###speakera61.###they went from eleven to fifteen hundred,###speakerb62.###yeah.###speakera63.###and, uh, for an out of state student the tuition went up twenty-five per cent.	what	yes		what that would be *t*-1	yes	i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
113745:51	it quickly would be significant industry in, in * figuring out how * to get around it *t*-1 where people,	### i, i think 0 the, the basic message is that giving is better than receiving.###speakera21.###yeah,###right.###speakerb22.###and that's not the kind of society 0 we have *t*-1 right now.###speakera23.###oh, yeah,###i'm afraid 0 you're right there.### but, uh, but, uh, anything like this that *t*-1 came up whether it,	how	no	no	how * to get around it *t*-1	yes	it quickly would be significant industry in  in * figuring out  where people 	,	...what is a way...	...what is every way...	...what is the way...
59025:17	well it's getting where you can't hardly afford, if you're going *-1 to give your kids any kind of education and stuff you can't hardly afford *-2 to have over two *t*-3.	###speakerb28.###and i think 0 for society for such a long time said, well, you know, you're married,###now you need *-1 to sa-, have, have your family###and i don't think 0 it's been until recently that, that they had decided that two people was a family *t*-1.###speakera29.###right,###right.###speakerb30.###you know and,###speakera31.	where	yes		where you can't hardly afford, if you're going *-1 to give your kids any kind of education and stuff you can't hardly afford *-2 to have over two *t*-3	yes	well it's getting  	.	...what is a place...	...what is every place...	...what is the place...
45170:26	but i want *-1 to show him how * to use it *t*-3 so that he'll be able *-2 to vote.	###well then i realized it###so when we went and voted the next time *t*-1, i asked the, uh, lady,###i said i want my son to come in with me###and she said well, uh, why, you know.###he'll have *-1 to come back out.###i said because i want him to know how * to use one of these *t*-2###speakerb126.###right.###speakera127.###and i said, i won't turn any of the buttons down	how	no	no	how * to use it *t*-3	yes	but i want *-1 to show him  so that he'll be able *-2 to vote 	.	...what is a way...	...what is every way...	...what is the way...
177081:16	uh, i understand why they were upset *-2 by the verdict *t*-3 just because even those of us that *t*-1 aren't black or, uh, don't live there or whatever, we all saw the same thing on the, on the tape	###that's right.###speakera23.###with everybody with that mind set. they, they're they're going *-1 to, that whole area is going *-2 to be turned *-3 into residential ghetto, you know,###speakerb24.###they're only going *-1 to suffer.###speakera25.###and you might even be able *-1 to, to use it for, for a bombing test site, you know.###speakerb26.### t-, they're only going *-1 to suffer.### they, they've defeated themselves with, with their looting and violence.	why	no	yes	why they were upset *-2 by the verdict *t*-3	no	uh, i und rstand  just b caus   v n thos  of us that *t*-1 ar n't black or, uh, don't liv  th r  or what v r, w  all saw th  sam  thing on th , on th  tap 	e	...what is a reason...	...what is every reason...	...what is the reason...
44854:16	and so they figure why *-2 go out and vote *t*-1, you know.	###speakera3.###i think 0 it's somewhere really close to that cause i think 0 a lot of people believe that their one little vote is not going *-1 to make that much difference.###and they really don't listen to any of the issues anymore.###speakerb4.###huh.###speakera5.###because they feel like so many of the politicians are like crooked, you know?###speakerb6.###uh-huh.###speakera7.	why	no	yes	why *-2 go out and vote *t*-1	no	and so they figure , you know 	.	...what is a reason...	...what is every reason...	...what is the reason...
44662:92	i, i think, uh, 0 in a way we're able *-2 to read each other pretty well because, uh, she knows when i'm upset *t*-1 and i know when she's not feeling good *t*-3 too.	###speakera57.###speakerb58.###i mean she really could pick up on my mood uh, the way 0 i walked in the door *t*-1.###speakera59.###yeah,###yeah.###speakerb60.###it was, uh, uncanny.###speakera61.###huh.	when	no	yes	when i'm upset *t*-1	no	i, i think, uh, 0 in a way we're able *-2 to read each other pretty well because, uh, she knows  and i know when she's not feeling good *t*-3 too 	.	...what is a time...	...what is every time...	...what is the time...
35127:64	and if they saw us watching the, something, they'd say, all right, what did you see *t*-2 on what *t*-1's new,	###stuff i guess *t*-2 that *t*-1 mostly public, on public t v.###speakera82.###right.###speakerb83.###as a matter of fact, you know when i was a kid *t*-1, * excuse me, my parents used *-2 to have,###we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.###speakera84.###now there's an idea.###speakerb85.###that was just the rule.	what	no	yes	all right, what did you see *t*-2 on what *t*-1's new	no	and if they saw us watching the  something  they'd say   	,	...what is a thing...	...what is every thing...	...what is the thing...
24481:16	and i knew exactly what they were going *-1 to do *t*-2 and say *t*-2.	###i worked at mcdonald's.###speakera155.###oh, and i tell you what,###i worked at mcdonald's as well,###and i, i can tell you one thing,###there are just some people that i, you know,###you just came to the point where i mean,###and oh, i eventually worked in a lab, in a la-, as a lab technician,###and i worked front desk.###and i mean, somebody could walk in the door,	what	no	yes	what they were going *-1 to do *t*-2 and say *t*-2	no	and i knew exactly  	.	...what is a thing...	...what is every thing...	...what is the thing...
66406:18	we can find out what *t*-1 really happened and, and base the ver-, sentence on what the person did *t*-2, not on what we're allowed *-3 to let the jury hear *t*-4.	###but rather it's *?* *-5 on the rules of evidence, what can i hide *t*-2 and what do i have *-1 to tell *t*-3.###speakera55.###yeah.###speakerb56.###and i think 0 our courts should be geared *-1 much more strongly *ich*-2 towards *-1 finding out the truth than they currently are *?*.###speakera57.###yeah.###speakerb58.### and, and that way we can be sure, you know,###we can find out the truth,	what	no	yes	what *t*-1 really happened	no	we can find out  and, and base the ver-, sentence on what the person did *t*-2, not on what we're allowed *-3 to let the jury hear *t*-4 	.	...what is a thing...	...what is every thing...	...what is the thing...
171297:23	so. and i don't know what *t*-1's going *-2 to happen.	###yeah.###yeah.###that's kind of scary.###huh. well that's true.###but, i,###it's just very, very different###and i guess 0 every ten years it's just been very different.###speakerb56.###yeah.###speakera57.	what	no	yes	what *t*-1's going *-2 to happen	no	so  and i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
