TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
48301:22	um, you just never know when you might come into contact with one *t*-1.	### i, i'm, i'm not really sure,### i don't, personally i don't own a gun,###speakera27.###uh-huh.###speakerb28.###um, and i don't think 0 i probably ever would *?*, um, although i would like *-1 to know how *-2 to handle one *t*-3,### and i think 0 it's good that everyb-, and i think 0 everybody should learn how *-2 to handle one *t*-3.###speakera29.###uh-huh.###speakerb30.	when	yes		when you might come into contact with one *t*-1	yes	um, you just never know  	.	...what is a time...	...what is every time...	...what is the time...
7480:34	they're real liberal now and to where probably fifty or a hundred years ago, um, the democrat party being liberal like they are *?* now, you know, would never be thought of *-2 *t*-1,	###i always thought### it was###back when anderson was running *t*-1, i was hoping that things would change and he'd actually get elected *-2 and party politics would start *-3 going down the tubes,###but, um, that didn't work.###speakera12.###yeah.###speakerb13.###speakera14.###yeah,###there's, uh, a lot of extremes on the parties, too, with the you know, the real, uh, far side of the democrats	where	yes		where probably fifty or a hundred years ago, um, the democrat party being liberal like they are *?* now, you know, would never be thought of *-2 *t*-1	yes	they're real liberal now and to  	,	...what is a place...	...what is every place...	...what is the place...
4531:36	and more and more people start *-2 believing them or wondering how * to combine them with other things *t*-1,	###and, part of it is 0 california, you know, in, back in the sixties, had a lot of alternative movements###speakerb98.###speakera99.###and some of them fizzled out###and some of them were disastrous###and others of them, um, had an impact on the society around here.###and one of the ones that *t*-1 had an impact was, uh, people becoming interested in alternate practices,###i'm not sure if it was a meditation practice, or if it was, you know, which *t*-1 is similar to a stress management practice or alternates to, uh, a m a approved medicine.###uh, you have, you know, major, um, acupuncture schools and things out here.### and, and you could have them around long enough	how	no	no	how * to combine them with other things *t*-1	yes	and more and more people start *-2 believing them or wondering  	,	...what is a way...	...what is every way...	...what is the way...
138987:14	uh, think what else i can say *t*-1 about that.	###that's what my brother was telling me *t*-1.###that's good, good new-, good deal.###well, uh, how long were we s-,###i haven't done this in a couple months.###how long were we supposed *-1 to discuss for *t*-2?###speakera60.###uh, you're supposed *-1 to get five minutes.###speakerb61.###okay,###we got a couple more minutes then, i guess 0 *t*-1.	what	yes		what else i can say *t*-1 about that	yes	uh, think  	.	...what is a thing...	...what is every thing...	...what is the thing...
29734:16	i don't know how *-1 to explain it *t*-2.	###how were you decorating the baskets *t*-1?###speakera45.###oh, basically bows and lace uh, ribbons.###speakerb46.###um.###speakera47.###um. i really wanted *-1 to do, you know,###so many of them now have the ribbons where, i'm not sure how they do it *t*-1 *t*-2,###but the ribbons, they make them,###they like.	how	no	no	how *-1 to explain it *t*-2	yes	i don't know  	.	...what is a way...	...what is every way...	...what is the way...
49496:23	well, i kind of know how * to drive standard *t*-1	###and that's, that's a lot###it shouldn't go out that much.###speakera38.###huh-uh.###speakerb39.###and so i went ahead and bought another standard when i bought the honda *t*-1###but i don't think 0 i'm going *-1 to do that again.###i think 0 i'm going back to automatic now.###speakera40.###well, i never,	how	no	no	how * to drive standard *t*-1	yes	 ell, i kind of kno 	w	...what is a way...	...what is every way...	...what is the way...
117586:18	and i did not know what * to expect *t*-1 from a dog *-2 having not had one,	###he doesn't know that he's tearing up things,###but he does.###speakerb20.###yeah,###yeah.###speakera21.###and the worst part that i had *t*-1 with him, he's, he's three now was when he was, uh, about eight months old *t*-2###speakerb22.###uh-huh.###speakera23.	what	no	no	what * to expect *t*-1 from a dog	yes	and i did not know  *-2 having not had one 	,	...what is a thing...	...what is every thing...	...what is the thing...
31157:19	and even if i knew how * to teach the subject matter *t*-1, i don't know if i'd know how * to handle that kind of a, a group of kids *t*-2.	###i don't know anything about it.###speakerb31.###that's pretty interesting because just, just because you know a subject matter doesn't mean 0 you can teach it.###speakera32.###speakerb33.###speakera34.###right.###speakerb35.###speakera36.###right.	how	no	no	how * to teach the subject matter *t*-1	yes	and even if i knew , i don't know if i'd know how * to handle that kind of a, a group of kids *t*-2 	.	...what is a way...	...what is every way...	...what is the way...
168122:88	so so it it's, it *exp*-3's not hard * to see why, why i keep *-1 driving *t*-2.	###like i've, i've looked into *-1 riding the bus to work###and i can drive to work in, uh *ich*-2, and get there in twenty to twenty-five minutes over a very congested corridor. which *t*-1 goes over lake washington on one of the floating bridges.###speakera42.###uh-huh.###speakerb43.###but if i, uh, if i take the bus, it requires several transfers###and it takes over an hour.###speakera44.###huh.###speakerb45.	why	no	yes	why, why i keep *-1 driving *t*-2	no	so so it it's, it *exp*-3's not hard * to see  	.	...what is a reason...	...what is every reason...	...what is the reason...
101164:50	well and i would think, you know, 0 since big business is supposedly why the government makes the decisions 0 they do *t*-1 *t*-2 you know, the, the people that *t*-3 work in big business have families	###right.###right.###speakera134.###but i, i do think 0 it's an area that *t*-1 needs *-2 to be looked at *-3 and improved *-3 because more of us are going *-4 to have *-5 to work.###speakerb135.###uh-huh.###uh-huh.###speakera136.###two income families i think 0 *t*-1 are here *-2 to stay.###speakerb137.	why	no	yes	why the government makes the decisions 0 they do *t*-1 *t*-2	no	well and i would think, you know, 0  ince big bu ine   i   uppo edly  you know, the, the people that *t*-3 work in big bu ine   have familie 	s	...what is a reason...	...what is every reason...	...what is the reason...
