TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
54041:35	and, and i don't even know how * to knit *t*-1,	###speakerb38.###no.###not at all.###speakera39.###yeah.###i don't even know how * to knit *t*-1###and my mother used *-1 to knit, you know, all the time###speakerb40.###uh-huh.###speakera41.	how	no	no	how * to knit *t*-1	yes	and  and i don't even know  	,	...what is a way...	...what is every way...	...what is the way...
174405:19	i'm not really sure how we could change the legal system *-1 to make it better *t*-2.	###i haven't *?* either other than,###speakerb88.###but, uh, that friend of mine's telling me that i might have *-1 to go in for, uh, as a witness.###he may subpoena me.###speakera89.###speakerb90.###so we'll see what *t*-1 happens.###but, uh,###speakera91.###yeah.	how	yes		how we could change the legal system *-1 to make it better *t*-2	yes	i'm not really sure  	.	...what is a way...	...what is every way...	...what is the way...
16185:21	or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon *t*-1	###speakerb28.###yes.###speakera29.###speakerb30.###right.###speakera31.###it stays nice and fresh.###speakerb32.###right,###that's true.	where	yes		where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon *t*-1	yes	or eve  have you ever see 	n	...what is a place...	...what is every place...	...what is the place...
62072:48	i want *-1 to believe 0 they go into other countries and teach them how * to do things like * farm, uh, dig their own wells, set up, their schools *t*-2.	###the peace corps itself is really a, uh, dying out, isn't it *?*?###speakerb36.###i really don't know that much about it,###you know, i, i, i think of the peace corps, you know, more like the sixties *ich*-1 and that kind of stuff when,###speakera37.###it's still in existence.###speakerb38.###yeah.###and don't they go into other countries and stuff?###speakera39.	how	no	no	how * to do things like * farm, uh, dig their own wells, set up, their schools *t*-2	yes	i want *-1 to believe 0 they go into other countries and teach them  	.	...what is a way...	...what is every way...	...what is the way...
24885:14	i can see where that wouldn't be very good for a, a kid *t*-1, you know,	###but if *-2 don't work with them as a parent, i think 0 *t*-1 you're putting your child at a big disadvantage.###speakerb36.###yeah,###and, you know, there's some kids that, you know, *t*-1 want *-2 to go *-3 learn,###but most of them just want *-1 to go *-2 play.###speakera37.###yeah,###well i could, i could see 0 if a kid doesn't have any encouragement if, t-, they're, you know, come from a broken home and their parents are more concerned about *-1 trying *-2 to work### and, or maybe they're unemployed###and they're mad at the world,	where	yes		where that wouldn't be very good for a, a kid *t*-1	yes	i can see   you know 	,	...what is a place...	...what is every place...	...what is the place...
45111:93	whenever, the first time 0 i voted *t*-2, i never voted in high school because there was never anyone that *t*-1 showed us how * to use the voting machines *t*-3,	###i think 0 that sounds great.###speakerb106.###you know, it's going *-1 to take the, uh, a whole generation of my feeling, uh, before that's going *-2 to be accomplished *-2.###speakera107.###well, you know, they'd have *-1 to start when they're real young *t*-2.###speakerb108.###that's right.###speakera109.###i mean, you know, it would have *-1 to be a child that *t*-2 is just coming into school.###because, well i'll tell you another thing too now.	how	no	no	how * to use the voting machines *t*-3	yes	whenever  the first time 0 i voted *t*-2  i never voted in high school because there was never anyone that *t*-1 showed us  	,	...what is a way...	...what is every way...	...what is the way...
52890:42	oh, well, actually, i would, you know what i would love *t*-1?	###speakerb48.###do you have a boat?###speakera49.###no.###speakerb50.###no?###speakera51.###* want one bad.###do you?###speakerb52.	what	yes		what i would love *t*-1	yes	oh, well, actually, i would, you know  	?	...what is a thing...	...what is every thing...	...what is the thing...
65462:55	but i park for free up at, at memorial stadium because i know where i can do it for free *t*-1.	###speakera133.###yeah,###it'll go up.###and, if it opens.###it's, uh, something 0 we're really irritated about *t*-1 around here. or some people are really irritated about *t*-1.### they're, they're building this new sta-, they built the new stadium downtown.###and they're saying how there's going *-1 to be a lot more parking for the stadium *t*-2.###speakerb134.###uh-huh.###speakera135.	where	yes		where i can do it for free *t*-1	yes	but i park for free up at, at memorial stadium because i know  	.	...what is a place...	...what is every place...	...what is the place...
156057:16	i don't see why it makes a big difference the c i a *t*-1 because, you know, officially they don't do, they don't have any operations within the united states other than administrative.	###and, uh, you know, it, it's a, i think 0 it *exp*-1's a mistake * to move large agencies like that###speakera45.###uh-huh.###speakerb46.###or is it the f b i.###i don't remember,###but i think 0 there's,###speakera47.###well, i mean, l-,###t-,	why	no	yes	why it makes a big difference the c i a *t*-1	no	i don't see  because, you know, officially they don't do, they don't have any operations within the united states other than administrative 	.	...what is a reason...	...what is every reason...	...what is the reason...
141303:11	that is why we have not had one in a long time *t*-1.	###spec-,###because it *exp*-1 is always that hard * to get everyone together.###speakera18.###yeah.###they put one together for our family about once every june.###it was on my grandmother's birthday,###but she is, she is gone now.###speakerb19.###yeah,###see that is kind of what *t*-1 happened with ours.	why	no	yes	why we have not had one in a long time *t*-1	no	that is  	.	...what is a reason...	...what is every reason...	...what is the reason...
