TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
28106:159	and so they're getting, they get the socialization with other kids, and, you know, and not really school, but, but a different authority than mom, once in a while, you know, kind of *-2 learning how * to deal with society *t*-1.	###i mean, you figure 0 there's got *-1 to be more to life than * sitting here playing with this child.###speakera50.###yeah,### it's, it's great while they're really little,###but as they get older and they're more independent, and there's things 0 * to do *t*-1, then it *exp*-2's good for them to go to different,###speakerb51.###uh-huh.###speakera52.###i mean, it, he goes to a, a mother's day out program now once a week.###both of my kids do,	how	no	no	how * to deal with society *t*-1	yes	and so they're getting, they get the socialization with other kids, and, you know, and not really school, but, but a different authority than mom, once in a while, you know, kind of *-2 learning  	.	...what is a way...	...what is every way...	...what is the way...
1049:139	i also thought about it, was of, uh, *-1 waiting *-2 to talk to you that, another thing that *t*-4 occurred to me is 0 there is not so much invasion of my privacy because i know how *-5 to behave *t*-6 such that there isn't *?*.	###speakera67.###yeah.###speakerb68.###so, maybe that is a, a little bit of what privacy is *t*-1.###speakera69.###yes.###exactly.###speakerb70.###speakera71.###uh-huh.	how	no	no	how *-5 to behave *t*-6 such that there isn't *?*	yes	i also thought about it, was of, uh, *-1 waiting *-2 to talk to you that, another thing that *t*-4 occurred to me is 0 there is not so much invasion of my privacy because i know  	.	...what is a way...	...what is every way...	...what is the way...
153527:76	i don't want *-1 to be responsible for it because you know if you're not going *-2 to teach me how * to do it *t*-4 and if i am not going *-3 to, you know, be responsible enough * to go out and learn, i don't need it.	###and, uh, my dad gave me a gun###speakera55.###uh-huh.###speakerb56.###but i never did go out and practice with it enough * to feel comfortable with it###speakera57.###uh-huh.###speakerb58.###so i finally ended up *-1 giving it back to him.###i said i don't want it.	how	no	no	how * to do it *t*-4	yes	i don't want *-1 to be responsible for it because you know if you're not going *-2 to teach me  and if i am not going *-3 to, you know, be responsible enough * to go out and learn, i don't need it 	.	...what is a way...	...what is every way...	...what is the way...
137947:20	and it *exp*-1 was amazing how a few inches of snow would turn normally sane, manly, adult men into playful little children *t*-2.	###we got a pretty fair amount of snow.###speakerb58.###oh,###well, you had some there.###speakera59.###speakerb60.###yeah.###speakera61.###but, uh, i got down here in june of eighty-four,###and the first winter down here was probably the worst winter 0 they'd seen *t*-1 in twenty years,	how	yes		how a few inches of snow would turn normally sane, manly, adult men into playful little children *t*-2	yes	and it *exp*-1 was amazing  	.	...what is a way...	...what is every way...	...what is the way...
159024:38	well maybe, maybe you can figure out how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4.	###or is it more, um, applied physics?###speakera85.###um, i haven't, i haven't gotten too terribly much into my major yet.###actually, um, the, the degree 0 i'm getting *t*-1 is physics.###there's a different one for applied physics###so i guess 0 you could call it more *ich*-1 straight stuff than applied.###speakerb86.###okay.###speakera87.###speakerb88.	how	yes		how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4	yes	well maybe, maybe you can figure out  	.	...what is a way...	...what is every way...	...what is the way...
57302:38	but now i've, i've learned how *-1 to sew *t*-2,	###boy i have *-1 to, hunt them down.###speakera65.### sh-, she'll buy a lot of, sh-, yeah, she'll buy a lot clothes, at the end of seasons, you know, and, uh, just have them for the next year.###speakerb66.###speakera67.###speakerb68.###uh-huh.###speakera69.###and she, you know, she finds all the outlets and all the discount places and, uh, buys clothes.###uh, whe-, you know, when they were coming up *t*-1, i, i didn't sew,	how	no	no	how *-1 to sew *t*-2	yes	but now i've  i've learned  	,	...what is a way...	...what is every way...	...what is the way...
48339:27	but i think that if i learn how *-1 to use one *t*-2, i would, i would feel better.	###oh, jeez.###speakerb42.###and so that was really the only experience *ich*-2 that i've had *t*-1 with guns###and it, it kind of scared me.###speakera43.###right.###speakerb44.###speakera45.###uh-huh.###speakerb46.	how	no	no	how *-1 to use one *t*-2	yes	but i think that if i learn , i would, i would feel better 	.	...what is a way...	...what is every way...	...what is the way...
79010:88	but recently, uh, the refuse department has, has, uh, is working on *-1 getting a system *ich*-3 going where we will actually have, uh, a bend that we put things in *t*-2 for * recycling these other things *t*-4	###speakera23.###they had some bends *ich*-1, around that we could find and put them in *t*-2###speakerb24.###uh-huh.###speakera25.###but not all that many,###it wasn't very well advertised###speakerb26.###uh-huh.###speakera27.	where	yes		where we will actually have, uh, a bend that we put things in *t*-2 for * recycling these other things *t*-4	yes	but recently, uh, the refuse department has, has, uh, is workin  on *-1  ettin  a system *ich*-3  oin 	g	...what is a place...	...what is every place...	...what is the place...
116682:37	and now when i watch them *t*-1, i think, why did i ever watch those *t*-2?	###and i usually have kids around so i don't end, end up *-1 watching that one is the only problem 0 i have *t*-2 with it, i guess 0 *t*-3.###speakerb52.###oh.###speakera53.###speakerb54.###i did watch soap operas,###but i work full-time now and can't catch those anymore. except when i'm home *-1 sick *t*-2,###speakera55.###yeah.###speakerb56.	why	no	yes	why did i ever watch those *t*-2	no	and now when i watch them *t*-1, i think,  	?	...what is a reason...	...what is every reason...	...what is the reason...
98944:30	and, of course, the kids say, then why * bother *t*-2,	###well, it *exp*-2's certainly cheaper and easier in the long run, i think, that you don't have *-1 to be concerned about your wardrobe.###speakera103.###uh-huh.###well i, i think 0 it would make a difference at school.### i, i don't think 0 we should be spending time *-1 saying 0 somebody's wearing torn clothing or wearing sh-, too shorts, too short###or they've got the really short skirt and the black nylons and the high, you know,###i mean it *exp*-1's a lot of trouble * to, to take care of that.###speakerb104.###uh-huh.###speakera105.	why	no	yes	then why * bother *t*-2	no	and  of course  the kids say   	,	...what is a reason...	...what is every reason...	...what is the reason...
