TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
25772:55	any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.	###speakerb118.###speakera119.###yeah,###and it's, you know, it's a game that you don't,###like bowling, you know, you feel bad if you bowl a hundred.###but if you shoot a hundred in golf, you know,###you don't have *-1 to be an expert *-1 to play,###speakerb120.###that's right.###speakera121.	how	no	no	how * to do it *t*-2	yes	any novice can pick up a club and learn how * to hold one *t*-1 and learn  and do it right 	.	...what is a way...	...what is every way...	...what is the way...
113623:18	and i don't see why it couldn't be shortened *-1 considerably *t*-2.	###speakera51.###uh-huh,###yeah.###yeah,###it equ-,###speakerb52.###and at that point you know i, i really think 0 there needs *-1 to be maybe a shorter appeal process.###speakera53.###i do too.###i think 0 that needs *-1 to,	why	yes		why it couldn't be shortened *-1 considerably *t*-2	yes	and i don't see  	.	...what is a reason...	...what is every reason...	...what is the reason...
45129:143	and it took me, i mean it *exp*-3 took such courage 0 you wouldn't believe *t*-1 * to go *-4 vote the first time because i was waiting for somebody to laugh at me because i didn't know how * to work the machines *t*-2.	###speakerb112.###yeah.###speakera113.###they thought 0 that was funny.###ah, she don't even know how, wah, wah.###speakerb114.###right.###uh-huh.###speakera115.###so there wasn't any way 0 i was going *-1 to go in there and vote *t*-2.	how	no	no	how * to work the machines *t*-2	yes	and it took me, i mean it *exp*-3 took such courage 0 you wouldn't believe *t*-1 * to go *-4 vote the first time because i was waiting for somebody to laugh at me because i didn't know  	.	...what is a way...	...what is every way...	...what is the way...
116448:75	well, i just, i just don't understand how, of course, in my little world, how guns could be so available *t*-1.	###speakera23.###that's true.###speakerb24.###and, uh, i really, you know,###they're coming down on the principal,###but i really don't know what they can do *t*-1.###i mean, it's just in so much of society with the violence and the kids having access to weapons and drugs###and i, i really don't know what, what *t*-1 can be done *-2.###speakera25.###yeah,	how	yes		how guns could be so available *t*-1	yes	well, i just, i just don't understand how, of course, in my little world,  	.	...what is a way...	...what is every way...	...what is the way...
155874:31	and he can give me access and tell me what * to do *t*-1 and just turn me *-2 loose	###speakera35.###and i work for my instructor###and i'm i'm not a typical student.### i'm, i'm older.### i'm, i'm in my thirties, okay.###speakerb36.###yeah.###speakera37.###and so i have a lot of job experience###and my instructor thrives on that because he can just tell me what he wants *t*-1	what	no	no	what * to do *t*-1	yes	and h  can giv  m  acc ss and t ll m   and just turn m  *-2 loos 	e	...what is a thing...	...what is every thing...	...what is the thing...
120636:23	and he wants me to learn how * to work the lawn mower *t*-1,	###speakera13.###isn't that the truth.###a flyer's on every door every day.###speakerb14.###hey, i need the exercise,###so what the heck.###speakera15.###that's right.###well, we, um, we, my husband does the same thing,###he does the yard,	how	no	no	how * to work the lawn mower *t*-1	yes	and he wants me to learn  	,	...what is a way...	...what is every way...	...what is the way...
95258:37	but i do a little bit where it, where it wouldn't hurt anybody *t*-1.	###that was,###you know, i would not mind it.###speakerb5.###yeah,### i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury *t*-1, absolutely.###speakera6.###right.###speakerb7.###and i don't have a problem *ich*-1 at all with employers, uh, testing in the hiring process,###but i, i, i don't, i don't have a problem with them *ich*-1 too much, testing even after the fact,	where	yes		where it wouldn't hurt anybody *t*-1	yes	but i do a little bit where it,  	.	...what is a place...	...what is every place...	...what is the place...
145183:37	you know, once a day this overlap *ich*-1 happens where we can't, one of us be home *t*-2.	###speakera29.###it will be forty hour week, not, no, eight to five type of thing.###speakerb30.###yeah.###speakera31.###so, depending on what my class schedule looks like *t*-1, he may spend four, si-, anywhere from four *rnr*-2 to eight *rnr*-2 hours a day in child care at that point.###right now we're trying *-1 to avoid it,###but we just, as a matter of fact just yesterday hired a, a girl *-1 to, uh, watch him.###uh, i get out of class at certain time###and my wife is already supposed *-1 to be on her way to her class.	where	yes		where we can't, one of us be home *t*-2	yes	you know, once a day this overlap *ich*-1 happens  	.	...what is a place...	...what is every place...	...what is the place...
4331:10	is that why you like aerobics classes *t*-1, because you're not, sort of, someone else is doing the counting for you, so, it makes it less of a chore?	###uh-huh.###speakerb30.### or, but, but i do try and, um, i do try and regulate how much exercise i get *t*-1 a week.###speakera31.###uh-huh,###uh-huh.###speakerb32.###speakera33.###yeah,###yeah.	why	no	yes	why you like aerobics classes *t*-1, because you're not, sort of, someone else is doing the counting for you, so, it makes it less of a chore	no	is that  	?	...what is a reason...	...what is every reason...	...what is the reason...
85675:19	i can't figure out why they adored him *t*-1.	###yeah.###speakera51.###they love violent leaders, to, you know,###i mean * look at, you know, the leader 0 they had *t*-1.### they, they just adored him, because he was so strict and cruel,###speakerb52.###yeah.###speakera53.###and, you know, for a while there he had them, be-,###speakerb54.	why	no	yes	why they adored him *t*-1	no	i can't figure out  	.	...what is a reason...	...what is every reason...	...what is the reason...
