TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
150080:91	and kind of a couple of people, they just took it from me without me knowing really and kind of passed it off, so i didn't know who *t*-1 had it.	###the only thing 0 i've ever had *t*-1, was 0 i've had my wallet lifted *-2###speakera53.###uh-huh.###speakerb54.###but that was in a more of a, a setting where there was a number of people around *t*-1,###and i kind of got,###i was much younger at the time###speakera55.###uh-huh.###speakerb56.	who	no	yes	who *t*-1 had it	no	and kind of a couple of people, they just took it from me without me knowing really and kind of passed it off, so i didn't know  	.	...who is a person...	...who is every person...	...who is the person...
57547:40	i tried *-1 to remember *ich*-3 as i took stuff off where it went *t*-2,	###speakera25.###yeah,###the hardest part about, uh, water pump changes is * getting all the junk off, before you can get too it.###speakerb26.###well that's true.###you're right, you know,###by the time 0 you've finally got down to it *t*-1,###i was hoping 0 i could remember where all those other things went *t*-1.###speakera27.###well that's kind of the way 0 i was *t*-1,	where	no	yes	where it went *t*-2	no	i tried *-1 to remember *ich*-3 as i took stuff off  	,	...what is a place...	...what is every place...	...what is the place...
22314:16	i don't know how * to make it better for them *t*-1	###uh-huh.###speakera77.###speakerb78.###yeah,###speakera79.###speakerb80.###and what do those kids do *t*-1,###they get it at school and come home,###what do they do *t*-1 then.### i, i feel, i feel for them,	how	no	no	how * to make it better for them *t*-1	yes	i don't kno 	w	...what is a way...	...what is every way...	...what is the way...
72086:35	and back in those times we pretty much were taught *-1 how * to be responsible *t*-2.	### the, the divorce rate keeps *-1 hovering around fifty percent or so###and it got higher than that for a while.###um, that's hard 0 * to say *t*-1.###families are such a strange configuration anymore.###um, i, i see a lot of families where,###you know, in the, in the back,###i grew up about the same time 0 you did *t*-1,###speakerb66.###uh-huh.###speakera67.	how	no	no	how * to be responsible *t*-2	yes	and back in those times we pretty much were taught *-1  	.	...what is a way...	...what is every way...	...what is the way...
79971:13	you know, how some older women will get the big bulge right in the middle *t*-1.	###well if you keep *-1 working out when you're young though *t*-4, when you get older *t*-3, you know, your body's not going *-2 to look as bad.###i seen an old woman today,###she was about eighty###and she looked so good,###speakera45.###yeah.###speakerb46.###i mean she was standing *-1 just as straight and tall###and she had a small waist###and she didn't have, you know, like,	how	yes		how some older women will get the big bulge right in the middle *t*-1	yes	you know,  	.	...what is a way...	...what is every way...	...what is the way...
6384:24	* let me explain to you how you get scholarships, * to do that *t*-1.	###yeah.###exactly.###speakera63.###and, then her little brother's only two years behind###speakerb64.###exactly.###speakera65.###and he says, well, i don't know,###i think that i probably want *-1 to be a veterinarian.###and i said, that's great.	how	no	yes	how you get scholarships, * to do that *t*-1	no	* let me explain to you  	.	...what is a way...	...what is every way...	...what is the way...
80505:155	because if you, uh, use drop cloths *-5 to cover everything and you use masking tape *-6 to trim out, uh, all the parts that you don't want *-1 to slop over onto *t*-2, you don't have *-3 to be quite as precise about how you do it *t*-4	###speakera73.###sure.###speakerb74.###it wouldn't be any kind of special, um, special effects type thing.###speakera75.###yeah.###speakerb76.###it would be just plain paint.###speakera77.###well it's not hard 0 * to do *t*-1 if you get everything prepared *-2 ahead of time.	how	no	yes	how you do it *t*-4	no	because if you, uh, use drop clo hs *-5  o cover every hing and you use masking  ape *-6  o  rim ou , uh, all  he par s  ha  you don'  wan  *-1  o slop over on o * *-2, you don'  have *-3  o be qui e as precise abou 	t	...what is a way...	...what is every way...	...what is the way...
110051:14	and *-3 knowing how they love *-1 to dig and love the water *t*-2, um, and we thought 0 that was kind of a tough climate	###and she's about ten pounds,###and they range from probably ten to sixteen pounds###speakerb22.###oh, that's interesting.###speakera23.###and they love people, um, and kids###and that was something 0 we were looking for *t*-1, um,### our, our love is golden retrievers,###and that's what we had intended *-1 to get *t*-2 in houston,###but we had a small yard and a pool	how	no	yes	how they love *-1 to dig and love the water *t*-2, um, and	no	and *-3 knowing  w  thought 0 that was kind of a tough climat 	e	...what is a way...	...what is every way...	...what is the way...
170113:94	but, really, i'm, i happy, i, i, well i'm curious how other people live *t*-1.	###speakerb4.###speakera5.###mumblex i don't, uh, uh, i don't have a long-term financial plan.###i don't try *-1 to control my expenses.###speakerb6.###speakera7.###but i'm, i'm glad 0 you're a stranger.###speakerb8.###that sounds kind of like me.###speakera9.	how	no	yes	how other people live *t*-1	no	but, really, i'm, i happy, i, i, well i'm curious  	.	...what is a way...	...what is every way...	...what is the way...
153958:24	just like i'm not real sure why anybody would need a full automatic weapon *t*-1.	###you could go through the black market like you say.###you know, you always be able *-1 to get around###but, uh,###speakerb72.###sure.###speakera73.###yeah,###it's one of things###but, uh, i don't know.### i guess, i guess 0 some forms of guns should probably be controlled *-1	why	yes		why anybody would need a full automatic weapon *t*-1	yes	just like i'm not real sure  	.	...what is a reason...	...what is every reason...	...what is the reason...
