TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
127857:21	well, i don't see how he couldn't be, *?* *t*-1 you know.	###we don't have that station either,###so, uh, i haven't been able *-1 to catch any of that,###but just what little we caught *t*-1 on the news.###speakera107.###it's just as wild as any soap opera, from what i hear *t*-1 on the news.###speakerb108.###oh, i know it.###speakera109.###and i think 0 he's guilty as the devil.###speakerb110.	how	yes		how he couldn't be, *?* *t*-1	yes	well, i don't see  you know 	.	...what is a way...	...what is every way...	...what is the way...
100627:16	they don't know what * to expect *t*-1 at home.	###speakera37.###speakerb38.###it's what *t*-1's wrong with families###and if, if children come to school, yes, *-1 insecure and their mo-, biggest concern is survival both at home,###speakera39.###and society in general.###speakerb40.###speakera41.###right.###speakerb42.	what	no	no	what * to expect *t*-1 at home	yes	they don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
165754:44	and then you really have *-1 to start *-2 saying okay, now what can we afford *t*-3 you know,	###yeah.###speakerb89.###you will see that all of a sudden you're paying, you're trying *-1 to decide whether you are going *-2 to do, you know, soccer and piano and all these choices that they have *t*-3 of activities 0 * to do *t*-4###speakera90.###yeah###when,###speakerb91.###speakera92.###uh-huh.###speakerb93.	what	yes		okay, now what can we afford *t*-3	yes	and then you really have *-1 to start *-2 saying  you know 	,	...what is a thing...	...what is every thing...	...what is the thing...
131614:11	we know what we can do *t*-1.	###we don't go out *-1 drinking beer till three and try *-1 to go to class in the morning.###speakerb120.###at seven,###yeah.###speakera121.### we're past, yeah, we're past that age.###speakerb122.###yes,### we're, we're smarter now.###speakera123.	what	yes		what we can do *t*-1	yes	we know  	.	...what is a thing...	...what is every thing...	...what is the thing...
148793:49	do you, uh, did you take classes *-2 to learn how * to do that *t*-1?	###* give it away as gifts.###speakerb68.###uh-huh.###speakera69.###but, making my own furniture.###speakerb70.###yeah.###speakera71.###speakerb72.###oh, that's interesting.	how	no	no	how * to do that *t*-1	yes	do you, uh, did you take classes *-2 to learn  	?	...what is a way...	...what is every way...	...what is the way...
61922:110	and and it puts me right up-to-date what i'm, what i have *-1 to do *t*-2, what i have *-3 to ship *t*-4, what i should be expecting *t*-5 to be returned *-7.	###speakera89.###uh-huh.###speakerb90.###and they're dated.###so i have *-1 to keep up with them, uh,### and and it *exp*-1's very handy * doing it on the computer.###speakera91.###yeah.###speakerb92.###i just run a printout every week	what	yes		what i should be expecting *t*-5 to be returned *-7	yes	and and it puts me right up-to-date what i'm, what i have *-1 to do *t*-2, what i have *-3 to ship *t*-4,  	.	...what is a thing...	...what is every thing...	...what is the thing...
36140:45	and, uh, it helped me out because i learned things and learned how *-1 to do things differently *t*-2.	###speakerb128.###yeah.###speakera129.###well, as a substitute teacher for a year, i, i can say yes.###speakerb130.###yeah,###i mean, i talked with somebody else about that another time,###and, you know, when i's in graduate school *-1 working on my master's degree in math *t*-2, i was, uh, teaching as part of my, part of the program.###and i just love *-1 teaching.### that was a lot, that's probably the most fun 0 i had *t*-1.	how	no	no	how *-1 to do things differently *t*-2	yes	and, uh, it helped me out because i learned things and learned  	.	...what is a way...	...what is every way...	...what is the way...
73049:23	so, um, i can see where someone, you know, in a position like that, in a live-in capacity, would definitely be the way 0 * to go *t*-1 if you're, you're lucky enough *-3 to have the financial mumblex 0 * to be able *-2 to do that *t*-4 *t*-5.	###right.###speakerb32.###speakera33.###right.###i do have a friend that, uh, uh,###she and her roommate became live-in care givers###and they loved it.###they had stayed with this family from the time 0 these children were small, you know, four or five years old *t*-1, up until they were well into grade school.###and, uh, she was paid *-1 very well because they, the parents trusted them###and they, you know, had done such a good job.	where	yes		where someone, you know, in a position like that, in a live-in capacity, would definitely be the way 0 * to go *t*-1 if you're, you're lucky enough *-3 to have the financial mumblex 0 * to be able *-2 to do that *t*-4 *t*-5	yes	so, um, i can see  	.	...what is a place...	...what is every place...	...what is the place...
83302:67	uh, after the case was over, i was like, somebody get ahold of these people and find out why in the world did they vote the way 0 they did *t*-1 *t*-2, you know.	###speakera91.###oh, yeah.###well, i do a lot of business up in washington.###speakerb92.###speakera93.###i was there during the, during the trial actually,###yeah.###speakerb94.###yeah.###and the opposite was true of me.	why	no	yes	why in the world did they vote the way 0 they did *t*-1 *t*-2	no	uh, after the case was over, i was like, somebody get ahold of these people and find out , you know 	.	...what is a reason...	...what is every reason...	...what is the reason...
61547:36	you know, it's like we can't understand why he kept *-1 wanting *-1 to get out *t*-2, you know,	###speakera151.###so i can't,### i, i, i just have not,###i don't understand, you know, because it's, like, he's got a good home, you know,###he's got,###i mean, we have two kids, you know, that *t*-1 just love him a lot,###speakerb152.###yeah,###yeah.###speakera153.	why	no	yes	why he kept *-1 wanting *-1 to get out *t*-2	no	you know  it's like we can't understand   you know 	,	...what is a reason...	...what is every reason...	...what is the reason...
