TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
31208:73	are the rest of us who *t*-1 went for the big bucks, you know, staying out of, you know, where maybe we should be kind of socially obligated *-2 to spend some time *-4 teaching or something with these kids *t*-3?	###speakera52.###yes.###speakerb53.###that's encouraging.###speakera54.###yes.### and i, and i, i got to *-3 thinking back when i was teaching college chemistry *t*-1,###the people that *t*-2 took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable###and it,###my god, you know, i-,	where	yes		where maybe we should be kind of socially obligated *-2 to spend some time *-4 teaching or something with these kids *t*-3	yes	are the rest of us who *t*-1 went for the big bucks, you know, staying out of, you know,  	?	...what is a place...	...what is every place...	...what is the place...
97050:16	they do not know how *-1 to think for themselves and be responsible, for themselves *t*-2.	###yeah.###speakerb180.###they are intellectual cripples,###speakera181.###uh-huh.###speakerb182.###and so are *t*-1 children.###speakera183.###uh-huh.###speakerb184.	how	no	no	how *-1 to think for themselves and be responsible, for themselves *t*-2	yes	they do not know  	.	...what is a way...	...what is every way...	...what is the way...
50918:80	uh, the special on channel thirteen that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago, it detailed how this one person went about *-6 finding out this particular pers-, from this particular person his home mortgage, how much he pays *t*-4 for it, what his payments are *t*-5, uh, his, uh, social security number, driver's license, any kind of records 0 he may have *t*-7. uh, their credit card and the status of their credit *t*-8.	###bye-bye.###speakera1.###well, on this subject of invasion of privacy,###yes,###it *exp*-1's very easy for anybody * to find out about you.###your,###speakerb2.###well, i don't really like that very much.###speakera3.###yeah,	how	yes		how this one person went about *-6 finding out this particular pers-, from this particular person his home mortgage, how much he pays *t*-4 for it, what his payments are *t*-5, uh, his, uh, social security number, driver's license, any kind of records 0 he may have *t*-7. uh, their credit card and the status of their credit *t*-8	yes	uh, the special on channel thirteen that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago, it detailed  	.	...what is a way...	...what is every way...	...what is the way...
71647:47	i'd be afraid,, afraid 0 i probably forgot how * to ride a bike *t*-1, you know.	###yeah.###i hope not. um,###speakera85.### we've, we ride our bike occasionally but again not nearly often enough.###speakerb86.###uh-huh.###i don't even own a bike,###i think 0 the last time 0 i was on a bike *t*-1 when i was about twelve *t*-2,###so.###uh, i don't know,	how	no	no	how * to ride a bike *t*-1	yes	i'd be afraid,, afraid 0 i probably forgot , you know 	.	...what is a way...	...what is every way...	...what is the way...
62250:48	or, you know, * to find a job where they can learn how * to support themselves *t*-1 *t*-2,	###speakerb102.###but.###speakera103.###they're not going *-1 to take that money 0 you give them *t*-2 and go *-3 try *-4 to figure out a way 0 * to dry out with it *t*-5.###now * come on, let's be realistic,###speakerb104.###yeah.###speakera105.###that's just not realistic.###speakerb106.	how	no	no	how * to support themselves *t*-1	yes	or  you know  * to find a job where they can learn  *t*-2 	,	...what is a way...	...what is every way...	...what is the way...
90074:87	but, uh, gee, i just i like *-1 to read gardening books and things like that. just * to tell me what *-2 to do *t*-3 with my garden	###right.###speakera77.### and, and so, it was, it was a much more intense book than the sort of flimflam that they cast *t*-1 off in the movie.###speakerb78.###right.###speakera79.###speakerb80.###i know.###speakera81.###and, anyway, we are not talking about that,	what	no	no	what *-2 to do *t*-3 with my garden	yes	but, uh, g  , i just i lik  *-1 to r ad gard ning books and things lik  that. just * to t ll m 	e	...what is a thing...	...what is every thing...	...what is the thing...
7981:19	you don't even know who *-1 to payoff *t*-2, huh?.	###speakerb90.###yeah,###speakera91.###most of the time.###speakerb92.###but the politics, the politics gets worse in the small towns sometimes.###speakera93.###oh man, in dallas you don't even know who *t*-1's in, in administration,###there's so many of them.###speakerb94.	who	no	no	who *-1 to payoff *t*-2	yes	you don't even know , huh? 	.	...who is a person...	...who is every person...	...who is the person...
91713:93	do they always have the, the one person in the family who * knows, or everyone thinks 0 *t*-4 they know how * to make this the best *t*-3, so that's what they get *-1 to cook *t*-2.	###speakera60.###oh, that's nice.###speakerb61.###uh, that happens *-1 to be my specialty for that family.###i do other things very well,###speakera62.###right.###speakerb63.###but there are others in the family who *t*-1 do them better.###speakera64.	how	no	no	how * to make this the best *t*-3	yes	do they always have the, the one person in the family who * knows, or everyone thinks 0 *t*-4 they know , so that's what they get *-1 to cook *t*-2 	.	...what is a way...	...what is every way...	...what is the way...
5323:36	i guess, uh, 0 i don't even know why i watched c n n *t*-1.	###well, why was c n n the only,###of course i think, 0 saddam hussein only allowed c n n to broadcast it,###is that not true?###speakerb8.###um.###speakera9.###it *exp*-1 was unusual * not to have the different sources, you know, of news coverage.###speakerb10.###yeah.###um, i don't know.	why	no	yes	why i watched c n n *t*-1	no	i guess, uh, 0 i don't even know  	.	...what is a reason...	...what is every reason...	...what is the reason...
84643:18	and you are like, why are they repeating *t*-1?	###right, um,### i do not, i do not know. because i am not real up on a lot of news things.###speakera174.###uh-huh.###speakerb175.###but, you know, you just hear about that, that, you know,###speakera176.###uh-huh.###speakerb177.###it is a lot of repeat crime.	why	no	yes	why are they repeating *t*-1	no	and you are like,  	?	...what is a reason...	...what is every reason...	...what is the reason...
