TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
46764:31	i, i'm not sure how *-1 to explain it *t*-2,	###speakerb48.###uh-huh.###speakera49.###speakerb50.###uh-huh.###speakera51.###i don't like those styles, um,###the m p v is more of, uh, uh, just, uh, i don't know what you, normal,,###i don't know how *-2 to explain *t*-1,###more of an old fashioned type.	how	no	no	how *-1 to explain it *t*-2	yes	i  i'm not sure  	,	...what is a way...	...what is every way...	...what is the way...
109227:56	you need *-1 to get into the the system a little more and know where * to take things *t*-2.	###well,###speakerb8.###but, uh it's working up to a year now,###speakera9.###yeah.###speakerb10.###so, i guess 0 we're old timers compared to some people.###speakera11.###yeah,###i think 0 that's a good excuse.	where	no	no	where * to take things *t*-2	yes	you need *-1 to get into the the system a little more and know  	.	...what is a place...	...what is every place...	...what is the place...
173417:34	it *exp*-2's hard * to explain to them why you can't *?* *t*-1.	###speakera45.###speakerb46.###speakera47.###i mean, we do it to a point###but uh, not to where she feels different *t*-1,###speakerb48.###yeah.###speakera49.###but some of them are very rich###speakerb50.	why	yes		why you can't *?* *t*-1	yes	it *exp*-2's hard * to explain to them  	.	...what is a reason...	...what is every reason...	...what is the reason...
58758:18	and my mother taught me how * to make it *t*-1.	###and, um, the sticky buns, of course, would last, you know three or four days###and that would be it.###speakera116.###yeah,###then be gone.###i know,###that's the thing about baking.### i used *-1 to, i, i don't mind *-2 baking at all###and i, i can do a pretty good pie,###we have this pie crust recipe *ich*-1 in our family that my grandmother gave my mother *t*-2	how	no	no	how * to make it *t*-1	yes	and my mother taught me  	.	...what is a way...	...what is every way...	...what is the way...
20214:134	there are, were some, uh, regulations *ich*-2 over, i don't know whether they're laws passed * or, or whatever they're called *-4 *t*-1, uh, just recently, where, uh, people with certain diseases can not be excluded *-5, uh, from, uh, immigration *t*-3.	### i, i think 0 if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think 0 *t*-3 it, it would bring in a lot of, uh, people that *t*-1 are, run *-2 out of other countries or in trouble in, in other countries.###i think 0 they'd come here *-1 trying *-2 to find a new market for their, their brand of crime.###speakerb32.###uh-huh.###well, you know, there's another aspect of this, too.###they're also, uh, uh, diminishing the, uh, health restrictions which,###speakera33.###i was not aware, aware of that.###speakerb34.###well, yes.	where	yes		where, uh, people with certain diseases can not be excluded *-5, uh, from, uh, immigration *t*-3	yes	there are, were some, uh, regulations *ich*-2 over, i don't know whether they're laws passed * or, or whatever they're called *-4 *t*-1, uh, just recently,  	.	...what is a place...	...what is every place...	...what is the place...
59038:40	and if i had a third one, i just don't know where it would come from *t*-1.	###speakera33.###and i mean it's hard with two,###now, we,###uh, my youngest one,###i have two,###i have a son and a daughter,###and my youngest one is going *-1 to be graduating from college soon,###speakerb34.###oh!###speakera35.	where	yes		where it would come from *t*-1	yes	and if i had a third one, i just don't know  	.	...what is a place...	...what is every place...	...what is the place...
139943:42	well, um, my parents' house is like three miles south of where the mason-dixon line would have hit the ohio river *t*-1 had it continued that far.	###speakerb66.###well, that's, yeah, that's interesting.###so it's really up north in the country, really, mumblex.###speakera67.###yeah,###speakerb68.###i guess so.###speakera69.###yeah.###it's,	where	yes		where the mason-dixon line would have hit the ohio river *t*-1 had it continued that far	yes	well, um, my parents' house is like three miles south of  	.	...what is a place...	...what is every place...	...what is the place...
115523:46	when i like something *t*-3, i usually try *-1 to figure out how * to make money off of it *t*-2.	###speakerb86.###speakera87.###that's,###uh, well, my, my other things that i like *-1 to do *t*-2 in my spare time, i'm, i like *-3 swimming.###speakerb88.###uh-huh.###speakera89.###which *t*-1 is in now.###i've done that###and i, i also,	how	no	no	how * to make money off of it *t*-2	yes	when i like something *t*-3, i usually try *-1 to figure out  	.	...what is a way...	...what is every way...	...what is the way...
35455:94	but i just, i kind of worry about *-2 getting a car that *t*-1's that new with low mileage on it because you wonder why did the person that *t*-3 owned it want *-4 to get rid *-5 of it *t*-6.	###speakera51.###right.###that's what i'm thinking about *t*-1 on my next car is do i want *-2 to get another brand new car because last two cars are brand new###speakerb52.###uh-huh.###speakera53.###or do i look for a used car that *t*-1's maybe two, three years old that but that *t*-2's, you know, low mileage and in good shape.###speakerb54.###yeah.###speakera55.	why	no	yes	why did the person that *t*-3 owned it want *-4 to get rid *-5 of it *t*-6	no	but i just, i kind of worry about *-2 getting a car that *t*-1's that new with low mileage on it because you wonder  	.	...what is a reason...	...what is every reason...	...what is the reason...
44662:118	i, i think, uh, 0 in a way we're able *-2 to read each other pretty well because, uh, she knows when i'm upset *t*-1 and i know when she's not feeling good *t*-3 too.	###speakera57.###speakerb58.###i mean she really could pick up on my mood uh, the way 0 i walked in the door *t*-1.###speakera59.###yeah,###yeah.###speakerb60.###it was, uh, uncanny.###speakera61.###huh.	when	no	yes	when she's not feeling good *t*-3	no	i, i think, uh, 0 in a way we're able *-2 to read each other pretty well because, uh, she knows when i'm upset *t*-1 and i know  too 	.	...what is a time...	...what is every time...	...what is the time...
