TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
14735:59	and we're just really, uh, uh, now, trying *-1 to, uh, figure out how * to cope with the problem *t*-3 because it has grown so huge.	###well, but you know, the, the strange thing, uh, perhaps, not strange, but something that many people don't realize *t*-1, is that you can go back as far as nineteen fifty-one and fifty-two and find that there were drug dealers at that time trying *-2 to influence the high school kids,###because, uh, i'm a retired educator.###speakera51.###okay.###speakerb52.###and, in fifty-one and fifty-two, the police came to the high school where i was *t*-1 and were telling us how * to recognize when kids were on drugs *t*-2 *t*-3, how * to recognize the pushers outside the one entrance, that they were giving their drugs away in order *-4 to get the kids started * *t*-5, and so on, and so on.###speakera53.###yeah.###speakerb54.###so it's a problem that *t*-1's been around for over forty years,	how	no	no	how * to cope with the problem *t*-3	yes	and we're just really, uh, uh, now, trying *-1 to, uh, figure out  because it has grown so huge 	.	...what is a way...	...what is every way...	...what is the way...
59176:18	and they can't imagine why we would want *-1 to have children *t*-2.	###but you come to a place like belton,###and th-,###a lot of the kids here get married *-1 out of high school.###speakera81.###uh-huh.###speakerb82.###it's real small town,###and i-,###and a lot of people in our su-,###we're the only couple *ich*-3 in our sunday school class, except for one other couple, who *t*-1 are in their forties, and they can't have children, who *t*-2 don't have children.	why	yes		why we would want *-1 to have children *t*-2	yes	and they can't imagine  	.	...what is a reason...	...what is every reason...	...what is the reason...
39190:57	because, you kind of, even, even a cat, you never know when they might bite or scratch or something *t*-1.	###speakera125.###yeah,###now that's an idea###speakerb126.###speakera127.###with the small babies.###speakerb128.###that she can watch *t*-1, but *t*-1 won't take too much care.###speakera129.###yeah,	when	yes		when they might bite or scratch or something *t*-1	yes	because, you kind of, even, even a cat, you never know  	.	...what is a time...	...what is every time...	...what is the time...
155619:56	you know the fam-, well the families do not necessarily, uh, know what * to do *t*-1 with them	###they really are *?*.###they don't like *-1 to keep them longer than a week.###speakerb23.### so so there is some good to it.###speakera24.###speakerb25.###speakera26.###yeah.###speakerb27.###uh, sometimes too, it's used *-1 as a dumb job.	what	no	no	what * to do *t*-1 with them	yes	you kno  the fam-,  ell the families do not necessarily, uh, kno 	w	...what is a thing...	...what is every thing...	...what is the thing...
162880:43	and then you have *-1 to give a reason *ich*-2 to the court why you can't serve *t*-3.	###but they're really looking for someone who *t*-1 will pretty much fulfill the lawyers' desires.###you know, the,###because you get up### and, and they ask you a few questions,###both sides do,###and then you, you're either challenged *-2 which *t*-1 is, you know,###each attorney can use that as much as they like *?*###or, i think 0 it's a limit now,###they probably have a limit now,###but, they pretty much go through that,	why	yes		why you can't serve *t*-3	yes	and then you have *-1 to give a reason *ich*-2 to the court  	.	...what is a reason...	...what is every reason...	...what is the reason...
122899:21	well, i don't know what * to do *t*-1 about the federal budget.	###uh-huh.###speakerb80.###but you just don't think about them.###speakera81.###right.###speakerb82.###and that's true.###i think, uh, you know,###we've gotten different programs at work, you know, *-2 to, to, uh, make it *exp*-1 visible to management that we are doing things better,###speakera1.	what	no	no	what * to do *t*-1 about the federal budget	yes	well, i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
151728:33	so i, i kind of know how * to do these things *t*-1.	###speakera10.###oh.###speakerb11.###and i brought a lot of family together then.###speakera12.###uh-huh.###and how did you feel 0 it went *t*-1?###speakerb13.###it went pretty good.### i'm, i've worked in hotels,	how	no	no	how * to do these things *t*-1	yes	so i, i kind of know  	.	...what is a way...	...what is every way...	...what is the way...
133817:19	i don't know even how *-1 to say *t*-2,	###i don't know how else * to explain it *t*-1.###speakerb58.###what color is it *t*-1?###speakera59.###it's pink.###speakerb60.###pink,###okay.###speakera61.###it's kind of got, uh, oh, just kind of a worn look to it.	how	no	no	how *-1 to say *t*-2	yes	i don't know even  	,	...what is a way...	...what is every way...	...what is the way...
99065:57	and, uh, you know, *-1 having gone to the university of minnesota, i know what a big university is like *t*-2.	###speakerb25.###that's correct.###i have two daughters,###but my oldest will be, will be a sophomore.###speakera26.### is, uh, because you live in austin, is she thinking about the university of texas?###speakerb27.###she has her heart set on u t.###speakera28.###speakerb29.	what	no	yes	what a big university is like *t*-2	no	and, uh, you know, *-1 having gone to the university of minnesota, i know  	.	...what is a thing...	...what is every thing...	...what is the thing...
58146:21	and i don't even know what they're doing *t*-1 for themselves. you know.	###speakerb100.###i mean they're not helping anybody.### that's the, that's the whole point,###speakera101.### th-, not.###speakerb102.###they're not doing anything for anybody except themselves.###speakera103.###that's true.###speakerb104.	what	no	yes	what they're doing *t*-1 for themselves	no	and i don't even know   you know 	.	...what is a thing...	...what is every thing...	...what is the thing...
