TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
24098:98	um, if, you know, if they want *-1 to get a liberal arts degree, i don't, i don't know what advice i'd give them *t*-2.	###depending upon the field, i know 0 there are some fields which a person should go to the school, that school, all four years *t*-1,###but i know 0 there are some fields where it's really not necessary *t*-1.###speakerb6.###yeah,###a lot fields are,###most of your liberal arts degrees and stuff aren't really concerned with your first two years anyway.### it's, it's your core education, your general requi-, general education requirements.###speakera7.###uh-huh.###speakerb8.	what	yes		what advice i'd give them *t*-2	yes	um, if, you know, if they want *-1 to get a liberal arts degree, i don't, i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
122679:17	you hear about it where they will take the orange ball out there *t*-1	###speakerb62.###no,###but i have played golf in the snow before.###* get out my orange golf ball and go out.###speakera63.###yeah.###speakerb64.###speakera65.###yeah,###that's what they do *t*-1 here sometimes.	where	yes		where they will take the orange ball out there *t*-1	yes	you hear abou  i 	t	...what is a place...	...what is every place...	...what is the place...
30768:11	you know how they can make any of, any single one of them in a movie to be a super superstar of any sort *t*-1, you know,	###* chop them up,###exactly.###and,###speakerb20.###this is supposed *-1 to be the, the guy that *t*-2's, uh, replaces bruce lee or whatever or, or the next chuck norris type of guy.###speakera21.###yeah.###speakerb22.###speakera23.###or he's singular i guess, you know.	how	yes		how they can make any of, any single one of them in a movie to be a super superstar of any sort *t*-1	yes	you know   you know 	,	...what is a way...	...what is every way...	...what is the way...
150716:46	and i could play again on it because after a while you just learn how * to rehabilitate yourself to play that way *t*-1.	###uh-huh.###yeah,### i did, i injured mine so many times that rehabilitating became quite easy.###speakera63.###oh.###speakerb64.###speakera65.###oh, mumblex.###speakerb66.###i mean, it would only take three or four days	how	no	no	how * to rehabilitate yourself to play that way *t*-1	yes	and i could play again on it because after a while you just learn  	.	...what is a way...	...what is every way...	...what is the way...
14829:73	it's like, those guys, at one point, you know, they had so much money that they didn't know what * to do *t*-1 with it.	###nope,###i only heard about it.###speakera83.###okay,###in one part, the guy goes out of jail,###and within, uh, two months, he has all his house payments gone * everything paid *, you know,###speakerb84.###uh-huh.###speakera85.###and he had enough money * to, you know,	what	no	no	what * to do *t*-1 with it	yes	it's like, those guys, at one point, you know, they had so much money that they didn't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
7754:20	well, isn't it funny how baseball's getting less than like football players would *?* *t*-1.	###yeah.###speakerb6.###i haven't even heard that,###that's great.###i think 0 he deserves every penny of it.###speakera7.###yeah.###speakerb8.###but, there are some others out there that i don't believe 0 *t*-1 deserve the money 0 they're getting *t*-2.###speakera9.	how	yes		how baseball's getting less than like football players would *?* *t*-1	yes	well, isn't it funny  	.	...what is a way...	...what is every way...	...what is the way...
116445:48	and i, i really don't know what, what *t*-1 can be done *-2.	###and it *exp*-1 is really frightening, uh, * to think that you can't even send them to school in safety.###i mean, certainly, you know, you can't just turn them loose in the middle of dallas,###but, you know, when you can't even, send them on their normal activities in safety *t*-1, it, it's really frightening.###speakera23.###that's true.###speakerb24.###and, uh, i really, you know,###they're coming down on the principal,###but i really don't know what they can do *t*-1.###i mean, it's just in so much of society with the violence and the kids having access to weapons and drugs	what	yes		what, what *t*-1 can be done *-2	yes	and i, i really don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
119372:73	i mean, i, i have a friend who, if she likes something, isn't sure what size somebody might need *t*-1, *t*-2 will buy it in every color and size and, you know, take everything back again.	###speakera1.###okay.###when they first said the subject *t*-1, my mind went kind of blank.###i thought, gee, i haven't taken anything back for a long time.###speakerb2.###well, i haven't either, uh,### i, i hate *-1 returning things.###speakera3.###yeah.###speakerb4.	what	yes		what size somebody might need *t*-1	yes	i mean, i, i have a friend who, if she likes something, isn't sure , *t*-2 will buy it in every color and size and, you know, take everything back again 	.	...what is a thing...	...what is every thing...	...what is the thing...
133581:44	um, i'm not really, uh, sure that i even understand why the administration is proposing, for instance, tax reductions *t*-1, because it seems to me that if, if, if they're talking about * reducing, uh, the tax that *t*-4 needs *-2 to be paid *-5, or the tax that *t*-3's currently being paid *-6, then that can't, it seems to me 0 it can't possibly, you know, help with the, the deficit picture.	###and that effectively adds to whether it's officially on the books or not.###speakerb9.###right.###exactly.###um,###speakera10.###and that's got *-1 to be paid *-2.###speakerb11.###exactly,### and, and, uh, so this creates a pretty serious problem that *t*-1's going *-2 to continue *-3 to be with us for a while 0 *t*-4 to come.	why	no	yes	why the administration is proposing, for instance, tax reductions *t*-1	no	um, i'm not really, uh, sure that i even understand , because it seems to me that if, if, if they're talking about * reducing, uh, the tax that *t*-4 needs *-2 to be paid *-5, or the tax that *t*-3's currently being paid *-6, then that can't, it seems to me 0 it can't possibly, you know, help with the, the deficit picture 	.	...what is a reason...	...what is every reason...	...what is the reason...
62138:16	and maybe this is why this has died out *t*-1.	###speakerb64.###speakera65.###they could buy their way out.###speakerb66.###yeah,###i mean, there would be loopholes just like there is *?* in anything else.###speakera67.###right,###you know, they, they'd figure a way around that one in a heartbeat.###but,, i'm wondering if there's another issue here,	why	no	yes	why this has died out *t*-1	no	and maybe this is  	.	...what is a reason...	...what is every reason...	...what is the reason...
