TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
154107:34	i don't know how * to how * to describe it *t*-1	### i've had, i had access *ich*-1 in the past to, uh, uh, the a p news wire###and i thought 0 that was that was pretty a pretty good way 0 * to get news *t*-1.###uh, i've never used the dow jones news wire###but, uh,###yeah###it, uh,### do you get any, uh, do you read any news magazines or anything like that for sort of like a broader, like more long term analytical sort of approach?###speakerb18.###uh, well actually not.###uh, i do, uh, follow, uh, uh, uh,	how	no	no	how * to how * to describe it *t*-1	yes	i don't kno 	w	...what is a way...	...what is every way...	...what is the way...
114731:36	i've heard that people that *t*-1 finally learn how * to use it *t*-2 really like it.	###that's something 0 we want *-1 to learn *t*-2.###speakera61.###yeah,###it's really,###i love lotus.###speakerb62.###oh.###speakera63.###i think 0 that's about my favorite.###speakerb64.	how	no	no	how * to use it *t*-2	yes	i've heard that people that *t*-1 finally learn  really like it 	.	...what is a way...	...what is every way...	...what is the way...
87941:11	she knows how * to do that *t*-1.	###she is *?*.###she's rich.###speakera55.###yeah,###and she's rich###and she,###yeah,###so.###speakerb56.###mumblex she's smart at what she does *t*-1.	how	no	no	how * to do that *t*-1	yes	she knows  	.	...what is a way...	...what is every way...	...what is the way...
95476:78	so i'm curious especially since t i --s a local, you know, employer is also already doing it, * seeing what they'll say *t*-1 about it especially since,	###and the city workers, uh, took them to court *-1 to protest, *-1 saying that it invaded their, i guess, first a-, the, the search and seizure amendment###speakera104.###uh-huh,###uh-huh.###speakerb105.###and it's still tied *-1 up in the legal channels.###they haven't ruled on whether they can test them or not.###speakera106.###huh.###speakerb107.	what	yes		what they'll say *t*-1 about it	yes	so i'm curious especially since t i --s a local  you know  employer is also already doing it  * seeing  especially since 	,	...what is a thing...	...what is every thing...	...what is the thing...
112423:40	but i would, i would not really know how * to go about *-1 selecting one nowadays *t*-2,	###no.###uh, m-, my daughter that *t*-1 has three stays home with her children,###speakerb14.###oh, that's nice.###speakera15.###and one of my daughters has one###but an aunt keeps the baby.###speakerb16.###oh, that's nice.###speakera17.	how	no	no	how * to go about *-1 selecting one nowadays *t*-2	yes	but i would  i would not really know  	,	...what is a way...	...what is every way...	...what is the way...
86649:33	i took my kids out and taught them out, how * to shoot a gun *t*-1.	###speakerb98.###i don't,###and i enjoyed my guns.###speakera99.###yeah.###speakerb100.###i have a good time with them###so,###speakera101.###well i know what, uh,	how	no	no	how * to shoot a gun *t*-1	yes	i took my kids out and taught them out,  	.	...what is a way...	...what is every way...	...what is the way...
14560:34	i just remember *-1 trying *-2 to figure out where you could get	###and then they're some sections kind of in the corner areas,###and then the cheapest of course is going *-1 to be the end, the direct end zones.###but, um, they have about four or five different prices *ich*-1 now, that they're structuring it with *t*-2,###but obviously yeah, they're all going up, mumblex more or less is what it's going *-1 to do *t*-2.###speakerb88.###so now the tickets even got lower than the lowest one last year.###speakera89.###um, you know, i'm not sure,###i'm not positive,### i didn't, i didn't really think about that.	where	yes		where you could get	yes	i jus  remember *-1  rying *-2  o figure ou 	t	...what is a place...	...what is every place...	...what is the place...
147760:69	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.	###right.###and that would be a next question 0 * to ask *t*-1.###how many do you think 0 *t*-1 are in there for pub-, for bu-,###because they want *-1 to be a service to us###or are they in there for their own gains,###and personally i feel 0 it's probably, there's probably some of each.###speakerb12.###right.###yeah.###but i think 0 maybe a lot of them, um,	what	yes		what can i steal *t*-1 while in an office	yes	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not  but how many friends can i make *t*-3 while, i'm in office 	.	...what is a thing...	...what is every thing...	...what is the thing...
84754:112	like when we lived in tennessee *t*-1, we, we took them to washington, d c * to see all the capitol and, and things like that when they were small *t*-2.	###i think 0 that's just part of their overall educational process, is * to get out and see and do things.###speakerb8.###right,###uh-huh.###speakera9.###yeah,###yeah.###and so, it's uh,###we have, uh, lived several places around the u s###and we have, where we've lived *t*-1, we've taken them to see and do things of interest and of historical significance in the area,	when	no	yes	when they were small *t*-2	no	like when we lived in tennessee *t*-1, we, we took them to washington, d c * to see all the capitol and, and things like that  	.	...what is a time...	...what is every time...	...what is the time...
54495:19	and we're like well why don't we go *-1 see this now *t*-2,	###speakera24.###oh, i, i def-,###we saw part of the african queen on, on t v a couple of years ago,###speakerb25.###yeah,###that was good,###yeah.###speakera26.###and i've, i've alwa-, i've been wanting *-1 to see all of it###but we just, you know, we walk into the video store	why	no	yes	well why don't we go *-1 see this now *t*-2	no	and we're like  	,	...what is a reason...	...what is every reason...	...what is the reason...
142132:13	so that is why we you know play over there *t*-1	###and, i don't think 0 a cart damages the turf.###speakerb30.###right.###well, the reason why we play over there *t*-1 is because it's where, since we are a garland resident, they gave us a special deal where you can get, uh, ten rounds of golf for a hundred dollars *t*-2,###yeah,###a hundred dollars###cause it is half price what the normal green fees are *t*-1.###speakera31.###uh-huh.###speakerb32.	why	no	yes	why we you know play over there *t*-1	no	 o that i 	s	...what is a reason...	...what is every reason...	...what is the reason...
90819:139	an, and, i mean, * choosing from my experience, you know, i thought, you know, 0 my, i know what i want *t*-2 a lot more than my parents know what i want *t*-1.	###yeah.###speakerb20.###well, you know, the thing is, 0 when you're a kid *t*-2###and the kid at that age, especially if they're going into undergraduate, it seems like they think 0 they know what they want *t*-1.###speakera21.###uh-huh.###speakerb22.###speakera23.###yeah.###speakerb24.	what	no	yes	what i want *t*-1	no	an, and, i mean, * choosing from my experience, you know, i thought, you know, 0 my, i know what i want *t*-2 a lot more than my parents know  	.	...what is a thing...	...what is every thing...	...what is the thing...
46482:16	i'm not sure what it is *t*-1 there.	###speakerb98.###oh sure.###speakera99.###i mean, i couldn't believe that she couldn't think of any place.###they said, 0 the, apparently the crime, is, just, uh,###speakerb100.###that's amazing,###well, wh-, what *t*-1's the difference there,###do you know?###speakera101.	what	no	yes	what it is *t*-1 there	no	i'm not sure  	.	...what is a thing...	...what is every thing...	...what is the thing...
23316:16	i don't know what new york does *t*-1 about theirs.	###i think 0 we're getting, becoming more conscious because we just can't stick everything in landfills any more.###so.###speakera73.###no,###there's not going *-1 to be any room, shortly.###speakerb74.###no,###no,###the office,###speakera75.	what	no	yes	what new york does *t*-1 about theirs	no	i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
155694:15	who *t*-1 know what they're doing *t*-2 with that.	###and you need a special nursing home for that.###you need one that *t*-1 has a unit that *t*-2's locked *-3 where they are not able *-4 to get out and roam around *t*-5###speakera54.###yeah.###speakerb55.###and you need people who *t*-1 are trained *-2 for that type of problem.###speakera56.###right.###speakerb57.###speakera58.	what	no	yes	what they're doing *t*-2 with that	no	who *t*-1 know  	.	...what is a thing...	...what is every thing...	...what is the thing...
27795:11	i know what i like *-1 to listen to *t*-2 as far as classical music.	###uh, over time i became very interested in, in baroque classical###and i think 0 that was just through * experiencing contacting college and the fact that i found it, it very relaxing for me.###my tastes now run i guess 0 *t*-1 to a upbeat, uh, simon,###speakera9.###yeah.###speakerb10.###it's something that *t*-1 interests me, uh, combined with, with the classical tastes 0 i had mentioned *t*-2.###and my classical music tends *-1 to be confined *-2 to the seventeen hundreds, early eighteen hundred music.###i'm not a music, um, mumblex,###i'm not particularly schooled in it.	what	no	yes	what i like *-1 to listen to *t*-2 as far as classical music	no	i know  	.	...what is a thing...	...what is every thing...	...what is the thing...
48466:38	but you do have *-1 to research that, find out what *t*-2 works for your system.	###speakerb16.###exactly,###and there are, lots of them on the market.###speakera17.###yeah,###basically payroll.###speakerb18.###speakera19.###yeah.###speakerb20.	what	no	yes	what *t*-2 works for your system	no	but you do have *-1 to research that, find out  	.	...what is a thing...	...what is every thing...	...what is the thing...
177034:133	uh, and th-, and the problems that, that *t*-3 has come that *t*-4 has come from this decision that that jury came to *t*-1 after all of us witnessed what we did *t*-2 with the video tape beating. uh just makes you wonder i guess whether or not they,	###speakera3.###so i, i really don't think 0 it, they can really do much of anything *-1 to change it.###what do you think *t*-1?.###speakerb4.###uh, i, i don't think so.###possibly in the jury selection would be the only,###speakera5.###speakerb6.###just for example, what we're seeing *t*-1 in california i guess *t*-2.###it makes 0 you wonder, uh, had the jury been a different group of people what *t*-1 would have happened with that outcome.	what	no	yes	what we did *t*-2	no	uh  and th-  and the problems that  that *t*-3 has come that *t*-4 has come from this decision that that jury came to *t*-1 after all of us witnessed  with the video tape beating. uh just makes you wonder i guess whether or not they 	,	...what is a thing...	...what is every thing...	...what is the thing...
