TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
61475:34	i mean, you know, they know exactly how * to get that attention *t*-1, you know,	###oh.###speakera121.###that,###and, uh, most dogs do that.###i mean,###speakerb122.###yeah,###they do.###speakera123.###i don't know any that *t*-1 really don't.	how	no	no	how * to get that attention *t*-1	yes	i mean  you know  they know exactly   you know 	,	...what is a way...	...what is every way...	...what is the way...
48252:70	i guess 0 i would tend myself *-1 to be more towards the, the, like three, where i don't think 0 you should necessarily ban guns any, by any means *t*-2,	###i mean it's,###speakera11.###huh.###speakerb12.### i, i shouldn't say 0 i don't know if it was any worse,###but it certainly didn't get any better.###speakera13.###uh-huh.###i usually just,###i'm trying *-1 to think of,	where	yes		where i don't think 0 you should necessarily ban guns any, by any means *t*-2	yes	i guess 0 i would tend myself *-1 to be more towards the  the  like three   	,	...what is a place...	...what is every place...	...what is the place...
87606:87	so i'm no-, i'm, uh, think that the, we really ought *-1 to seriously consider what an income tax might do *t*-2 that, uh, for texas	###uh, yeah,### i, i think so.### i, i'm, uh, i think 0 i'm, i think 0 i'm, uh, a little out of the ordinary in that, that i, i, uh, i think 0 i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are *?* and think that we need *-1 to, we need *-2 to either raise our taxes or, or cutback on something###and i don't know what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2.###speakera3.###at this stage it *ich*-1's hard, * to tell.###speakerb4.### and, and, uh, and, uh, i know 0 i'm a real, a real, uh, out of it in terms of taxes###speakera5.###speakerb6.	what	yes		what an income tax might do *t*-2 that, uh, for texas	yes	so i'm no-, i'm, uh, think that the, we  eally ought *-1 to se iously conside 	r	...what is a thing...	...what is every thing...	...what is the thing...
109259:18	but i didn't know where * to take them *t*-1.	###speakerb22.###uh-huh.###speakera23.###and then we usually save up our cans and, and change them in for money.###speakerb24.###well, where do you do that *t*-1,###because we've been saving cans for my daughter's choir um,###speakera25.###uh-huh.###speakerb26.	where	no	no	where * to take them *t*-1	yes	but i didn't know  	.	...what is a place...	...what is every place...	...what is the place...
107569:49	so i kind of know how it *exp*-4 is * to, how *-1 to decide if you want *-2 to put somebody in a rest home *t*-3	###have you *?*?###speakerb2.###um, actually i have, um, i've, i've been in them but, um, * just visiting###and, uh, we used *-1 to g-,###when we were like in, in our teen ages *t*-2 we'd go on sundays and visit, you know, the older people.###but, um, i have an elderly grandma that *t*-1 lives with us.###speakera3.###uh-huh.###speakerb4.###and she's lived with us for like five years.	how	no	no	how it *exp*-4 is * to, how *-1 to decide if you want *-2 to put somebody in a rest home *t*-3	yes	so i kind of kno 	w	...what is a way...	...what is every way...	...what is the way...
153431:62	well, i mean, i mean i don't really know what they can, how they can really enforce the laws any better *t*-1	###well, that's pretty scary.###so, does, now do they want us to say where we feel *t*-1 about it, like in *-2 rating it one to ten.###speakera19.###uh, yeah,### i'd probably, i'd probably say about a five.###speakerb20.###that's where i would probably be *t*-1.###speakera21.###* seems like it's a good safe number 0 * to pick *t*-1, you know.###speakerb22.	how	yes		what they can, how they can really enforce the laws any better *t*-1	yes	 ell, i mean, i mean i don't really kno 	w	...what is a way...	...what is every way...	...what is the way...
134735:28	so you never know what, what *t*-1 may occur,	###speakerb42.###oh, yeah,###yeah.###speakera43.###any of that stuff from the jetsons, from that cartoon, that you would never imagine 0 *t*-1 would come, become possible,###and now you, we have a lot of those,###so,###speakerb44.###uh-huh.###speakera45.	what	yes		what, what *t*-1 may occur	yes	so you never know  	,	...what is a thing...	...what is every thing...	...what is the thing...
31019:97	and they just change the title and, uh, and reshot a few parts, you know, where they, yeah, you know, where they could *?* *t*-1.	###speakera113.### i mean, hollywood, i mean they were doing their dealings with that before they even got over there, i think 0 *t*-1.###speakerb114.###yeah.###well, they had some,###in some of those, you know, they, i guess they retitled some movies that *t*-1 were going *-2 to be about lebanese and, and, you know, and, and americans###speakera115.###uh-huh.###speakerb116.###and they decide, oh, * make it iraqis and americans, you know,	where	yes		where they, yeah, you know, where they could *?* *t*-1	yes	and they just change the title and, uh, and reshot a few parts, you know,  	.	...what is a place...	...what is every place...	...what is the place...
37675:66	i, you know, i think that there's coming to a point *ich*-1 real soon when ticket prices are going *-2 to be to the point where the average fan can't go *t*-3 *t*-4	###it really doesn't,###so.###speakerb90.###well and that, i think 0 that's maybe part of it that, that the, um,###and it, you know,###if i owned the team. i think 0 *t*-1 you'd like them to do well###but the question of * losing big, big money that###what, did, did, did steinbrenner actually make money on the,###speakera91.###uh, you got me.	when	yes		when ticket prices are going *-2 to be to the point where the average fan can't go *t*-3 *t*-4	yes	i, you k ow, i thi k that there's comi g to a poi t *ich*-1 real soo 	n	...what is a time...	...what is every time...	...what is the time...
105619:43	and i, you know, i don't know why they both made him do that *t*-1 since it was so close together.	###speakerb88.###he took one for, for, uh, wal-mart for job hiring###speakera89.###uh-huh.###speakerb90.###and then sam's called him### and, and he took another one###speakera91.###right.###speakerb92.	why	no	yes	why they both made him do that *t*-1	no	and i, you know, i don't know  since it was so close together 	.	...what is a reason...	...what is every reason...	...what is the reason...
138699:15	which *t*-1 is why people are talking about *t*-2,	###yes.###so we live in a society *ich*-2, though, where everyone if you ask them on polls, will, uh, say that they think that everyone has a right to health care *t*-1.###speakerb19.###uh-huh.###speakera20.###and yet, i don't think 0 we've ever quite decided who *t*-1's really supposed *-2 to pay for it.###speakerb21.###well, that's the thing, you know,###uh, unfortunately the ones that *t*-1 currently pay and pay the premiums for health insurance are, are paying for the people that *t*-2 don't have health insurance.###speakera22.	why	no	yes	why people are talking about *t*-2	no	which *t*-1 is  	,	...what is a reason...	...what is every reason...	...what is the reason...
