TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
75684:18	it *exp*-2 was amazing what i found out 0 i could do *t*-1 on my own if i just put my mind to it.	###oh, my.###speakerb6.###so, uh, it had *-1 to have everything done *-2 from top to bottom to * having it leveled *-3, jacked up *-3, uh, new plumbing, new wiring, wallpaper, paint,###everything 0 you can think of *t*-1, that house had *-2 to have *t*-3.###speakera7.### you, you are experienced i would say 0 *t*-1.###speakerb8.###speakera9.###speakerb10.###well, i, i really did enjoy it, uh, you know,	what	yes		what i found out 0 i could do *t*-1 on my own if i just put my mind to it	yes	it *exp*-2 was amazing  	.	...what is a thing...	...what is every thing...	...what is the thing...
59470:107	but, uh, i certainly agree that if someone owns a fire arm that have as much responsibility * to know how * do, use it safely *t*-2 as someone learns how * to drive *t*-1, if not more so.	###uh-huh.###well, we can could be,###speakerb46.###i said 0 the restrictions 0 i would like *-1 to see *t*-2 on, for anybody, whether it being for handgun, a rifle, a shotgun,###i would like *-1 to see them go through either,###i'd like *-1 to see a law enforcement agency, not n r a,###but whether it be the, your state police or your county police for you to be able purchase a handgun. you got *-1 to go through their course and get certified *-2 that you know how * to properly handle the weapon *t*-1, how * to safely handle the weapon *t*-3, how * to properly maintain it *t*-4, the three basics.###speakera47.###well, that makes a lot of since to me.###i mean, i certainly feel that if, if, we may disagree on when someone should own a fire arm *t*-1	how	no	no	how * to drive *t*-1	yes	but, uh, i certainly agree that if someone owns a fire arm that have as much responsibility * to know how * do, use it safely *t*-2 as someone learns , if not more so 	.	...what is a way...	...what is every way...	...what is the way...
57972:53	and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action i guess, *t*-2 you getting into their governmental affairs which you really can't do *t*-1 as, as another country.	### but, but i think 0 somewhere that got lost *-1. you know, in the long term effects of the, of the war###speakerb36.###yeah,###yeah.###speakera37.###and,###speakerb38.### we-, you have *-1 to, i-, you know, you have *-2 to give bush a lot of credit for### he, he said that's what we were going there *-3 to do *t*-1###and he did what, what he said *t*-1	where	yes		where, where it would have turned into more of a police action. uh, or more of a political action i guess, *t*-2 you getting into their governmental affairs which you really can't do *t*-1 as, as another country	yes	and he did pull out before it got any further than that  	.	...what is a place...	...what is every place...	...what is the place...
24860:16	they don't know what * to do *t*-1,	###speakerb26.###right,###in high school.###speakera27.###so when i went to my first year of tech school *t*-1, i had a very easy time because our high school had a, a good program.###speakerb28.###right.###speakera29.###speakerb30.###i think 0 the schools today, you know, the public schools are just, they're just overrun *-1, you know,	what	no	no	what * to do *t*-1	yes	they don't know  	,	...what is a thing...	...what is every thing...	...what is the thing...
173250:33	they're the only things 0 americans still know how *-3 to build *t*-1 *t*-2	###i really leave it on there just for, *-1 just to have it out of the way because you put it on the ground it gets dirty.###speakerb87.###* to have it out of the way.###right.###speakera88.###but, uh, they're solid.###uh, trucks are built *-1, uh, i mean,###speakerb89.###i think 0 they last a lot longer than anything else.###speakera90.	how	no	no	how *-3 to build *t*-1 *t*-2	yes	they're the only things 0 americans still kno 	w	...what is a way...	...what is every way...	...what is the way...
36664:16	i don't know how you can really keep, uh, the inside of a tent clean *t*-1.	###and that's just about as bad as a kid.###speakera25.###yeah,###boy, he doesn't go in and out of the tent a hundred times. and use it as a play, uh,###speakerb26.###uh-huh.###speakera27.###they like *-1 to play in them.###speakerb28.###yeah,	how	yes		how you can really keep, uh, the inside of a tent clean *t*-1	yes	i don't know  	.	...what is a way...	...what is every way...	...what is the way...
28589:33	or i've got my p c configured *-2 to where i can use either printer. the one that *t*-1's on the network or my own *t*-3.	###speakera89.###right.###the copy that you can mumblex *t*-1 with one of those as compared to one of those dot matrix printers.###speakerb90.###yeah.###i've got a little, little, uh, i b m pro printer on my desk,###speakera91.###yeah.###speakerb92.### but, and i can use either the pro printer	where	yes		where i can use either printer. the one that *t*-1's on the network or my own *t*-3	yes	or i've got my p c configured *-2 to  	.	...what is a place...	...what is every place...	...what is the place...
167908:50	so i guess 0 i can't really i can't say what it *exp*-2 would be like *t*-1 * to, uh, grow up in a really oppressed region.	###but these people obviously weren't *?*.###speakerb38.###that's hard 0 for me to say *t*-1 since i didn't, i didn't really grow,###speakera39.###speakerb40.###well when i went to elementary school *t*-1 it, it wasn't in a great area###but i still, i mean, i learned * to read, started *-1 learning *-2 to read when i was in kindergarten *t*-3, you know.###speakera41.###yeah.###speakerb42.	what	yes		what it *exp*-2 would be like *t*-1 * to, uh, grow up in a really oppressed region	yes	so i guess 0 i can't really i can't say  	.	...what is a thing...	...what is every thing...	...what is the thing...
33803:18	i said, uh, why do i feel like i need *-1 to start *-2 pushing myself more *t*-3.	###yeah,###thanks a lot.###speakera117.###yeah,###because i was saying to him, i said, i'm not that heavy,###i'm not heavy, you know,###maybe ten to fifteen pounds like any other human being.###speakerb118.###uh-huh.###speakera119.	why	no	yes	uh, why do i feel like i need *-1 to start *-2 pushing myself more *t*-3	no	i said,  	.	...what is a reason...	...what is every reason...	...what is the reason...
31802:16	i don't know why we have so much going for us *t*-1,	### i had, i had a cousin that *t*-1 was stationed *-2 there, plattsburgh for a while.### he, he remembers lots of snow.###speakera53.###yeah,###plattsburgh's kind of a,### it's, uh, it's, uh, depressed economically.###speakerb54.###oh, really, oh.###speakera55.###when you go across the lake *t*-1, um,	why	no	yes	why we have so much going for us *t*-1	no	i don't know  	,	...what is a reason...	...what is every reason...	...what is the reason...
19794:18	well, you know, why they actually held them off *t*-1?	###they were some groups of it, the vicksburg,###if you ever get a chance * to go over to vicksburg, the battleground at vicksburg, uh, there's an area there where there was, uh, some texas, uh, groups *t*-1###and they had an interesting time there.###speakerb66.###oh, i'll bet 0 they did.###speakera67.###and down there at sabine pass, uh,###i can't think of the guy's name###but he held off, uh, you know, just he and a handful of guys managed *-1 to hold off the whole union navy for a while from *-2 coming up the sabine river which *t*-3 was of no consequence but still is an interesting story.###speakerb68.	why	no	yes	why they actually held them off *t*-1	no	well, you know,  	?	...what is a reason...	...what is every reason...	...what is the reason...
51762:50	but i thought, well, you know, i'd like *-1 to see what she's doing *t*-2, you, know.	### and, and some kid goes out and gets the kid###and, it's time 0 * to go *t*-1.###speakerb144.###yeah.###speakera145.###speakerb146.###huh.###speakera147.###well, at first that always kind of bothered me.###i mean, not bothered me,	what	no	yes	what she's doing *t*-2	no	but i thought, well, you know, i'd like *-1 to see , you, know 	.	...what is a thing...	...what is every thing...	...what is the thing...
