TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
175577:55	he needs *-1 to do his own course of investigation and, and see what he can do *t*-5 because who *t*-2 knows what *t*-3's going *-4 to happen in another thirty years.	###speakera29.### and, uh, and, you know, i can get up,###speakerb30.###i know.### it, it seems *-1 to be, be kind of, kind of scary, you know. because you think of,###uh, see my son's eighteen right now###and he, he's, uh, he wants *-1 to go into engineering.###and the, the, the branches of engineering that he wants *-1 to go into *t*-2 is now kind of open###and he's interested in, basically, three different areas.###but, uh, it *ich*-2's difficult for me to try *-1 to give him any kind of advice or to advise him or anything like that.	what	yes		what he can do *t*-5	yes	he needs *-1 to do his own course of investigation and, and see  because who *t*-2 knows what *t*-3's going *-4 to happen in another thirty years 	.	...what is a thing...	...what is every thing...	...what is the thing...
14679:13	they say, why can't we have the same things that these other people have *t*-1 *t*-2,	###speakerb34.###right.###speakera35.###and so, as, as,###and the people in the country don't want as much as the people in the city.###speakerb36.###uh-huh.###speakera37.###now what *t*-1 happens is 0 all those that *t*-2 don't have any money in the country move to the cities,###and they rush *-1 to get the same thing.	why	yes		why can't we have the same things that these other people have *t*-1 *t*-2	yes	they say   	,	...what is a reason...	...what is every reason...	...what is the reason...
86712:37	and, and, uh, he taught me how * to shoot, uh, a old single shot twenty-two *t*-1	### this was, it was not my, it was my mother's uncle,###this was a gentleman in his sixties,###speakerb118.###um.###speakera119.###and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.###speakerb120.###uh-huh.###speakera121.###we went *-1 squirrel hunting	how	no	no	how * to shoot, uh, a old single shot twenty-two *t*-1	yes	and, and, uh, h  taught m 	e	...what is a way...	...what is every way...	...what is the way...
6640:18	but i don't know how they'd enforce it *t*-1,	###yeah,###that's true.###speakera51.### and, uh, but if, you know,###speakerb52.###people that *t*-1 might benefit most from it *ich*-4 might not go in that situation, you know, like people that *t*-2 really are trapped *-3 in a ghetto or something like that.###speakera53.###yeah.###speakerb54.###* might not go if it was voluntary,	how	yes		how they'd enforce it *t*-1	yes	but i don't know  	,	...what is a way...	...what is every way...	...what is the way...
58968:49	or either they'll have a computer at home *rnr*-2 and in the hospital *rnr*-2 where you can just, you know, just continue right on with your work *t*-1.	###i think 0 it's going *-1 to,### in, like in the future, i think 0 *t*-2 all women are going *-1 to work.###speakerb6.###yeah.###speakera7.###i mean, they may let you off for a day or two *-1 to have your baby,###but that will be it,###speakerb8.###yeah.###speakera9.	where	yes		where you can just, you know, just continue right on with your work *t*-1	yes	or either they'll have a computer at home *rnr*-2 and in the hospital *rnr*-2  	.	...what is a place...	...what is every place...	...what is the place...
50809:76	but i don't know if they really had significant effects in the places where they went *t*-2, in *-3 teaching the people how * to cope with their lives better *t*-1.	###and it really did seem *-1 to be a worthwhile organization,###but on the other hand, i'm not sure what the permanent value of it was *t*-1.###i don't, know what we got *t*-1 for all the money.###speakerb50.###uh-huh.###speakera51.###we had an awful lot of idealistic people who *t*-1 went off to, uh, what *t*-2 was then east pakistan is now bangladesh, and to, uh, algeria and to, uh, southeast asia and lots of, uh, out-of-the-way places.###speakerb52.###uh-huh.###speakera53.	how	no	no	how * to cope with their lives better *t*-1	yes	but i don't know if they really had significant effects in the places where they went *t*-2, in *-3 teaching the people  	.	...what is a way...	...what is every way...	...what is the way...
125891:14	i've got where now i can hit it in, in the air some of the time *t*-1.	###so.###speakerb18.###* to get me they, they say 0 i hit worm burners because i, i can't hit it up in the air.###speakera19.###yeah.###speakerb20.###so i'm pretty bad###but i, i, i get great distance *-1 hitting it, you know, mumblex across the ground,###and if it's going over water or something one of them have *-1 to take the shot for me because i'm,###but i'm getting better.	where	yes		where now i can hit it in, in the air some of the time *t*-1	yes	i've got  	.	...what is a place...	...what is every place...	...what is the place...
86651:16	uh, she knows how * to shoot any weapon that we have *t*-1 *t*-2	###and i enjoyed my guns.###speakera99.###yeah.###speakerb100.###i have a good time with them###so,###speakera101.###well i know what, uh,###i took my kids out and taught them out, how * to shoot a gun *t*-1.###my wife the same thing,	how	no	no	how * to shoot any weapon that we have *t*-1 *t*-2	yes	uh,  he know 	s	...what is a way...	...what is every way...	...what is the way...
107470:16	i don't know why we are so complacent *t*-1,	###well,###speakerb18.###uh, and, and i'm not sure how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3.###speakera19.### i'm, i'm not sur-,###the only thing is 0 if they don't vote, they have no right * to complain.###speakerb20.###absolutely.###speakera21.###it is, um,	why	no	yes	why we are so complacent *t*-1	no	i don't know  	,	...what is a reason...	...what is every reason...	...what is the reason...
29901:34	i, i just don't know when i'm ever,	###and i tell you,###really, i could just kick myself for *-1 even starting it, because i have a feeling 0 i'm never going *-2 to get it done.###i'm probably going *-1 to hear about it the rest of my life.###speakerb104.###oh, i'm sure 0 you'll get it done,###but it just may not of the original,###obviously not of the original time schedule.###speakera105.###no,###that's true.	when	no	yes	when i'm ever	no	i  i just don't know  	,	...what is a time...	...what is every time...	...what is the time...
59128:29	you know, i think to myself, what did i do *t*-1.	###speakera65.###well you know, i can't imagine how i did *t*-1, because now i work all the time,###speakerb66.###yeah.###speakera67.###and, um, well i work all week,###and, um, i can't imagine how i stayed home *t*-1.###speakerb68.###yeah.###speakera69.	what	no	yes	what did i do *t*-1	no	you know, i think to myself,  	.	...what is a thing...	...what is every thing...	...what is the thing...
100629:16	they don't know what *t*-1's going *-2 to happen just out front of their apartment complex.	###it's what *t*-1's wrong with families###and if, if children come to school, yes, *-1 insecure and their mo-, biggest concern is survival both at home,###speakera39.###and society in general.###speakerb40.###speakera41.###right.###speakerb42.###they don't know what * to expect *t*-1 at home.###they don't feel secure there,	what	no	yes	what *t*-1's going *-2 to happen just out front of their apartment complex	no	they don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
113411:16	i don't know what we're going *-1 to be able *-2 to do *t*-3 about it	###yeah,###and * thank god 0 we don't operate our budget, the way 0 they operate theirs *t*-1###or we'd all be in, in dire trouble.###speakerb32.###speakera33.###speakerb34.###amen.###speakera35.###but that's, uh,###yeah,	what	no	yes	what we're going *-1 to be able *-2 to do *t*-3 about it	no	i don't kno 	w	...what is a thing...	...what is every thing...	...what is the thing...
37082:41	and of course, most of us, we don't really appreciate what we've got *t*-2 because we've been so used to it.	###i'm sure 0 a lot of them are missing those household items.###speakerb58.###yeah,###the major conveniences of life.###speakera59.###yeah###what we consider just, i don't, *t*-2 normal everyday things to them is real luxury. which *t*-1 is unfortunate for them,###speakerb60.###yeah.###speakera61.	what	no	yes	what we've got *t*-2	no	and of course, most of us, we don't really appreciate  because we've been so used to it 	.	...what is a thing...	...what is every thing...	...what is the thing...
34253:14	i was seeing what they was banging on *t*-1.	###and if you try *-1 to do anything, uh, like, uh, *-3 not identify yourself to the government, they know who you are *t*-2.###speakera111.###yeah.###and everything about you.###speakerb112.###and, that's true.###speakera113.###uh, i,### bu-, bu-, you know, they know so, how much money *ich*-2 you make *t*-1 a week to, uh, probably your, uh,###my kid is banging.	what	no	yes	what they was banging on *t*-1	no	i was seeing  	.	...what is a thing...	...what is every thing...	...what is the thing...
27003:16	it doesn't matter what you do *t*-2.	###speakera37.### exact-, exactly,###speakerb38.###speakera39.###and too, most people don't have that option.###speakerb40.###yeah.###speakera41.###you know. and plus it also depends on the district 0 you're in *t*-1 as, i mean, on the,###i've seen some districts where all the schools are lousy *t*-1	what	no	yes	what you do *t*-2	no	it doesn't matter  	.	...what is a thing...	...what is every thing...	...what is the thing...
150868:32	but other than that, you really don't know what *t*-1's going on.	###speakera35.###right.###speakerb36.###speakera37.###right.###and the news, too, it just doesn't, um, cover that many stories,###i mean, it just covers your basic, you know, violent crimes and, you know, and, and your ca-, catastrophes with weather and stuff,###speakerb38.###yeah.###speakera39.	what	no	yes	what *t*-1's going on	no	but other than that, you really don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
30575:17	instead of * knowing what they want *-1 to say *t*-2 before they eve-, they just, you know, play with it, and, which in a way *-3 is nice * to be able 0 * to do *t*-4,	###speakera107.###that's probably one of the problems and frustrations that it's brought *t*-1 about, because people do feel like, oh well, we can just change it.###speakerb108.###well, we'll try this out and see what it looks like *t*-1.###yeah.###speakera109.###yeah,###* use it as a, just a,###speakerb110.###yeah,	what	no	yes	what they want *-1 to say *t*-2	no	instead of * knowing  before they eve-  they just  you know  play with it  and  which in a way *-3 is nice * to be able 0 * to do *t*-4 	,	...what is a thing...	...what is every thing...	...what is the thing...
159819:13	but i know what i like *t*-1 when it's, uh, when i like a sound. a certain kind of sound *t*-2,	###oh, rea-,###were they religious?###speakera75.###yes.###speakerb76.###uh, i see.###i,###speakera77.###so, i'm always behind.### i'm, i'm not, i'm never really up to date on all that stuff.	what	no	yes	what i like *t*-1	no	but i know  when it's  uh  when i like a sound. a certain kind of sound *t*-2 	,	...what is a thing...	...what is every thing...	...what is the thing...
67603:53	but, uh, this dog, dennis jumped in and got this look on his face like what do i do *t*-1 now, as he's floating down the river then finally discovered that he could swim and, uh, actually paddled up against the current and, uh, made it back to the shore and climbed up	###speakera96.###'cause if she fell in then i'd of been, had *-1 to go in after her.###speakerb97.###speakera98.###and up here the water's probably about forty degrees right now.###speakerb99.###ugh,###ugh.###speakera100.###and i would not have been fun *-1 trying *-2 to retrieve her,	what	no	yes	what do i do *t*-1 now	no	but, uh, this dog, dennis jum ed in and got this look on his face like , as he's floating down the river then finally discovered that he could swim and, uh, actually  addled u  against the current and, uh, made it back to the shore and climbed u 	p	...what is a thing...	...what is every thing...	...what is the thing...
