TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
147341:32	and some of them are limited care *ich*-2 too where people can do, uh,	###that way,###i want *-1 to see the nursing home. if i have *-2 to put him into one.###you know, where i can go *-2 see it *t*-1.### i, i'd be very uncomfortable with him being in colorado.###and,###speakerb26.###oh, why yeah.###i am sure 0 you have got some really good nursing homes around dallas.###speakera27.###yes.	where	yes		where people can do, uh	yes	and some of them are limited care *ich*-2 too  	,	...what is a place...	...what is every place...	...what is the place...
85292:20	all the developers don't know what * to do *t*-1.	###speakerb35.###the past, uh, uh, year and a half prices have gone down which *t*-1 is totally new for northern virginia.###speakera36.###uh-huh.### it just, it's a real good,###speakerb37.###it just never happened before.###speakera38.###speakerb39.###so it's really surprising everybody.	what	no	no	what * to do *t*-1	yes	all the developers don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
115127:13	i read, how * to get the job that you wanted *t*-1 *t*-2	###speakerb81.###uh-huh.###i see.###speakera82.###but, uh, i think 0 once you're set *-1 in your ways, you're set *-2 in your ways.###speakerb83.###yeah.###speakera84.###uh, then i,###one in-, real interesting book 0 i read *t*-1 recently was, when i was looking for a job *t*-2,	how	no	no	how * to get the job that you wanted *t*-1 *t*-2	yes	i read 	,	...what is a way...	...what is every way...	...what is the way...
109985:14	i can see where that would definitely hinder the problem *t*-1,	###speakerb52.###and they realize 0 there's a need for that,###and, um, i don't know,###i found 0 when i did do some work *t*-1 when my son was young *t*-2, it was like contract work,###and it wasn't where i had *-1 to be there every day *t*-2,###but, i mean, we were going to the doctor once a week,###so, i don't know how you could have a full time job and ever have any vacation time 0 * to do anything besides * go to the doctor *t*-1 *t*-2.###speakera53.###yeah,###yeah,	where	yes		where that would definitely hinder the problem *t*-1	yes	i can see  	,	...what is a place...	...what is every place...	...what is the place...
9920:32	and the people in the city were saying, well why should i go *-1 do that *t*-2.	###but there's no food 0 for them to buy *t*-1,###and it's,###you can't eat money.###speakera9.###and they have, a, a problem, their, their whole attitude, uh,### i, i'm not sure which crop it was *t*-1,###but they had a crop that *t*-1 rotted in the fields because they couldn't get anyone to harvest it.###speakerb10.###yeah.###speakera11.	why	yes		well why should i go *-1 do that *t*-2	yes	and the people in the city were saying,  	.	...what is a reason...	...what is every reason...	...what is the reason...
172677:18	and i don't know how people that *t*-1 don't have it can afford it *t*-2.	###speakera11.### in a, in a given year, dental ca-, dental expenses can really kill you.###speakerb12.###now my husband is with, uh, northwest airlines###and he gets, uh, you know, the full health and dental###and, uh, we have four children###and what you pay *t*-1 *-2 just to have teeth cleaned *-3 is outrageous.###speakera13.###right.###speakerb14.	how	yes		how people that *t*-1 don't have it can afford it *t*-2	yes	and i don't know  	.	...what is a way...	...what is every way...	...what is the way...
1130:56	and if that's gone, um, i, i really don't know how *-1 to live *t*-2 very well,	###i actually###for al-, of the time 0 i've spent *t*-1 there, i still don't quite understand how certain things that i assume 0 *t*-2 and require privacy and require not just that you be alone but actually that you have a sense of privacy *t*-3.###speakerb94.###yes.###speakera95.###because anyone can be alone for some period of time###but for me a lot of what i do *t*-1 requires a sense that there's this invisible barrier around me which people wil-, will respect *t*-2.###speakerb96.###yes.###speakera97.	how	no	no	how *-1 to live *t*-2 very well	yes	and if that's gone  um  i  i really don't know  	,	...what is a way...	...what is every way...	...what is the way...
103191:24	but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,	###speakera61.###yes.###speakerb62.###it's just 0 we can't control it.###right now it *exp*-1 takes more energy *ich*-2 * to cause fusion to occur then you get *?* out,###so, it isn't *?*,###not at all,###and you can't control it unless you gotten a huge electromagnetic field,###so that's not going *-1 to work.###at least not now.	what	yes		what the future will hold *t*-2. uh, as far as energy goes	yes	but  uh  who *t*-1 knows  	,	...what is a thing...	...what is every thing...	...what is the thing...
21254:20	so, i don't know why the two of them happen, *-1 to be my two favorite shows *t*-2,	###speakerb6.###speakera7.###um, quantum, leap has, i mean quantum leap is kind of a comedy in its own way, i guess 0 *t*-1,###but, uh, mostly it's, it's kind of science fiction,###and, it's, um, it's adventure and things like that###speakerb8.###uh-huh.###speakera9.###and then night court is just pure, you know, weird fun, you know,### just, it's, it's nothing serious about it at all.	why	no	yes	why the two of them happen, *-1 to be my two favorite shows *t*-2	no	so  i don't know  	,	...what is a reason...	...what is every reason...	...what is the reason...
140758:19	* kind of depends on when they get in *t*-1, you know.	###speakera91.### which, it does look nicer,###and, you know, we would have like *-1 to have had all brick,###but, of course at that point we couldn't afford it,### and, but, it *exp*-3's funny that you'd say that, because there were homes *ich*-1 in here that *t*-2 didn't have any brick at all.###speakerb92.###right.###speakera93.###so it's kind of like, they were.###speakerb94.	when	no	yes	when they get in *t*-1	no	* kind of depends on , you know 	.	...what is a time...	...what is every time...	...what is the time...
