TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
83225:16	i do not know what we would replace it with *t*-1.	###yeah.###whatever.###speakera61.###so it seems, uh,###no,### i, i, i do not think 0 i would change it.###the more 0 i verbalize it *t*-2, i, i do not think 0 i would want *-1 to change the system.###speakerb62.###right,###speakera63.	what	yes		what we would replace it with *t*-1	yes	i do not know  	.	...what is a thing...	...what is every thing...	...what is the thing...
67896:19	but we could never say what we would do *t*-1 if we're not in the circumstance.	###it's a deterrent to crime,###they shouldn't catch themselves in that circumstance anyway.###but * to be the actual one of the ones that *t*-1 decide, that would be tougher for me.###speakerb38.###yes,###very true.### i, uh, i agree with you there.###uh, uh-huh.###speakera39.###i think 0 i'd probably do it	what	yes		what we would do *t*-1	yes	but we could never say  if we're not in the circumstance 	.	...what is a thing...	...what is every thing...	...what is the thing...
106447:53	and there was, i was just painting because i don't know how * to do anything else *t*-1.	###we would go down two or three hours on the weekends,###speakera77.###uh-huh.###speakerb78.###and,###speakera79.###so there was two of you all?###speakerb80.###no,### there was, they were doing all sorts of repairs,	how	no	no	how * to do anything else *t*-1	yes	and there was, i was just painting because i don't know  	.	...what is a way...	...what is every way...	...what is the way...
25772:30	any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.	###speakerb118.###speakera119.###yeah,###and it's, you know, it's a game that you don't,###like bowling, you know, you feel bad if you bowl a hundred.###but if you shoot a hundred in golf, you know,###you don't have *-1 to be an expert *-1 to play,###speakerb120.###that's right.###speakera121.	how	no	no	how * to hold one *t*-1	yes	any novice can pick up a club and learn  and learn how * to do it *t*-2 and do it right 	.	...what is a way...	...what is every way...	...what is the way...
18835:114	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2. when you start *-3 seeing what all they can do *t*-1 for you *t*-2.	###oh, well, it sounds like you're pretty much into computers.###speakerb54.###well, i sure need them.###uh, there's no way that i could begin *-1 to process and keep up with the kinds of information or the magnitude of information that i need *t*-2 *-3 to, to try *-4 to do my job *t*-5 without them.###speakera55.###i can believe that.###well, it's, it's been interesting.###speakerb56.###yes,###uh, maybe you'll play around some and figure out how they can help you do different things *t*-1.	what	yes		what all they can do *t*-1 for you	yes	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2  when you start *-3 seeing  *t*-2 	.	...what is a thing...	...what is every thing...	...what is the thing...
169912:14	i can see where it could become a problem *t*-1.	###yeah.###speakera39.###you can't go around *-1 testing everybody for everything.###speakerb40.###yeah.###speakera41.###so, i don't know.###and i, i think 0 it could be used *-1 *-2 to hassle somebody.###if someone was out *-1 to get you, i think that a company or a boss could use this.###you know, they could keep on *-1 doing this to you or something, i guess 0 *t*-2.	where	yes		where it could become a problem *t*-1	yes	i can see  	.	...what is a place...	...what is every place...	...what is the place...
173775:43	it goes back to, you know, what right, what can society impose *t*-1 on people.	### a-, a-, as soon as we wind up, uh, uh, you know, for,###well if we can just destroy the market by * destroying the demand### but, but people want *-1 to, get, get stoned###speakerb46.###yeah,###yeah.###speakera47.###and i, i don't see that,###speakerb48.###well, yeah.	what	yes		what right, what can society impose *t*-1 on people	yes	it goes back to, you know,  	.	...what is a thing...	...what is every thing...	...what is the thing...
170360:16	i don't see how one or two people, maybe more one or two, but, you know, a number of people can, can be the downfall of com-, a company situation *t*-1.	###because you as an employee,###even the company is making money,###they paying you a salary###but you are responsible for that company growth.###you're responsible *ich*-1 also for *-3 helping that company get to the par-, point that it's at *t*-2 at *-4 making profits.###so there should be something *ich*-2 in there or some kind of clause that *t*-1 will subsidize people if they did lose their job other than, you know, uh, neglect or something like that.###speakera35.###uh-huh.###speakerb36.###you know. because it *exp*-1's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know.	how	yes		how one or two people, maybe more one or two, but, you know, a number of people can, can be the downfall of com-, a company situation *t*-1	yes	i don't see  	.	...what is a way...	...what is every way...	...what is the way...
141481:30	well, i think 0 that is probably why our is probably so interesting *t*-1 is cause we don't have them that often	###every year.###speakerb81.###mumblex.###speakera82.###and, uh, still, you wind up *-1 meeting people 0 you, uh, you never knew 0 you were related to *t*-2. let alone###speakerb83.###yeah.###speakera84.###and,###speakerb85.	why	no	yes	why our is probably so interesting *t*-1	no	well, i thi k 0 that is probably  is cause we do 't have them that ofte 	n	...what is a reason...	...what is every reason...	...what is the reason...
117835:18	and i don't know why, --body's calling *t*-1.	###and i don't want *-1 to answer.###speakera121.###oh, okay.###speakerb122.###i'll just wait.###speakera123.###okay.###speakerb124.###no,### i've, i've got incoming calls	why	no	yes	why, --body's calling *t*-1	no	and i don't know  	.	...what is a reason...	...what is every reason...	...what is the reason...
