TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
23059:21	but i really don't know what the other solution would be *t*-1 you know,	###it's not all bad###speakera109.###no.###speakerb110.###but i guess 0 once you get ill, then, you know, you really have some problems if you can't get around and do things.###speakera111.###around,###yeah.###speakerb112.###speakera113.	what	yes		what the other solution would be *t*-1	yes	but i really don't know  you know 	,	...what is a thing...	...what is every thing...	...what is the thing...
112247:39	and it's a game that none of their friends know how * to play *t*-1 *t*-2,	###well, it's really fun.###um, one of my neighbors moved here from memphis###and a lot of them played it,###and she started a group going in the neighborhood###and my kids wanted *-1 to learn how * to play it *t*-2###and it's more fun with four people.###speakerb38.###yeah,###yeah.###speakera39.	how	no	no	how * to play *t*-1 *t*-2	yes	and it's a game that none of their friends know  	,	...what is a way...	...what is every way...	...what is the way...
75054:73	but ten years ago, uh, i don't know. i'd say, like *rnr*-1 in the nineteen seventies you remember how *t*-2 kids would walk around with a m, what do you call those *t*-3, little a m radios *t*-4	###speakera41.###* wasn't the decline so much.###i think 0 they just said the changes in, uh, social, social changes in the united states.###speakerb42.###yeah.###speakera43.###how was life different ten, twenty, or thirty years ago *t*-1.###so,###speakerb44.###well, i can't really remember back that far,	how	yes		how *t*-2 kids would walk around with a m, what do you call those *t*-3, little a m radios *t*-4	yes	but ten yea s ago, uh, i don't know. i'd say, like * n *-1 in the nineteen seventies you  emembe 	r	...what is a way...	...what is every way...	...what is the way...
60573:116	and, and i seem rather happy about it *ich*-2 most of the time, *-3 just, just to know, what's, possibilities *t*-1 are, you know, what *t*-4 might happen.	###uh-huh.###well, the one thing i guess 0 *t*-1 at least in your favor is the, the fact that, that is more in the support of the manufacturing###and there's lots and lots of companies that *t*-1 have maybe not in the de-, the defense area but manufacturing in general.###speakera65.###* to tell you the truth, i'm, i'm, i'm not really worried.###speakerb66.###uh-huh.###that's great.###that's good.###speakera67.	what	yes		what *t*-4 might happen	yes	and, and i seem rather happy about it *ich*-2 most of the time, *-3 just, just to know, what's, possibilities *t*-1 are, you know,  	.	...what is a thing...	...what is every thing...	...what is the thing...
74357:139	i think, 0 especially in the younger years you need *-1 to have more of the, the person contact rather than just the fact that your machine being fed *-2 information 0 * to, to learn how * to learn *t*-3 *t*-4.	###speakera82.###huh.###speakerb83.###and, you know, the whole electronic classroom idea.###speakera84.###speakerb85.###i don't know if i i'm in favor yeah, in favor of, yeah,###speakera86.###i don't think 0 that's going *-1 to work.###speakerb87.	how	no	no	how * to learn *t*-3	yes	i think, 0 especially in the younger years you need *-1 to have more of the, the person contact rather than just the fact that your machine being fed *-2 information 0 * to, to learn  *t*-4 	.	...what is a way...	...what is every way...	...what is the way...
31591:37	i don't, i don't know why it *exp*-1 would be, you know, uh, bad * to test just every- *t*-2,	###i'm not sure *ich*-4, though, when we talk about what rules, if any *t*-3, that we should say, well, certain segments should not have *-1 to be tested *-2.###i really don't see why,###speakera97.###personally, i think 0 that's what i was about *-1 to say *t*-2 is that everyone needs *-3 to be tested *-4.###speakerb98.###and,###yeah.###speakera99.###speakerb100.###yeah.	why	yes		why it *exp*-1 would be, you know, uh, bad * to test just every- *t*-2	yes	i don't  i don't know  	,	...what is a reason...	...what is every reason...	...what is the reason...
15753:21	now, i don't know how t e c would handle it *t*-1.	###speakera19.###and so, that kind of, uh,###i don't know if it's been a deterrent or not, because we have, uh, just started *-1 using it oh, for the past year or so.###speakerb20.###uh-huh.###speakera21.###speakerb22.###yeah.###speakera23.###now we've let some people *ich*-1 go, uh, that wa-, we, was found that drugs were used *-2 in *t*-3 their system.	how	yes		how t e c would handle it *t*-1	yes	now, i don't know  	.	...what is a way...	...what is every way...	...what is the way...
86707:53	and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.	###speakerb116.###but at least it was a b b gun not a twenty-two or a four ten or something###so,###speakera117.###i remember 0 i had an old uncle up by tulsa, oklahoma that *t*-1 took me out and, uh, showed me.### this was, it was not my, it was my mother's uncle,###this was a gentleman in his sixties,###speakerb118.###um.###speakera119.	how	no	no	how * to shoot *t*-1	yes	and he took me out with him and, uh, single shot twenty-two, and taught me  	.	...what is a way...	...what is every way...	...what is the way...
106572:60	in fact, we are in a position that most of our friends why, wonder why we just don't go to a new car, you know, whatever *t*-1 *t*-2,	###my husband, um, owned his own company###and it went under,###and so we could no longer afford that monthly payment,###and now it just seems just such a large amount of money 0 * to spend *t*-1 that, that we do have a used car,###well, he has a company car also,###but for our personal car we have a used car.###um, do you think that it *exp*-1's wiser * to buy * used?###speakera33.###we do for us###very much so.	why	no	yes	why we just don't go to a new car, you know, whatever *t*-1	no	in fact  we are in a position that most of our friends why  wonder  *t*-2 	,	...what is a reason...	...what is every reason...	...what is the reason...
15580:42	and, but, you know, you could tell when it was coming *t*-1.	### in, in the book apparently she cuts his feet off,###but in the movie she, she disables him, but not by * cutting his feet.###speakera65.###um.###speakerb66.###um, she, she breaks both of his ankles.###speakera67.###ugh.###speakerb68.###and that i couldn't watch *t*-1,	when	no	yes	when it was coming *t*-1	no	and, but, you know, you could tell  	.	...what is a time...	...what is every time...	...what is the time...
4959:7	astonishing what the younger ages know *t*-1,	###speakerb102.###because you will eventually be killed *-1.###and, i just, i'm just totally aghast at a what *t*-1's going on.###speakera103.###oh, i know.###i know, um,###i work in school. you know,###that's something 0 i do *t*-1###and i, it really is###i'm like you	what	no	yes	what the younger ages know *t*-1	no	astonishing  	,	...what is a thing...	...what is every thing...	...what is the thing...
90870:11	i see what you're saying *t*-1.	###speakerb38.###speakera39.### i, i think 0 most employers would probably rather *ich*-1 hire, you know, a, a three six in, um, in history, uh, * to be a salesman than someone with a two oh in business administration.###speakerb40.###oh, yeah.###speakera41.###does that make sense?###speakerb42.###yeah.###well, yeah,	what	no	yes	what you're saying *t*-1	no	i see  	.	...what is a thing...	...what is every thing...	...what is the thing...
46424:11	you know what i mean *t*-1.	###speakerb80.###and it's like, you know, um, they live back in whe-, where we came from *t*-1 two hundred years ago.###speakera81.###uh-huh.###speakerb82.###speakera83.###uh-huh.###speakerb84.###you know, whe-, we've advanced beyond that,###and i think that their, uh, mentality as far as the way 0 they treat them *t*-1 and that kind of thing,	what	no	yes	what i mean *t*-1	no	you know  	.	...what is a thing...	...what is every thing...	...what is the thing...
6499:32	the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service *t*-1.	### but, but then it's probably that way anywhere, you know,###that's,###speakera105.###oh, i'm sure 0 personalities always come into play.###speakerb106.###uh-huh.###speakera107.###uh, just in this size of organization,###speakera1.###okay.	what	no	yes	what, what is your opinion of youth, uh, spending a year or two in, in public service *t*-1	no	the question was, um,  	.	...what is a thing...	...what is every thing...	...what is the thing...
113822:102	and, uh, and i, i, i don't know what, what *t*-1 has, what *t*-2 has set it off or what	###speakerb52.###because if you concentrate all of your energies and efforts on yourself, you're just kind of down the tube, you know.###speakera53.###yeah,###right.###speakerb54.###uh, it *exp*-2 really is better *ich*-1 * to give then * to receive.###speakera55.###yeah,### i, i agree with that,	what	no	yes	what, what *t*-1 has, what *t*-2 has set it off or what	no	and, uh, and i, i, i don't kno 	w	...what is a thing...	...what is every thing...	...what is the thing...
8948:21	well, i'm not sure what she does *t*-1	###speakera25.###i think tha-,###speakerb26.###mile a minute.###that's the name of it.###speakera27.###mile a minute.###speakerb28.###mile a minute.###speakera29.	what	no	yes	what she does *t*-1	no	w ll, i'm not sur 	e	...what is a thing...	...what is every thing...	...what is the thing...
