TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Finite	Question	Modal	Matrix	punct	AResponse	AllResponse	TheResponse
61500:27	that's why we couldn't understand why he would want *-2 to get out *t*-3, you know, because he's had all this room 0 * to run in *t*-1 *t*-4,	###and then we get home at night we do bring him in.###speakerb130.###you have a fenced yard or,###speakera131.###uh-huh,###speakerb132.###uh-huh.###speakera133.###yeah.###the backyard, it's really big *ich*-2, too, 0 for him to run in *t*-1 and stuff.	why	yes		why he would want *-2 to get out *t*-3	yes	that's why we couldn't understand   you know  because he's had all this room 0 * to run in *t*-1 *t*-4 	,	...what is a reason...	...what is every reason...	...what is the reason...
53473:26	well, um, i don't know what *-1 to say *t*-2.	###true.###* trying *-1 to think what else *t*-2 is,. is current.###speakerb34.###speakera35.###speakerb36.###right.###speakera37.###speakerb38.###uh, uh,###speakera39.	what	no	no	what *-1 to say *t*-2	yes	well, um, i don't know  	.	...what is a thing...	...what is every thing...	...what is the thing...
142180:37	well, you need *-1 to, uh, teach them how * to play *t*-2 and take them out on the course with you.	###speakera45.###but i###speakerb46.###oh well that sounds like fun too.###speakera47.###but my golf clubs will probably rust before i get *-1 to use them again###because my boys are still right at the beginning age###and it is probably going *-1 to be six to eight years before they go to college.###speakerb48.###uh-huh.	how	no	no	how * to play *t*-2	yes	well, you need *-1 to, uh, teach them  and take them out on the course with you 	.	...what is a way...	...what is every way...	...what is the way...
110313:14	i can see where you would think,	###and, uh, if they say, hey, you can't do this work, i'd say, hey, i agree,### i don't, i won't do that.###and i think 0 most of them have agreed to that now, although they didn't like it at first.###speakerb38.###yeah,###i think 0 it's just like anything else, a new concept, you know,###as i said, if i have *-1 to go to a testing area with my urine specimen i was insulted *-2,###speakera39.###yeah,###it is *?*,	where	yes		where you would think	yes	i can see  	,	...what is a place...	...what is every place...	...what is the place...
30483:16	so i can see where it would be a great advantage * to have one at home, you know, if you were going to school *t*-1.	###i'm, you know, going part time in the evenings,###and, you know, i do,###yeah,###everything has *-1 to be typed *-2.###i mean, they require it.###you have *-1 to type it you know,###speakera75.###right.###speakerb76.### and, and so i'm up here, you know, nights and weekends you know, *-1 working on the little p-, on the p c up here, you know, typing stuff.	where	yes		where it would be a great advantage * to have one at home, you know, if you were going to school *t*-1	yes	so i can see  	.	...what is a place...	...what is every place...	...what is the place...
98858:33	and i, i don't know how a coach *ich*-4 would feel if, that *t*-1 teaches health or eng-, you know, english, or whatever *t*-3 that they had *-2 to wear a tie.	###course, it's a standing joke, you know, when the, when the men come in in a, a tie and a suit coat *t*-1, you say, you know, what, have you got a job interview today###or, there, there's, there's usually, yeah, there's usually something going on that, that, uh, and *t*-1 would, would, uh, cause that to happen###speakerb68.###or you're going *-1 to be observed *-2.###speakera69.###speakerb70.###speakera71.###speakerb72.###yeah.###speakera73.	how	yes		how a coach *ich*-4 would feel if, that *t*-1 teaches health or eng-, you know, english, or whatever *t*-3 that they had *-2 to wear a tie	yes	and i, i don't know  	.	...what is a way...	...what is every way...	...what is the way...
18673:73	and, you know, we're trying *-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that,	###so that's all 0 they work on *t*-1.###just a leafy,###they don't do anything.###speakerb156.###uh-huh.###yeah,###that's something 0 i've been, uh, been *-1 looking around and noticed *t*-2 0 all the flowering trees and stuff are, at this time of the year###speakera157.###uh-huh.###speakerb158.	what	no	no	what, what * to, what *-2 to put *t*-3 on one side of the house and things like that	yes	and  you know  we're trying *-1 to decide  	,	...what is a thing...	...what is every thing...	...what is the thing...
67345:30	and, uh, uh, i can't understand why anyone would abandon this dog, though *t*-1.	###uh, she was, uh, uh,###a person 0 *t*-1 lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,###speakerb3.###uh.###speakera4.### somebody, somebody abandoned her###and, she's only about, oh, si-, between six and eight, six to eight weeks old###speakerb5.###uh-huh.###speakera6.	why	yes		why anyone would abandon this dog, though *t*-1	yes	and, uh, uh, i can't understand  	.	...what is a reason...	...what is every reason...	...what is the reason...
28051:40	you know, the technicians work the eight to five job and know when they're going *-1 to be there *t*-2.	###and,###speakerb31.###so it was you and the kid###and your work schedule is.###speakera32.###yeah.###speakerb33.###well that's the thing, see, you know,###maybe if you get along###for example if you'd been a technician instead of an engineer.	when	no	yes	when they're going *-1 to be there *t*-2	no	you know, the technicians work the eight to five job and know  	.	...what is a time...	...what is every time...	...what is the time...
172540:45	i'm, i'm not sure 0 i understand what you mean *t*-1.	###but i guess 0 when i hear, when i see the comparison between the united states and, uh, any other western country *t*-1, uh, their, their rates are like, uh, forty-one, forty-two and ours are like thirty-six, thirty-seven, you know,###if you compute as a percentage of total income, all taxes lumped together, we actually do pretty well.### t-, th-, there's no other country that *t*-3's, that *t*-1 is taxed *-2 as low as we are *?*.###speakerb35.###well and i still think that, * having lived in europe for awhile, you know, difference in living conditions are certainly well worth, uh, what we pay *t*-1 for it.###speakera36.###yeah.###speakerb37.###speakera38.###uh-huh.	what	no	yes	what you mean *t*-1	no	i'm, i'm not sure 0 i understand  	.	...what is a thing...	...what is every thing...	...what is the thing...
