TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
24617:9	and then how would you feel afterwards when you came up *-4 negative and, you know, your supervisor has accused you of *-1 using drugs *t*-2 *t*-3.	###right.###yeah,### it, it would almost be like a, a, uh...###speakera43.###it's an accusation,### and, and it's and it's based *-4 on, on a perception that someone has *t*-3 as how a drug user would behave *t*-2 when some drug users behave, uh, normal *t*-1, uh, you know.###speakerb44.###uh-huh.###speakera45.###speakerb46.	how	yes	What is a way...?	What is every way...?	What is the way...?
44353:19	how, can you contrast the europeans and their vocalism on their rights to, to say the people in latin america *t*-1.	###and i'm of spanish descent.###so, um, i, i just think 0 that has something 0 *t*-1 to do with why latinos or, tend *-2 to be, you know, the mee-, the more meek *t*-3, you know,###speakerb100.###speakera101.###they tend *-1 to be more,###like not stand up for their rights as much.###they're not really sure of what they are *t*-1. i don't think 0 *t*-2.###speakerb102.###uh, i never really thought of, it that way.###speakera103.well, i mean, 	how	yes	What is a way...?	What is every way...?	What is the way...?
61044:253	how can you tell where it's going *-5 to come down at *t*-6 *t*-7.	###speakerb114.###oh,, i was going *-1 to say, 0 the air pollution alone there just from a hundred pounds of cow manure was going *-2 to be bad.###speakera115.###yeah,###but i, i don't know###it really frightens me though as far as the, when you think about the, you know, * thinking of just air pollution itself### and then, and, channel thirteen they're really, um, emphasizing the problem with acid rain, you know,###speakerb116.###uh-huh.###speakera117.if we, if we keep *-1 putting that stuff into the air and, and, you know, if we keep *-2 creating the problem and not doing anything about it that it's really going *-3 to be a problem for, um, just the, the earth, you know, what the earth is receiving *t*-4 back, you know, because 	how	yes	What is a way...?	What is every way...?	What is the way...?
159364:6	or how does that work *t*-1?	###speakerb40.### for, for honest mistakes where they've done something and, and something happens *t*-1.###one of their employees causes damage or something.###speakera41.### wh-, who, who###speakerb42.###sure.###that's what they buy insurance for *t*-1.###speakera43.###do they get, they get insured *-1, they get insured *-2 from other insurance companies	how	no	What is a way...?	What is every way...?	What is the way...?
126779:4	how do you dress *t*-1?	###i mean, pretty much it's a white shirt and slacks and shoes and a coat.###speakerb12.###uh-huh.###speakera13.###speakerb14.###uh-huh.###speakera15.###speakerb16.###speakera17.###but, it was very different before.	how	no	What is a way...?	What is every way...?	What is the way...?
159296:9	well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.	###speakera9.###right.### th-, they ha-,###speakerb10.###so it all comes *-1 filtering down to us all in-, individually.###speakera11.###right.###speakerb12.###and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.###speakera13.	how	no	What is a way...?	What is every way...?	What is the way...?
155266:9	well, how to you handle that, the long range or medium range planning on finances *t*-1?	###speakerb8.###yeah,###well, it's similar problems###but, uh, we just have the one check book###and we try *-1 to keep it up to date as much as possible###and occasionally we will get behind like you say###but, uh, it doesn't really seem *-1 to be too, too tight if we just remember *-2 to keep everything up, up to date and balanced.###speakera9.###uh-huh.###speakerb10.	how	no	What is a way...?	What is every way...?	What is the way...?
77545:22	how do they pattern their own *t*-1?	###speakera114.###so we, we try *-1 to, to do it as well as we can *?*.###we keep in close contact with grandparents and talk over the phone,###speakerb115.###uh-huh.###speakera116.###and cousins and aunts and uncles,###and we do,###but it's, although it's not the same, we are *?*,###and that's part of, i think 0 *t*-2, teaching too, is what a family is like *t*-1, because then h-, 	how	no	What is a way...?	What is every way...?	What is the way...?
61830:4	how do you go about * getting one of those a catalogs *t*-1?	### and you'll find all these things and you'll find the monitors forty dollars and the card that *t*-1 drives the monitor that *t*-2 goes in the back of the board for twenty-five dollars which *t*-3 is amazing to me.###speakerb52.###uh.###speakera53.###and you mix and match###and then you do it by mail-order.###but there's no real brands###it's probably a half a dozen companies *ich*-2 around the world that *t*-1 are making those mother boards, the main computer, the circuit board.###speakerb54.###i see.	how	no	What is a way...?	What is every way...?	What is the way...?
102211:9	well, how we	###but it's not nice when they're too attentive *t*-1.###speakerb98.###oh, yes.###speakera99.###so, uh, we've had experience with that, too.###so,###speakerb100.### m-, m-, m-, my sister, who *t*-1 also lives here in dallas, uh, tends *-2 to, uh, chat with waiters and waitresses and become their best friends during the course of dinner, which *t*-3 drives me absolutely batty.###speakera101.###oh, yeah.	how	no	What is a way...?	What is every way...?	What is the way...?
