TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
5433:12	i mean who would *t*-1 steal a newspaper?	###speakera47.###uh-huh.###i find it *exp*-1 hard * to, uh, follow from one page to another.###it's just something 0 i have never developed, uh, an interest in *t*-1.###speakerb48.###huh.###speakera49.###and i live in kind of a bad area where if i have the paper delivered *-1 *t*-2 it's stolen *-3 before i can get out and get it.###speakerb50.###gosh that's, that sounds pretty bad to me.	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
19308:21	who *t*-1 knows	###speakera25.###but, uh, the russian economy### they, you know, they,###i don't know what the percentages are *t*-1,###but i heard it one time,###it's just some ungodly number * just to support the military machine.###speakerb26.###uh-huh,###uh-huh.###speakera27.and finally, you know, 	who	no	Who is a person...?	Who is every person...?	Who is the person...?
104072:16	who *t*-1 knows how they process it from there *t*-2 and what they turn it into *t*-3,	###i wonder where they dump that *t*-1.###speakerb70.###well, there's someplace, you know,###if it's,###because really, when i look at what my grass does *t*-1 in, in actually about twenty-four hours *t*-3, uh, *-4 knowing what the farmers do *t*-2 in rural areas,###they just take their hay and just build a big mound of it###and it naturally, uh, composts or stores###and, uh, so all 0 you have *-1 to do *t*-2 is * just place it somewhere and churn it###and it will naturally decompose, uh,###so you just have *-1 to kind of keep in separated and then, uh, 	who	no	Who is a person...?	Who is every person...?	Who is the person...?
127830:6	and who *t*-2 knows still, what *t*-1 ha-, really happened, you know.	###speakera97.###yeah,###they had a big fight on that show, didn't they?###speakerb98.###yeah,###yeah.###speakera99.###they were all accusing each other of everything in the world.###speakerb100.###oh, that was awful	who	no	Who is a person...?	Who is every person...?	Who is the person...?
173007:4	who do you work for *t*-1?	###you must be a t i employee.###speakerb66.###you must be what?###speakera67.###you must be a t i employee?###speakerb68.###no,###i'm not *?*.###speakera69.###you're not a t i,	who	no	Who is a person...?	Who is every person...?	Who is the person...?
30170:12	well, from where are you calling *t*-1?	###speakerb86.###that was the only time 0 i really got caught *-1 short *t*-2.### and i, but as i said, most, most of all i try not *-1 to use them, uh, to any, you know, lavishly, in that regard.###speakera87.###yeah.###speakerb88.###speakera89.###yeah,###well tha-, that's good.###speakerb90.	where	no	What is a place...?	What is every place...?	What is the place...?
120041:4	where'd you get the car *t*-1?	###speakerb30.###uh-huh.###speakera31.###and they had, uh, some names, some companies that *t*-1 sold mustang parts,###and i just started *-1 ordering some parts### and, and, you know, basically, you know, i, what i did *t*-1 was, i redid the whole interior.###i didn't do too much to the engine, because the engine was pretty good,###but the, the whole interior and then part of the exterior,###* just kind of do it.###speakerb32.	where	yes	What is a place...?	What is every place...?	What is the place...?
137110:4	where'd you,	###unless i'm going somewhere warm for the winter.###speakera81.###right.###speakerb82.###speakera83.###right.###speakerb84.###yeah,###that'd be nice.###speakera85.	where	yes	What is a place...?	What is every place...?	What is the place...?
171230:19	where would they be *t*-1 without nintendo and, you know, their t v shows	###speakerb34.###uh-huh.###speakera35.###so that's good.###that's an interesting point.###but i just think 0 our, our family lives have changed drastically.###speakerb36.###speakera37.###and i think 0 that's ju-,###of course a part of it is technology. i mean our kids, 	where	yes	What is a place...?	What is every place...?	What is the place...?
1721:4	how do you feel *t*-1 about rap music?	###there's such a wide selection,### i think 0 i like a lot, i like a little bit of a lot of different types of music.###you know, i, i, i like music that *t*-1 is, that i feel###if it is performed *-1 correctly or if it's done *-2 right, or if the version is done *-3 right, i like it,###speakera15.###yeah.###speakerb16.###but, if, if it's not *?*, then i won't *?*.### i, i really don't,###speakera17.	how	no	What is a way...?	What is every way...?	What is the way...?
14041:20	and, and how do you rate the, uh,	###speakerb4.###speakera5.###yeah,###i don't usually have time 0 * to read the newspaper everyday *t*-1,###so i try *-1 to listen to the radio in the morning and, and try *-1 to catch one of the morning talk shows,###and then i usually end up *-1 flipping through c n n and headline news during the evening.###i always try *-1 to read the sunday paper just because it usually gives a summary of the, the week's hot events.###so, i try *-1 to, i try *-2 to catch that, if nothing else.###speakerb6.###that's true,	how	no	What is a way...?	What is every way...?	What is the way...?
21649:34	how do you spend the time with your children *t*-1?	###and i'm doing my master's at n c state###speakera2.###oh, uh-huh.###speakerb3.###so, uh, uh, children wouldn't be very convenient for me right now.###speakera4.###well, no,###would they *?*,###no.###speakerb5.so what, what, 	how	no	What is a way...?	What is every way...?	What is the way...?
25144:43	how can you put that on, like, elderly people and you know, just people that *t*-1 maybe just aren't blessed with as, as much sharpness and ment-, mental acuity *t*-2,	###really.###speakera29.###or i don't know how much of the you know,###speakerb30.###yeah.###speakera31.###but a large percentage probably over half of the rest of the population they don't have any college probably much at all###speakerb32.###absolutely.###speakera33.and if we can't take it and use it easily, well, 	how	yes	What is a way...?	What is every way...?	What is the way...?
28728:4	how are we supposed *-3 to present the imagine that we're supposed *-4 to present *t*-7 with equipment that *t*-5's outdated, that *t*-6's obsolete *t*-8	###speakerb144.###and it *exp*-3's real hard * to pry money *ich*-2 out of him 0 * to, to do these things *t*-1,###but i was, i was able *-1 to convince him that it would be cost effective and that our board presentations would be much better###and,###speakera145.###right.###speakerb146.###um.###speakera147.###we find it hard 0 * to believe *t*-2 *ich*-4 sometimes, or hard 0 * to understand *t*-1 when, uh, we work for a computer company *t*-3, and, uh,	how	no	What is a way...?	What is every way...?	What is the way...?
29722:4	how did you,	###speakerb42.###yes.###that's interesting.###speakera43.###yeah,###it is *?*.###speakerb44.###how did you know *-1 to choose this subject, tonight *t*-2.###that's funny.###what,	how	no	What is a way...?	What is every way...?	What is the way...?
33964:9	uh, how do you feel about it *t*-1?	###well, i don't know.### i've, i've had mixed emotions *ich*-4, i guess 0 *t*-3, when i listen to, uh, the radio and, and watch t v *t*-2 about the different, uh, things that *t*-1 are happening.###uh, i'm against it###but on the same token, uh, i went out and purchased a gun just because i wanted the right * to do that.###speakera3.###ye-,###speakerb4.###so i, i have a rifle in the house.###uh, the ammunition is probably so old 0 i'm afraid *-1 to use it.###but, uh, i bought it for target practicing and, uh, and also because i wanted a weapon.	how	no	What is a way...?	What is every way...?	What is the way...?
41118:8	or, how did you do it *t*-1?	###speakera77.###oh, yeah.###yeah,###speakerb78.###they did.###speakera79.###they came from all over.###speakerb80.###did you put them up in other people's houses###or did you have hotel rooms,	how	no	What is a way...?	What is every way...?	What is the way...?
67013:20	how d-, how does that work, work out with, uh, * storing your bike and showering and all that *t*-1?	###speakerb13.### it, it, it varies.###uh, out near my house is pretty hilly.###uh, but sometimes i bike to work which *t*-1 is about, uh, a fifteen mile trip each way.###and that's mostly flat.###speakera14.###how long does that take you *t*-2 * to get to work?###speakerb15.###uh, about forty-five, fifty minutes.###speakera16.	how	no	What is a way...?	What is every way...?	What is the way...?
73381:35	so, um, how do * think, how do you think 0 we've changed in the last ten to twenty years *t*-1?	###speakerb148.###we gave up on one baby sitter because we came home one night and found pieces of, um, ribbon, you know, hair ribbon tied * in a chair. where obviously she had, had,###speakera149.###huh-uh.###speakerb150.###speakera151.###huh-uh.###speakerb152.###speakera1.###okay,	how	no	What is a way...?	What is every way...?	What is the way...?
