TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
17923:4	how do you feel that it should be applied *-2 *t*-1?	###oh, i honestly don't feel like it's strict enough in my opinion.###speakerb2.###in the way that it's applied *-1 or it's applied *-2 at all *t*-3?###speakera3.###uh-huh.###speakerb4.###speakera5.###applied at all.###speakerb6.###so, i,	how	yes	What is a way...?	What is every way...?	What is the way...?
44211:31	well, then how can you, how can you say as far as like in, uh, europe, as far as the, the toppling of those kinds of governments, you know, like,	###speakerb34.###speakera35.### or, or government aids and stuff.###speakerb36.###speakera37.###speakerb38.###right.###yeah,###i think 0 that has a lot of things 0 *t*-1 to did with, uh, um,###speakera39.	how	yes	What is a way...?	What is every way...?	What is the way...?
42408:24	how, i mean how can it be changed *-1 *t*-2. unless the legislature will do something	###speakera195.### it's just not, it just doesn't seem right.###speakerb196.###no,### it doesn't,###it doesn't.###they just get out, you know,###there was a thing on,###speakera197.###well what are we going *-1 to do *t*-2 about it?	how	yes	What is a way...?	What is every way...?	What is the way...?
159602:4	how's he handling that *t*-1?	###and they provide one meal a day.###speakera64.###uh-huh.###speakerb65.###and, you know, the rest of the housekeeping and other meals a day are up to him.###speakera66.###uh-huh.###speakerb67.###but they do have, you know, group activities going on.###speakera68.	how	no	What is a way...?	What is every way...?	What is the way...?
27328:4	how is texas *t*-1 about * keeping your children out of public schools,	###right.###speakera173.###so, i don't know,###i don't know,###i don't know what the answer is *t*-1.###speakerb174.###uh-huh.###speakera175.###it's an interesting, interesting thing 0 you want *-2 to do *t*-1.###i,	how	no	What is a way...?	What is every way...?	What is the way...?
138191:9	well, how do you think that that's happened *t*-1?	###right.###speakerb54.###speakera55.###for other people###speakerb56.###speakera57.###and,###speakerb58.###and so then you wind up with little brats on your hands.###speakera59.	how	no	What is a way...?	What is every way...?	What is the way...?
124747:21	well, how, how do you use your credit card *t*-1?	###um, i think 0 i'm down to one.###speakerb3.###oh, my gosh,###i wish 0 i was that way.###is that why you said 0 i had more experience than you *t*-1?###speakera4.###well, no.###i was pulling your leg.###speakerb5.###oh.	how	no	What is a way...?	What is every way...?	What is the way...?
118515:25	and, uh, and how we going *-1 to bring that back together *t*-2.	###right,###and, you know, we can't really depend on the police * to solve all this,###they just can't do it.###speakerb40.###yeah.###speakera41.###i think 0 it goes all the way back to the break up of the family to a certain extent###speakerb42.###right.###speakera43.	how	no	What is a way...?	What is every way...?	What is the way...?
82137:4	how'd you get into it *t*-1?	###uh-huh.###how'd you get involved *-1 in this research *t*-2?###speakera175.###um, i worked at t i for a while,###but then my brother-in-law works there,###and he got me into it.###speakerb176.###oh, i see.###huh.###speakera177.	how	no	What is a way...?	What is every way...?	What is the way...?
156889:13	so, julie, how do you feel *t*-1 about aids research?	###speakera93.###yes,###i read about that.###speakerb94.###and all the civil rights people are up in arms about it, you know.###speakera95.###uh-huh.###speakerb96.###but, uh,###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
34177:4	how do you feel about that *t*-1?	###speakera79.###i can't remember what the na-, the term *ich*-1 was *t*-2 going around.###it was about four or five years ago.###speakerb80.###speakera81.###but.###now, i guess 0 that would be a good idea.###speakerb82.###about, uh, private citizens selling a weapons?###like if you wanted *-1 to sell your pistol to me.	how	no	What is a way...?	What is every way...?	What is the way...?
29719:4	how did you know *-1 to choose this subject, tonight *t*-2.	###me, too.###speakera41.###really.###speakerb42.###yes.###that's interesting.###speakera43.###yeah,###it is *?*.###speakerb44.	how	no	What is a way...?	What is every way...?	What is the way...?
140833:28	so how'd you all, how do you,	###right now i've got two, and three cats,### but, uh, and my son and daughter-in-law have kind of a sheltie mix,###and we watched it this summer for two to three months,###and it wasn't trained *-1 quite fully either###speakera13.###uh-huh.###speakerb14.### and, uh, but it was a sweet *rnr*-1 and an intelligent *rnr*-1 dog.###speakera15.###yeah,	how	no	What is a way...?	What is every way...?	What is the way...?
115742:4	how are you liking it *t*-1?	###speakera73.###did you?###where did you all move from *t*-1?###speakerb74.###colorado springs.###speakera75.###oh, did you?###speakerb76.###yeah.###speakera77.	how	no	What is a way...?	What is every way...?	What is the way...?
76625:25	well, how did, how did you get, uh, hooked up with the t i switchboard thing *t*-2?	### he, he's liking this free time actually.###speakerb68.###oh, yeah.###speakera69.###it's just wonderful after all, these years of working.###speakerb70.###yeah.###speakera71.###speakerb72.###yeah.	how	no	What is a way...?	What is every way...?	What is the way...?
37944:56	who they going *-3 to go to *t*-4,	###speakera75.###that's all 0 you can do *t*-1.###speakerb76.###yeah,###and.###speakera77.### you got * to, you got *-1 to be your child's best friend, i guess 0 *t*-3, even when they're a teenager and they, you know are kind of standoffish *t*-2,###speakerb78.###right.###speakera79.still you got *-1 to be their best friend because when they've got problems *t*-2, 	who	no	Who is a person...?	Who is every person...?	Who is the person...?
51293:9	uh, who's the last one *t*-1.	###right.###speakera46.###speakerb47.###well, * picking up darrell strawberry didn't hurt.###speakera48.###no,###but butler didn't hurt either.###uh, and bobby ojeda didn't hurt###and,###speakerb49.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
89865:4	who *t*-1 wrote that?	###it is a collection of, uh, of memos, supposedly written * by howard hughes, uh,###speakera5.###oh.###speakerb6.### that was, uh, that was,###it came out a couple of years ago###and i have just now gotten around to *-1 reading it.###i have had it a couple years,###but, uh, jus-, jus-,,###speakera7.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
